# va3 L_c8 形状の軸中心分布: 新条件 (Pt 1.139 MPa/Tt 1161 K/新組成) vs 旧条件 (Pt 1.137 MPa/Tt 1058 K/旧組成) x {dry,noneq,eq}
# x_over_rt,x_m,M__va3_M4.19_Lc8_dry,T__va3_M4.19_Lc8_dry,P__va3_M4.19_Lc8_dry,rho__va3_M4.19_Lc8_dry,S__va3_M4.19_Lc8_dry,Tsat__va3_M4.19_Lc8_dry,g__va3_M4.19_Lc8_dry,M__va3_M4.19_Lc8_noneq,T__va3_M4.19_Lc8_noneq,P__va3_M4.19_Lc8_noneq,rho__va3_M4.19_Lc8_noneq,S__va3_M4.19_Lc8_noneq,Tsat__va3_M4.19_Lc8_noneq,g__va3_M4.19_Lc8_noneq,M__va3_M4.19_Lc8_eq,T__va3_M4.19_Lc8_eq,P__va3_M4.19_Lc8_eq,rho__va3_M4.19_Lc8_eq,S__va3_M4.19_Lc8_eq,Tsat__va3_M4.19_Lc8_eq,g__va3_M4.19_Lc8_eq,M__va3old_Lc8_dry,T__va3old_Lc8_dry,P__va3old_Lc8_dry,rho__va3old_Lc8_dry,S__va3old_Lc8_dry,Tsat__va3old_Lc8_dry,g__va3old_Lc8_dry,M__va3old_Lc8_noneq,T__va3old_Lc8_noneq,P__va3old_Lc8_noneq,rho__va3old_Lc8_noneq,S__va3old_Lc8_noneq,Tsat__va3old_Lc8_noneq,g__va3old_Lc8_noneq,M__va3old_Lc8_eq,T__va3old_Lc8_eq,P__va3old_Lc8_eq,rho__va3old_Lc8_eq,S__va3old_Lc8_eq,Tsat__va3old_Lc8_eq,g__va3old_Lc8_eq
9.37950325,1.92946696,4.19084313,282.68045,5037.07617,0.0624634437,0.258096904,264.037109,0,4.19084235,282.680695,5037.07617,0.0624634139,0.258092046,264.037048,0,4.19084691,282.680115,5037.05664,0.0624633357,0.25810191,264.037018,0,4.27940651,244.275314,4649.63184,0.0665745586,3.80016327,259.581696,0,4.27940864,244.27504,4649.62793,0.0665745288,3.80024529,259.581604,0,4.16380905,257.739075,4761.54053,0.0651223361,0.998723328,257.723633,0.00482214056
9.47855377,1.94984281,4.19088366,282.676025,5036.79492,0.0624609329,0.25815925,264.036377,0,4.19088244,282.676361,5036.79541,0.0624609068,0.258152932,264.036316,0,4.19088704,282.67569,5036.77637,0.0624607876,0.258164406,264.036316,0,4.27883829,244.32576,4653.17041,0.0666114837,3.78519559,259.591034,0,4.27883881,244.325577,4653.17236,0.0666114986,3.78523779,259.590973,0,4.1635713,257.759491,4763.55127,0.0651441664,0.997662008,257.731201,0.00481703598
9.57760429,1.97021854,4.19092983,282.67099,5036.47021,0.0624580272,0.258230627,264.035522,0,4.19092788,282.671417,5036.46973,0.0624579825,0.258222073,264.035492,0,4.19093323,282.670654,5036.45801,0.0624579154,0.258235514,264.035522,0,4.27827088,244.375702,4656.73535,0.0666489005,3.77047729,259.600433,0,4.27827179,244.375519,4656.74023,0.0666489527,3.7705245,259.600372,0,4.16334735,257.777466,4765.75146,0.0651690215,0.996901631,257.73996,0.00481046783
9.67665482,1.99059439,4.19098999,282.66452,5036.07861,0.0624545775,0.25832352,264.034546,0,4.19098387,282.665375,5036.08252,0.0624544881,0.258307248,264.034515,0,4.19098545,282.665039,5036.08252,0.0624545403,0.258313864,264.034546,0,4.27770753,244.425552,4660.22998,0.0666853264,3.75580382,259.609619,0,4.27770965,244.425278,4660.2373,0.0666854307,3.75588155,259.609589,0,4.1630691,257.800812,4768.37012,0.0651979744,0.99587357,257.750854,0.0048018042
9.77570629,2.01097035,4.19106263,282.656708,5035.56982,0.0624500178,0.258432776,264.033295,0,4.19105882,282.657288,5035.57471,0.0624499246,0.258421749,264.033234,0,4.19105998,282.657043,5035.57324,0.062449988,0.258426726,264.033264,0,4.27715743,244.475067,4663.53564,0.0667190924,3.74116182,259.618317,0,4.2771529,244.475479,4663.55664,0.0667192489,3.74100423,259.618317,0,4.16281142,257.820618,4771.15234,0.0652299374,0.995223761,257.762756,0.00479180412
9.87475681,2.03134608,4.19116592,282.645721,5034.8623,0.0624436699,0.258587301,264.031555,0,4.19116397,282.646149,5034.86475,0.0624435917,0.258579046,264.031433,0,4.1911674,282.64563,5034.85889,0.0624436438,0.258588552,264.031464,0,4.27665756,244.520279,4666.52734,0.0667495653,3.7277894,259.62619,0,4.27665634,244.52034,4666.54346,0.0667497367,3.72778082,259.62619,0,4.16260115,257.833954,4773.92627,0.0652633905,0.99511081,257.774719,0.00478163967
9.97380638,2.05172181,4.19131233,282.630157,5033.87451,0.0624348819,0.258808315,264.028992,0,4.19131035,282.630554,5033.88037,0.0624348298,0.258799821,264.028931,0,4.19131152,282.63031,5033.87891,0.0624348857,0.258804888,264.028992,0,4.2762316,244.558685,4669.11768,0.0667761117,3.71656251,259.633026,0,4.27622745,244.559113,4669.1377,0.0667762905,3.7164042,259.633026,0,4.16238469,257.848755,4776.62354,0.0652953684,0.994880259,257.786713,0.00477103097
10.0728579,2.07209778,4.19150935,282.609283,5032.54883,0.0624230504,0.259103209,264.025604,0,4.19150436,282.610046,5032.56494,0.0624230392,0.2590895,264.025604,0,4.19150591,282.609802,5032.56348,0.0624231026,0.259094566,264.025635,0,4.27587951,244.590317,4671.28174,0.0667984337,3.70733714,259.638672,0,4.27587864,244.590485,4671.29785,0.066798605,3.70727539,259.638702,0,4.16218616,257.862244,4779.1543,0.0653253794,0.99473381,257.798401,0.00476013171
10.1719084,2.09247351,4.19177121,282.58139,5030.81299,0.0624076761,0.259500355,264.02121,0,4.19176963,282.581726,5030.82178,0.0624076761,0.259493977,264.02121,0,4.19177001,282.581635,5030.8252,0.0624077618,0.259496599,264.02124,0,4.27559632,244.615585,4673.03809,0.0668166131,3.70001626,259.643341,0,4.27559379,244.615921,4673.05469,0.0668168142,3.69989586,259.643311,0,4.16206386,257.867188,4781.32471,0.0653527752,0.995175481,257.808716,0.00475019868
10.2709599,2.11284947,4.1921206,282.543671,5028.57324,0.0623881966,0.260045141,264.015533,0,4.19212209,282.543671,5028.5791,0.0623882227,0.26004374,264.015503,0,4.19211562,282.544373,5028.59473,0.0623883046,0.260033101,264.015594,0,4.27537874,244.63475,4674.39893,0.0668308288,3.69449854,259.646881,0,4.27537951,244.634827,4674.40625,0.0668309703,3.69445825,259.646851,0,4.16197034,257.87027,4783.2085,0.0653767958,0.995668948,257.81778,0.00474132178
10.3700104,2.1332252,4.1925439,282.498077,5025.84717,0.0623644292,0.260703593,264.008636,0,4.19254347,282.49823,5025.85449,0.0623644516,0.260699481,264.008606,0,4.19254498,282.498169,5025.85498,0.0623645112,0.260701358,264.008636,0,4.27522416,244.648254,4675.39551,0.0668413714,3.69065809,259.649475,0,4.27522455,244.648331,4675.39893,0.0668414757,3.69060159,259.649475,0,4.1618899,257.872925,4784.82764,0.0653973892,0.996108353,257.825775,0.00473332545
10.4690619,2.15360117,4.19302314,282.44693,5022.70557,0.0623367541,0.261439502,264.000671,0,4.19302541,282.446747,5022.7085,0.062336795,0.261441618,264.00061,0,4.19302766,282.446594,5022.70703,0.0623368099,0.261444956,264.000641,0,4.27510357,244.659088,4676.12402,0.0668488368,3.6875205,259.651398,0,4.27509944,244.6595,4676.13281,0.0668489188,3.68734574,259.651398,0,4.16183589,257.873932,4786.14258,0.0654144064,0.996580482,257.83252,0.00472628744
10.5681114,2.1739769,4.1935333,282.393127,5019.27832,0.0623061061,0.262209624,263.991943,0,4.19353859,282.392609,5019.27686,0.0623061657,0.262218088,263.991913,0,4.19354048,282.392456,5019.27637,0.0623061694,0.262221545,263.991943,0,4.27501874,244.666733,4676.62744,0.0668539405,3.68526578,259.652771,0,4.27501624,244.667068,4676.63086,0.0668539479,3.68514252,259.65271,0,4.16180127,257.873688,4787.18359,0.0654280782,0.997057319,257.838043,0.00472027017
10.6671629,2.19435287,4.1940536,282.338837,5015.73975,0.0622741319,0.262986094,263.983002,0,4.19405432,282.338837,5015.74561,0.0622742176,0.262985468,263.982941,0,4.19405393,282.338837,5015.75098,0.0622742623,0.262986511,263.983002,0,4.2749708,244.670685,4676.94727,0.0668574274,3.68416548,259.653625,0,4.27496948,244.670929,4676.94922,0.0668574199,3.6840694,259.653534,0,4.16178419,257.872223,4787.98438,0.0654388517,0.997545123,257.842499,0.00471527595
10.7662134,2.21472859,4.19455613,282.286591,5012.27686,0.0622426681,0.263733447,263.974121,0,4.19455533,282.286743,5012.28564,0.0622427426,0.263729244,263.974152,0,4.19455266,282.287018,5012.29736,0.0622428134,0.263725758,263.974213,0,4.27493014,244.67421,4677.20703,0.0668601468,3.68315816,259.654266,0,4.27492722,244.674545,4677.20898,0.0668601617,3.68303418,259.654236,0,4.16177679,257.870331,4788.59619,0.0654472858,0.997990906,257.846008,0.00471121306
10.8652639,2.23510432,4.19503071,282.237305,5009.01074,0.0622129515,0.26443851,263.965881,0,4.1950288,282.237549,5009.02148,0.062213026,0.26443395,263.965851,0,4.19502958,282.237396,5009.02344,0.0622130968,0.264437646,263.965881,0,4.27488491,244.678162,4677.47656,0.0668629408,3.68202114,259.654968,0,4.2748824,244.678497,4677.47266,0.0668628886,3.68188739,259.654907,0,4.1617712,257.868713,4789.08545,0.065454036,0.998359025,257.848846,0.00470790779
10.9643154,2.25548029,4.1954642,282.192017,5006.04883,0.0621861368,0.265091866,263.958252,0,4.19546228,282.192261,5006.06104,0.0621862411,0.265087008,263.958313,0,4.19546195,282.1922,5006.06348,0.0621862896,0.265089005,263.958344,0,4.27483067,244.682892,4677.81152,0.0668664277,3.6806767,259.655853,0,4.27482485,244.683563,4677.80908,0.0668662861,3.68041706,259.655792,0,4.1617643,257.867584,4789.5083,0.0654598027,0.99864918,257.851227,0.00470518554
11.063365,2.27585602,4.19584868,282.15152,5003.48096,0.0621631742,0.265681028,263.951843,0,4.19584485,282.152008,5003.49707,0.0621632859,0.265672475,263.951782,0,4.19584225,282.152191,5003.50439,0.0621633343,0.265670389,263.951843,0,4.27474667,244.69046,4678.31348,0.0668715686,3.67846942,259.657196,0,4.27474543,244.690613,4678.30225,0.0668713823,3.67839098,259.657104,0,4.16175028,257.867371,4789.92383,0.0654652566,0.998848081,257.853424,0.00470284419
11.1624165,2.29623199,4.19615819,282.118927,5001.42432,0.0621447861,0.266157389,263.946564,0,4.19615323,282.119598,5001.44141,0.0621448793,0.266145408,263.946533,0,4.19614947,282.119843,5001.44971,0.0621449277,0.266142279,263.946594,0,4.27462903,244.700943,4679.04492,0.0668791384,3.67545938,259.659088,0,4.27462572,244.701263,4679.0376,0.0668789819,3.67532611,259.659027,0,4.16171806,257.869232,4790.39453,0.0654709712,0.998881578,257.855713,0.0047005862
11.261467,2.31660771,4.1963825,282.095245,4999.93164,0.0621314459,0.266504139,263.942749,0,4.19638058,282.09549,4999.93945,0.0621315129,0.266499251,263.942719,0,4.19637263,282.096375,4999.95557,0.062131539,0.266485006,263.94281,0,4.27445741,244.716324,4680.09814,0.0668899789,3.67102909,259.661835,0,4.27445531,244.716568,4680.08936,0.0668897927,3.67092204,259.661774,0,4.16167487,257.872223,4790.95605,0.0654775873,0.998848557,257.858276,0.00469822297
11.3605185,2.33698368,4.19651965,282.08078,4999.01221,0.0621232353,0.266715139,263.940399,0,4.19651663,282.081116,4999.02295,0.0621232875,0.266709328,263.940369,0,4.19651246,282.081543,4999.03174,0.0621232875,0.26670292,263.94043,0,4.27422121,244.737549,4681.53516,0.0669047311,3.66491055,259.665649,0,4.27421707,244.737976,4681.53223,0.0669045672,3.66475058,259.665558,0,4.16162002,257.875793,4791.63525,0.0654857159,0.998794019,257.861206,0.0046957205
11.459569,2.35735941,4.19657313,282.075104,4998.65674,0.0621200576,0.266799897,263.939484,0,4.19657237,282.075165,4998.66455,0.0621201247,0.266797453,263.939453,0,4.19656935,282.075439,4998.66797,0.0621200986,0.266793579,263.939514,0,4.27391215,244.765396,4683.40283,0.0669238418,3.6569066,259.670563,0,4.27391545,244.765045,4683.39209,0.0669237226,3.65699053,259.670441,0,4.16153297,257.882629,4792.51953,0.0654957592,0.998532951,257.864868,0.00469272397
11.5586185,2.37773514,4.19654816,282.077545,4998.82959,0.062121667,0.266764045,263.939972,0,4.19654246,282.078217,4998.8501,0.0621217526,0.266752362,263.939941,0,4.19654133,282.078308,4998.84863,0.0621217079,0.266751498,263.939972,0,4.27352899,244.799957,4685.73535,0.0669477358,3.64699912,259.676697,0,4.27352735,244.80011,4685.74219,0.0669477284,3.64691925,259.676605,0,4.16142436,257.891327,4793.61621,0.0655081347,0.998191297,257.869446,0.00468903361
11.65767,2.3981111,4.19644627,282.088196,4999.49463,0.0621275827,0.266608894,263.941681,0,4.19644249,282.088623,4999.5127,0.0621277019,0.266600192,263.94162,0,4.19643983,282.088867,4999.51221,0.0621276274,0.266596615,263.941681,0,4.27305241,244.843185,4688.58545,0.0669766143,3.63457727,259.684143,0,4.27305365,244.843079,4688.59131,0.0669766739,3.63459539,259.684082,0,4.1612947,257.901611,4794.95312,0.0655232891,0.997803807,257.875031,0.00468449667
11.7567205,2.41848683,4.19628756,282.104797,5000.55713,0.0621371306,0.266365677,263.944397,0,4.19627996,282.105621,5000.57959,0.0621372499,0.266350895,263.944336,0,4.19627958,282.105652,5000.57861,0.0621371716,0.266351223,263.944397,0,4.27248443,244.894928,4691.97266,0.0670108125,3.61976671,259.693024,0,4.27248279,244.895081,4691.98682,0.0670109391,3.61970162,259.692963,2.04180817e-38,4.16114086,257.913696,4796.55566,0.0655415431,0.997360587,257.881714,0.00467899861
11.855772,2.4388628,4.1960656,282.128021,5002.03027,0.062150307,0.266027838,263.948059,0,4.19606066,282.12854,5002.0459,0.0621504113,0.266016722,263.94809,0,4.19606066,282.12854,5002.05029,0.0621504113,0.266017914,263.948151,0,4.27181101,244.956726,4695.92432,0.0670503303,3.60207772,259.703339,0,4.27180975,244.956879,4695.94238,0.0670505241,3.6020298,259.703339,5.41597933e-38,4.1609613,257.927673,4798.44922,0.065563187,0.99686271,257.889648,0.00467247004
11.9548225,2.45923853,4.1957789,282.15799,5003.94873,0.0621675365,0.265589178,263.952972,0,4.19577511,282.158478,5003.9624,0.0621676221,0.265581012,263.952972,0,4.19577055,282.158936,5003.98193,0.0621677227,0.265574843,263.953064,0,4.27108172,245.023071,4700.30518,0.0670946836,3.58332443,259.714783,0,4.27108582,245.022705,4700.31299,0.0670949146,3.58343029,259.714752,6.73430074e-38,4.16075563,257.943604,4800.65527,0.0655884594,0.996312022,257.898895,0.00466484437
12.053874,2.4796145,4.19544633,282.193054,5006.14062,0.0621870458,0.265077204,263.958557,0,4.19544023,282.193817,5006.15625,0.0621871054,0.26506412,263.958557,0,4.19543112,282.194763,5006.18896,0.0621872917,0.265049905,263.958679,0,4.27031648,245.091919,4705.02539,0.0671431944,3.56409335,259.727112,0,4.27031895,245.091721,4705.03613,0.0671434253,3.56415081,259.727112,8.70880091e-38,4.16052983,257.960693,4803.16455,0.0656174794,0.995778263,257.909485,0.00465607131
12.1529236,2.49999022,4.19507213,282.233551,5008.46631,0.0622070096,0.264477491,263.964447,0,4.19506679,282.234222,5008.48145,0.0622070692,0.264464825,263.964478,0,4.1950573,282.23526,5008.51758,0.0622072779,0.26444912,263.9646,0,4.26950604,245.164627,4710.04443,0.0671949163,3.54392052,259.740204,0,4.26950931,245.164352,4710.05176,0.0671951249,3.54401946,259.740204,9.99656281e-38,4.16027441,257.979889,4806.00146,0.0656502917,0.995184541,257.921478,0.00464605633
12.2519741,2.52036595,4.19473931,282.268555,5010.68701,0.0622268692,0.263970852,263.970215,0,4.19473547,282.269043,5010.70068,0.0622269362,0.263960898,263.970123,0,4.19472832,282.269745,5010.73047,0.062227156,0.263950884,263.970245,0,4.26865968,245.240509,4715.26416,0.0672485754,3.5230217,259.753845,0,4.26866667,245.239899,4715.2627,0.0672487617,3.52320766,259.753784,1.06082789e-37,4.15999535,258.000641,4809.15723,0.0656869337,0.994576633,257.934814,0.00463485671
12.3510256,2.54074192,4.19443817,282.299591,5012.76953,0.0622458756,0.26352784,263.975403,0,4.19443545,282.300018,5012.78125,0.0622459352,0.263519138,263.975403,0,4.1944298,282.300537,5012.80566,0.0622461475,0.263512105,263.975525,0,4.26780871,245.316833,4720.55469,0.0673031062,3.50216937,259.76767,0,4.26781448,245.316299,4720.55469,0.067303285,3.50231576,259.767578,1.18739552e-37,4.15970203,258.021912,4812.60059,0.0657272041,0.994033515,257.949463,0.00462251762
12.4500761,2.56111765,4.19415594,282.328705,5014.71143,0.062263567,0.263111472,263.980347,0,4.19415398,282.329132,5014.72314,0.0622636266,0.263103902,263.980347,0,4.1941472,282.329742,5014.75,0.0622638203,0.263095498,263.980438,0,4.26695557,245.393326,4725.85449,0.0673576519,3.48139143,259.781433,0,4.26696132,245.392868,4725.85205,0.0673578009,3.48150992,259.781372,1.24712873e-37,4.15938933,258.044281,4816.30469,0.0657706335,0.993497908,257.965302,0.00460903579
12.5491276,2.58149362,4.19389831,282.355438,5016.47363,0.0622795485,0.262729108,263.984894,0,4.19389748,282.355682,5016.48193,0.0622796081,0.262725294,263.984802,0,4.19389032,282.356384,5016.51074,0.0622798093,0.262715369,263.984924,0,4.26611532,245.468857,4731.09229,0.0674115568,3.46099591,259.795044,0,4.2661231,245.468155,4731.08252,0.0674116462,3.46120143,259.794983,1.37170013e-37,4.15906669,258.066986,4820.21338,0.0658166558,0.993014932,257.982086,0.00459457561
12.6481771,2.60186934,4.19366936,282.379333,5018.0293,0.0622935928,0.262388855,263.9888,0,4.19366475,282.380096,5018.04883,0.0622936822,0.262374997,263.98877,0,4.19365834,282.380707,5018.07373,0.0622938648,0.262366563,263.988892,0,4.26528751,245.543457,4736.23438,0.0674643144,3.44096088,259.808441,0,4.26529373,245.542847,4736.22705,0.0674644038,3.44115043,259.808319,1.43016207e-37,4.15874507,258.088898,4824.25293,0.0658645779,0.992656589,257.999634,0.00457933545
12.7472286,2.62224531,4.19346392,282.400787,5019.40088,0.0623058751,0.262080729,263.992249,0,4.1934589,282.401642,5019.42139,0.0623059832,0.262065858,263.992279,0,4.19345854,282.40155,5019.42969,0.0623061135,0.262068957,263.99234,0,4.26448619,245.615814,4741.23584,0.0675156638,3.42169237,259.821411,0,4.26448868,245.615555,4741.23633,0.0675157607,3.42175579,259.82132,1.48817213e-37,4.15841925,258.11087,4828.38672,0.0659137145,0.992335498,258.01767,0.00456342474
12.8462791,2.64262104,4.193283,282.419861,5020.61328,0.0623167157,0.26180774,263.995331,0,4.19327838,282.420624,5020.62793,0.0623167716,0.261793673,263.995331,0,4.19327537,282.420868,5020.64258,0.0623168945,0.26179114,263.995422,0,4.26370464,245.686554,4746.1001,0.067565456,3.40291524,259.833984,0,4.26370796,245.686188,4746.1001,0.0675655529,3.40302825,259.833954,1.61017837e-37,4.15810574,258.131378,4832.53711,0.0659634396,0.992151976,258.035919,0.00454716431
12.9453306,2.66299701,4.19311229,282.437988,5021.71387,0.0623264126,0.261544466,263.998138,0,4.19311033,282.438385,5021.72363,0.0623264425,0.261537522,263.998108,0,4.19310959,282.438416,5021.73438,0.0623265728,0.261538565,263.998199,0,4.26294299,245.755646,4750.83252,0.0676138029,3.38470507,259.846283,0,4.26294385,245.755463,4750.84082,0.0676139593,3.38475013,259.846222,1.60298332e-37,4.1577895,258.152222,4836.70801,0.0660132617,0.991961956,258.054413,0.00453048525
13.0443811,2.68337274,4.19295598,282.45459,5022.72754,0.0623353422,0.261305511,264.000702,0,4.19295402,282.454987,5022.73633,0.0623353645,0.261297762,264.000671,0,4.19295593,282.454681,5022.74365,0.0623355061,0.261304528,264.000763,0,4.26220032,245.823105,4755.44971,0.0676609576,3.36701226,259.858276,0,4.2622,245.822998,4755.46387,0.0676611662,3.3670361,259.858185,1.65980317e-37,4.15747987,258.172577,4840.85791,0.06606289,0.991815269,258.072968,0.00451352634
13.1434307,2.70374846,4.19280414,282.470825,5023.69971,0.0623438284,0.261069477,264.003235,0,4.19280558,282.470917,5023.70361,0.0623438396,0.261067659,264.003143,0,4.19280032,282.471344,5023.72461,0.0623440258,0.261062294,264.003235,0,4.26147097,245.889359,4759.9751,0.0677070841,3.34973598,259.869934,0,4.26146733,245.889603,4759.99854,0.0677073523,3.34964943,259.869904,1.77981194e-37,4.15718283,258.191681,4844.95508,0.0661120713,0.991761267,258.0914,0.00449652551
13.2424822,2.72412443,4.19267257,282.484375,5024.61768,0.0623522252,0.260879993,264.005493,0,4.19267101,282.484772,5024.62939,0.0623522587,0.260872155,264.005493,0,4.1926646,282.485382,5024.65088,0.0623524226,0.260863602,264.005585,0,4.26075202,245.954758,4764.43066,0.0677524582,3.33275342,259.881409,0,4.26075209,245.954666,4764.44727,0.0677527338,3.33277488,259.881409,1.83560189e-37,4.15690115,258.209229,4848.98584,0.0661607385,0.991817892,258.109619,0.00447963737
13.3415327,2.74450016,4.19253268,282.498932,5025.56592,0.0623607785,0.260673016,264.007935,0,4.19252998,282.49942,5025.57666,0.062360812,0.260664016,264.007904,0,4.1925296,282.499359,5025.58691,0.0623609349,0.260666668,264.007965,0,4.26004473,246.019119,4768.82617,0.0677972361,3.31614828,259.892731,0,4.26004438,246.019028,4768.8457,0.0677975342,3.31617308,259.892761,1.82802288e-37,4.15662143,258.226562,4852.96875,0.066208832,0.991876483,258.127655,0.00446284376
13.4405842,2.76487613,4.1923871,282.514069,5026.54785,0.0623696148,0.260458082,264.010437,0,4.19238968,282.513977,5026.54492,0.0623696074,0.260458767,264.010345,0,4.19238631,282.514252,5026.56348,0.062369749,0.260455936,264.010437,0,4.2593475,246.08255,4773.17871,0.0678416118,3.29989815,259.903992,0,4.25934469,246.082703,4773.20312,0.0678419322,3.2998426,259.903992,1.88341576e-37,4.15635193,258.242981,4856.89014,0.0662563145,0.991987765,258.145416,0.00444627181
13.5396347,2.78525186,4.19223656,282.529816,5027.57275,0.0623788275,0.260234535,264.013062,0,4.19223838,282.529816,5027.56836,0.0623787977,0.260234118,264.012939,0,4.19223388,282.530151,5027.5874,0.0623789392,0.260230154,264.013031,0,4.25865005,246.145966,4777.52197,0.0678858161,3.28370929,259.915222,0,4.25864559,246.146301,4777.54785,0.0678861439,3.28361559,259.915192,1.93846101e-37,4.15608792,258.258789,4860.75977,0.0663032457,0.992131114,258.162964,0.00442991871
13.6386862,2.80562782,4.19207395,282.546844,5028.65039,0.0623884425,0.259993732,264.015747,0,4.19207574,282.546906,5028.64551,0.0623883903,0.259990484,264.015686,0,4.19207429,282.546906,5028.65674,0.0623884983,0.259992003,264.015747,0,4.25795404,246.209213,4781.86035,0.0679299906,3.26767206,259.926422,0,4.25795203,246.20929,4781.87988,0.0679302886,3.26765084,259.926361,1.99316277e-37,4.15582074,258.275146,4864.60742,0.066349782,0.99221617,258.180359,0.00441369368
13.7377357,2.82600355,4.19190486,282.564606,5029.77832,0.0623985045,0.259739816,264.018616,0,4.1919048,282.56488,5029.77588,0.0623984337,0.259734482,264.018555,0,4.19190444,282.564789,5029.78174,0.0623985045,0.259737283,264.018616,0,4.25725941,246.272369,4786.20312,0.067974247,3.2517662,259.937531,0,4.25725781,246.272446,4786.2168,0.067974478,3.2517252,259.937531,2.04755333e-37,4.15555312,258.291718,4868.43213,0.0663959756,0.992269158,258.19754,0.0043976591
13.8367863,2.84637928,4.19172633,282.583527,5030.95703,0.0624089651,0.259471208,264.021576,0,4.19172851,282.583496,5030.95068,0.0624088794,0.259469688,264.021515,0,4.1917259,282.583679,5030.95898,0.0624089278,0.25946787,264.021576,0,4.25656129,246.335876,4790.5542,0.0680185333,3.23580408,259.9487,0,4.25656256,246.335693,4790.55859,0.0680186898,3.23586178,259.9487,2.10165354e-37,4.15529261,258.307526,4872.22119,0.0664418414,0.992371857,258.2146,0.004381835
13.9358377,2.86675525,4.19154019,282.603241,5032.17334,0.0624196939,0.259189785,264.024719,0,4.19154354,282.603088,5032.16309,0.0624195822,0.259190172,264.024597,0,4.19154584,282.602753,5032.16016,0.062419612,0.259196788,264.024628,0,4.25587281,246.398438,4794.89355,0.0680628791,3.22024441,259.959869,0,4.25586834,246.398773,4794.90625,0.0680629909,3.22013617,259.959869,2.09387532e-37,4.15502892,258.323822,4875.99902,0.0664874539,0.992427409,258.231567,0.00436607236
14.0348883,2.88713098,4.19135027,282.623505,5033.40723,0.0624305271,0.258899152,264.02774,0,4.19135478,282.623169,5033.39307,0.0624303818,0.258903444,264.02771,0,4.19135403,282.623169,5033.39258,0.0624304079,0.258904308,264.02774,0,4.25517834,246.461594,4799.25,0.0681072772,3.20457721,259.971069,0,4.25517597,246.46167,4799.25732,0.0681073442,3.20455217,259.971039,2.14761792e-37,4.15477191,258.339539,4879.74268,0.0665327832,0.992518008,258.248383,0.00435045641
14.1339397,2.90750694,4.19116876,282.64267,5034.6084,0.0624412112,0.258628249,264.030884,0,4.19117361,282.642303,5034.59717,0.0624410734,0.258632123,264.030762,0,4.19117248,282.642395,5034.59277,0.0624410585,0.258631259,264.030792,0,4.25448574,246.524506,4803.59814,0.0681515858,3.18907404,259.982178,0,4.25448788,246.524139,4803.5957,0.0681516603,3.18916798,259.982147,2.26221633e-37,4.15450937,258.355896,4883.48047,0.0665778443,0.992550194,258.265106,0.0043348982
14.2329903,2.92788267,4.19100018,282.660278,5035.75635,0.0624515377,0.258379012,264.033752,0,4.19100428,282.660004,5035.74805,0.0624514408,0.258383423,264.033661,0,4.19100428,282.660034,5035.73779,0.0624513812,0.258383274,264.033691,0,4.25380522,246.586288,4807.90967,0.0681956559,3.17395949,259.993256,0,4.25379954,246.5867,4807.92188,0.0681957155,3.17383051,259.993256,2.25426525e-37,4.15425114,258.371918,4887.18848,0.0666226074,0.992598236,258.281708,0.00431946898
14.3320408,2.94825864,4.19084483,282.676453,5036.83496,0.062461324,0.258154929,264.036499,0,4.19084629,282.676422,5036.83008,0.0624612421,0.258153558,264.036407,0,4.19084933,282.676117,5036.81055,0.062461108,0.258158833,264.036407,0,4.25313016,246.647552,4812.18066,0.0682392791,3.15903306,260.004211,0,4.25312818,246.647629,4812.18408,0.0682393014,3.1590035,260.00415,2.30725182e-37,4.15399329,258.388,4890.87256,0.0666670427,0.992631853,258.298187,0.00430412963
14.4310913,2.96863437,4.19069366,282.6922,5037.85156,0.0624704584,0.257933438,264.039062,0,4.19069852,282.691833,5037.83936,0.0624703392,0.257937819,264.038971,0,4.19070418,282.691254,5037.81152,0.0624701753,0.257947385,264.03894,0,4.25245813,246.708557,4816.40234,0.0682822466,3.14423966,260.015045,0,4.25246223,246.708206,4816.39404,0.0682822242,3.14431906,260.014923,2.2994911e-37,4.15374174,258.403473,4894.52148,0.0667111352,0.99270457,258.314545,0.00428891182
14.5301428,2.98901033,4.19056065,282.706055,5038.75635,0.0624786653,0.25773859,264.041351,0,4.19056549,282.705719,5038.74561,0.0624785312,0.257743418,264.04126,0,4.1905685,282.705475,5038.72314,0.0624783374,0.257747412,264.04126,0,4.251812,246.767258,4820.51025,0.0683242232,3.13010883,260.025513,0,4.25181728,246.7668,4820.50098,0.0683241859,3.13021183,260.025421,2.35225077e-37,4.15348778,258.419403,4898.14258,0.0667547658,0.992726564,258.330719,0.00427378388
14.6291933,3.00938606,4.19044157,282.718567,5039.55811,0.0624858662,0.257564127,264.043427,0,4.19044684,282.71814,5039.5498,0.0624857619,0.257569313,264.043304,0,4.19045438,282.717377,5039.51709,0.0624855384,0.257581741,264.043243,0,4.25118598,246.824142,4824.50342,0.0683650747,3.11647105,260.035736,0,4.25118473,246.824295,4824.51025,0.0683650523,3.11642337,260.035675,2.40481022e-37,4.15324322,258.434418,4901.71094,0.0667978674,0.992805779,258.34671,0.00425887154
