# va3 L_c8 形状の軸中心分布: 新条件 (Pt 1.139 MPa/Tt 1161 K/新組成) vs 旧条件 (Pt 1.137 MPa/Tt 1058 K/旧組成) x {dry,noneq,eq}
# x_over_rt,x_m,M__va3_M4.19_Lc8_dry,T__va3_M4.19_Lc8_dry,P__va3_M4.19_Lc8_dry,rho__va3_M4.19_Lc8_dry,S__va3_M4.19_Lc8_dry,Tsat__va3_M4.19_Lc8_dry,g__va3_M4.19_Lc8_dry,M__va3_M4.19_Lc8_noneq,T__va3_M4.19_Lc8_noneq,P__va3_M4.19_Lc8_noneq,rho__va3_M4.19_Lc8_noneq,S__va3_M4.19_Lc8_noneq,Tsat__va3_M4.19_Lc8_noneq,g__va3_M4.19_Lc8_noneq,M__va3_M4.19_Lc8_eq,T__va3_M4.19_Lc8_eq,P__va3_M4.19_Lc8_eq,rho__va3_M4.19_Lc8_eq,S__va3_M4.19_Lc8_eq,Tsat__va3_M4.19_Lc8_eq,g__va3_M4.19_Lc8_eq,M__va3old_Lc8_dry,T__va3old_Lc8_dry,P__va3old_Lc8_dry,rho__va3old_Lc8_dry,S__va3old_Lc8_dry,Tsat__va3old_Lc8_dry,g__va3old_Lc8_dry,M__va3old_Lc8_noneq,T__va3old_Lc8_noneq,P__va3old_Lc8_noneq,rho__va3old_Lc8_noneq,S__va3old_Lc8_noneq,Tsat__va3old_Lc8_noneq,g__va3old_Lc8_noneq,M__va3old_Lc8_eq,T__va3old_Lc8_eq,P__va3old_Lc8_eq,rho__va3old_Lc8_eq,S__va3old_Lc8_eq,Tsat__va3old_Lc8_eq,g__va3old_Lc8_eq
14.7282438,3.02976179,4.19034178,282.729034,5040.24023,0.0624920055,0.257416785,264.045105,0,4.19034554,282.72876,5040.23877,0.062491972,0.25742057,264.045044,0,4.19035044,282.728271,5040.21338,0.062491741,0.257428616,264.045013,0,4.25056986,246.880249,4828.38916,0.0684045926,3.10307717,260.045593,0,4.25057314,246.879974,4828.38818,0.0684046,3.10313058,260.045593,2.45718291e-37,4.15300104,258.449188,4905.23096,0.0668403879,0.992891669,258.362518,0.00424407143
14.8272953,3.05013776,4.19025639,282.737976,5040.81445,0.062497139,0.25729242,264.04657,0,4.19025902,282.737793,5040.81738,0.0624971464,0.257293791,264.046509,0,4.19026655,282.73703,5040.79053,0.0624969639,0.257306606,264.046478,0,4.24998286,246.933685,4832.11768,0.068442598,3.09038687,260.055145,0,4.24998528,246.933502,4832.11768,0.0684426129,3.09041166,260.055084,2.50944103e-37,4.15276309,258.463898,4908.69385,0.0668822005,0.992958367,258.378021,0.00422945851
14.9263449,3.07051349,4.19018037,282.746155,5041.30225,0.062501356,0.257174313,264.047791,0,4.19018718,282.745453,5041.2998,0.0625014231,0.257185906,264.047729,0,4.19019281,282.744965,5041.27441,0.0625012442,0.257194132,264.047699,0,4.24941713,246.985336,4835.7002,0.0684790388,3.07814431,260.06424,0,4.24942203,246.984894,4835.69482,0.0684790537,3.07825279,260.064209,2.50197715e-37,4.15253609,258.47757,4912.08154,0.0669232607,0.993085504,258.39325,0.0042151548
15.0253963,3.09088945,4.19013549,282.75058,5041.64893,0.062504679,0.25711599,264.048584,0,4.19013357,282.750885,5041.66895,0.0625047982,0.257110834,264.048645,0,4.19014489,282.749725,5041.62793,0.0625045821,0.257129878,264.048615,0,4.24888129,247.034225,4839.11133,0.0685137883,3.06663775,260.072968,0,4.24888288,247.034119,4839.11328,0.0685138181,3.06664991,260.072937,2.55413774e-37,4.15231494,258.490845,4915.39404,0.0669634193,0.993219316,258.408142,0.00420109555
15.1244469,3.11126518,4.19009814,282.754303,5041.91699,0.0625071675,0.257066339,264.049347,0,4.19010074,282.75412,5041.92725,0.0625073239,0.257068157,264.049316,0,4.19010866,282.753387,5041.89453,0.0625071004,0.257080168,264.049286,0,4.24836878,247.081055,4842.37305,0.0685469806,3.05566239,260.081268,0,4.24837037,247.080948,4842.375,0.0685470104,3.05566263,260.081238,2.60614856e-37,4.15209961,258.503723,4918.62744,0.0670026317,0.993357539,258.422699,0.00418731943
15.2234983,3.13164115,4.19007133,282.75705,5042.10742,0.0625089407,0.257028461,264.049866,0,4.19007168,282.757111,5042.12402,0.0625091046,0.257026523,264.049805,0,4.19008224,282.756012,5042.08398,0.0625088811,0.257044494,264.049744,0,4.24787385,247.126251,4845.50049,0.0685786828,3.04507327,260.089233,0,4.24787507,247.126236,4845.50293,0.0685787275,3.04506207,260.089203,2.59900194e-37,4.15189249,258.515961,4921.77686,0.0670408681,0.993517697,258.43689,0.00417387439
15.3225489,3.15201688,4.19005168,282.759064,5042.23535,0.0625100732,0.256999463,264.05014,0,4.19005355,282.758972,5042.24902,0.0625102669,0.257000655,264.05011,0,4.19006032,282.758301,5042.21436,0.0625099987,0.257011563,264.050079,0,4.24740389,247.169296,4848.49072,0.068609044,3.03505373,260.096802,0,4.24740507,247.169281,4848.48828,0.0686090291,3.03503251,260.096771,2.65098518e-37,4.15169039,258.527893,4924.84131,0.0670780838,0.993672848,258.450714,0.00416074274
15.4215984,3.17239261,4.19004377,282.759857,5042.30371,0.0625107065,0.256990582,264.050354,0,4.19004034,282.760345,5042.32373,0.0625109151,0.256980777,264.050293,0,4.1900486,282.759491,5042.29053,0.0625106618,0.256994903,264.050262,0,4.24695398,247.210449,4851.35742,0.0686381608,3.02550316,260.104187,0,4.24695637,247.210358,4851.3501,0.0686381161,3.02550435,260.104065,2.64407308e-37,4.15149804,258.539093,4927.81543,0.067114301,0.993854344,258.464142,0.00414798083
15.5206499,3.19276857,4.19003849,282.760345,5042.33252,0.0625109375,0.256982297,264.050385,0,4.19004148,282.760162,5042.33789,0.0625111014,0.256984711,264.050354,0,4.19004638,282.759674,5042.31836,0.0625109375,0.256993145,264.050354,0,4.24652089,247.250061,4854.11328,0.0686661527,3.01634026,260.111145,0,4.24652201,247.250137,4854.1084,0.0686660782,3.01629949,260.111053,2.98902545e-37,4.15130916,258.55014,4930.70801,0.0671494752,0.994017422,258.477173,0.00413557468
15.6197004,3.2131443,4.19004116,282.76001,5042.31641,0.0625107959,0.256987602,264.050385,0,4.19004451,282.759827,5042.31885,0.0625109375,0.256989509,264.050293,0,4.19004679,282.759583,5042.30762,0.0625108406,0.256994188,264.050323,0,4.24609798,247.288818,4856.78809,0.0686932206,3.00739336,260.11795,0,4.24610281,247.288467,4856.77002,0.068693094,3.00746202,260.117828,3.21545735e-37,4.1511273,258.560699,4933.51758,0.0671836734,0.994190931,258.489838,0.00412351592
15.7187519,3.23352027,4.19004682,282.75943,5042.26416,0.0625103116,0.256994665,264.050171,0,4.19005173,282.758972,5042.2627,0.0625104159,0.25700146,264.05014,0,4.19005092,282.759155,5042.25928,0.0625103563,0.256999075,264.050201,0,4.24569226,247.325943,4859.37451,0.0687194988,2.99886823,260.124451,0,4.24569424,247.325928,4859.35938,0.06871932,2.99884558,260.12439,3.26602987e-37,4.15095084,258.570892,4936.24854,0.0672169402,0.994365335,258.502167,0.00411177892
15.8178024,3.253896,4.19006237,282.757721,5042.16895,0.0625095218,0.257019579,264.049988,0,4.1900661,282.757446,5042.17041,0.0625096262,0.257023036,264.049927,0,4.19006761,282.757294,5042.16309,0.0625095591,0.257026345,264.049957,0,4.24528988,247.362793,4861.91064,0.0687451139,2.99040461,260.130981,0,4.24529347,247.36261,4861.88867,0.0687448904,2.99043131,260.130829,3.43291084e-37,4.15077589,258.581207,4938.91016,0.0672492683,0.994500935,258.51413,0.00410035718
15.9168539,3.27427197,4.19007936,282.75592,5042.05713,0.062508516,0.257045418,264.049744,0,4.19008199,282.755737,5042.05713,0.0625085831,0.257046819,264.049622,0,4.19008198,282.755768,5042.05908,0.062508598,0.257047385,264.049683,0,4.2449006,247.398453,4864.38477,0.0687702075,2.982265,260.137238,0,4.24490216,247.398438,4864.36279,0.0687699392,2.98224068,260.137085,3.48304347e-37,4.15060993,258.59082,4941.49072,0.0672807172,0.994663298,258.525726,0.00408932287
16.0159035,3.29464769,4.19009449,282.754303,5041.93994,0.0625074282,0.257067412,264.049377,0,4.19010013,282.753784,5041.93164,0.0625074804,0.257074296,264.049316,0,4.19010052,282.753723,5041.93359,0.0625075176,0.257076263,264.049377,0,4.24451705,247.433594,4866.8208,0.0687948689,2.97427177,260.143341,0,4.24451823,247.433578,4866.79443,0.0687945485,2.97423315,260.14325,3.64896125e-37,4.1504478,258.600189,4944.00488,0.0673113316,0.9948228,258.537018,0.00407857494
16.1149559,3.31502366,4.19011756,282.751831,5041.7998,0.0625062436,0.257101327,264.049042,0,4.19012055,282.751587,5041.79395,0.0625062734,0.257105201,264.048981,0,4.19011983,282.751587,5041.80518,0.0625063479,0.257106602,264.049042,0,4.2441397,247.46814,4869.22314,0.0688192099,2.966429,260.149475,0,4.24414167,247.468033,4869.19287,0.0688188374,2.96641397,260.149353,3.756559e-37,4.15028918,258.609436,4946.4585,0.0673411861,0.994967699,258.548035,0.00406808499
16.2140045,3.33539939,4.19014063,282.74939,5041.65186,0.0625049695,0.257136166,264.048584,0,4.190144,282.749115,5041.64941,0.0625049844,0.257140577,264.048615,0,4.19013873,282.749542,5041.67041,0.0625051409,0.257135153,264.048706,0,4.24376523,247.502426,4871.60205,0.0688432902,2.95864582,260.155487,0,4.24376685,247.502319,4871.57178,0.0688428953,2.95865083,260.155365,3.80617954e-37,4.15013204,258.618744,4948.85791,0.0673702881,0.995085001,258.558777,0.00405787164
16.313055,3.35577512,4.19016142,282.747162,5041.51221,0.0625037178,0.257169425,264.04834,0,4.1901629,282.74707,5041.51465,0.0625037774,0.257169098,264.048279,0,4.19015425,282.747833,5041.54346,0.0625039488,0.25715816,264.04837,0,4.2433965,247.536179,4873.94971,0.0688670725,2.95103645,260.161377,0,4.24339691,247.536179,4873.92383,0.0688666999,2.95100951,260.161316,3.9708395e-37,4.14997998,258.627594,4951.20264,0.0673987567,0.995220304,258.569275,0.00404792139
16.4121075,3.37615108,4.19017919,282.7453,5041.38477,0.0625025705,0.257193893,264.048004,0,4.19018072,282.745117,5041.38965,0.0625026524,0.257196486,264.047943,0,4.19017392,282.745728,5041.4165,0.062502861,0.257188141,264.048065,0,4.24303397,247.569351,4876.27197,0.0688906386,2.94356942,260.167267,0,4.24303397,247.569336,4876.24512,0.0688902736,2.94355559,260.167175,4.02010333e-37,4.14982749,258.636719,4953.50098,0.0674265996,0.995313048,258.579529,0.00403817603
16.511158,3.39652681,4.19019697,282.743347,5041.26611,0.0625015348,0.257222921,264.047699,0,4.19019697,282.743408,5041.27881,0.0625016689,0.257220387,264.047668,0,4.19019209,282.743774,5041.30225,0.062501885,0.257216126,264.04776,0,4.24267762,247.601913,4878.5625,0.0689139292,2.93628597,260.173035,0,4.24267352,247.602325,4878.54688,0.0689135939,2.93615723,260.173004,4.12666524e-37,4.14968281,258.645142,4955.73682,0.0674537942,0.99544245,258.589539,0.00402870355
16.6102085,3.41690278,4.19021249,282.74173,5041.16357,0.0625005811,0.257245034,264.047424,0,4.1902121,282.741791,5041.17578,0.0625007376,0.257243127,264.047424,0,4.19020531,282.742401,5041.20508,0.062500976,0.257234871,264.047516,0,4.24232331,247.634308,4880.82861,0.0689369366,2.92903805,260.178833,0,4.2423217,247.63446,4880.80957,0.0689366236,2.92898226,260.178741,4.17584611e-37,4.14953687,258.653839,4957.93408,0.0674804077,0.995532632,258.599335,0.00401940616
16.709259,3.43727851,4.19022759,282.740112,5041.06299,0.0624996945,0.257268012,264.04718,0,4.1902314,282.739655,5041.06299,0.06249981,0.2572743,264.047119,0,4.19022197,282.74054,5041.09863,0.0625000745,0.257261574,264.047241,0,4.24197801,247.665924,4883.05127,0.0689595193,2.92199564,260.184479,0,4.24197598,247.666077,4883.03662,0.0689592361,2.92194271,260.184357,4.28210444e-37,4.14939758,258.662109,4960.07227,0.0675063804,0.995636284,258.608856,0.00401035417
16.8083096,3.45765448,4.19023973,282.738739,5040.96338,0.0624987744,0.257285863,264.046875,0,4.19024729,282.737976,5040.95898,0.0624988787,0.257298023,264.046875,0,4.1902352,282.739166,5040.99805,0.0624991283,0.257280231,264.046997,0,4.24164296,247.696518,4885.2207,0.0689816251,2.91520858,260.189941,0,4.24163846,247.69693,4885.21533,0.0689814314,2.91509438,260.18985,4.38808117e-37,4.14925946,258.670319,4962.16943,0.0675318092,0.995729685,258.618225,0.00400149543
16.9073601,3.4780302,4.19025523,282.737122,5040.85205,0.062497735,0.257308036,264.0466,0,4.19026394,282.736176,5040.84766,0.0624978729,0.257323563,264.04657,0,4.19025259,282.737305,5040.88184,0.0624980852,0.257306516,264.046722,0,4.2413148,247.726501,4887.33887,0.0690031871,2.90858102,260.195282,0,4.24131036,247.726913,4887.33545,0.0690030083,2.90845823,260.195221,4.49401619e-37,4.14912754,258.677979,4964.21191,0.067556642,0.995848835,258.627319,0.0039928481
17.0064106,3.49840593,4.19027715,282.734741,5040.71631,0.0624965839,0.257342696,264.046295,0,4.19028434,282.733978,5040.71582,0.0624967292,0.257354856,264.046265,0,4.19027343,282.735077,5040.75146,0.0624969453,0.257338434,264.046387,0,4.24099199,247.756058,4889.39893,0.0690240636,2.90203571,260.20047,0,4.24099364,247.755875,4889.38867,0.0690239072,2.90206718,260.200409,4.54289617e-37,4.14899636,258.685822,4966.20947,0.0675808787,0.995935261,258.63623,0.00398438377
17.105463,3.5187819,4.19029871,282.732452,5040.56738,0.0624952354,0.257374793,264.045929,0,4.19030895,282.731323,5040.56299,0.0624954142,0.257393003,264.045868,0,4.1902957,282.732697,5040.59863,0.0624955967,0.257371813,264.04599,0,4.2406847,247.784149,4891.37402,0.0690441281,2.89584017,260.205475,0,4.2406872,247.783798,4891.36865,0.0690440685,2.89592028,260.205414,4.64855901e-37,4.14886594,258.693665,4968.16309,0.0676045045,0.996003151,258.644897,0.00397613645
17.2045135,3.53915763,4.19032405,282.729706,5040.39209,0.0624936782,0.257412404,264.045502,0,4.19033011,282.729126,5040.396,0.0624938868,0.257422477,264.045441,0,4.19032369,282.729706,5040.41553,0.0624939837,0.257414222,264.045532,0,4.24039612,247.810532,4893.25684,0.0690633357,2.89004731,260.210205,0,4.24039129,247.810852,4893.26904,0.0690633804,2.8899672,260.210205,4.75410615e-37,4.1487433,258.700897,4970.05957,0.0676275343,0.996103227,258.653351,0.00396811776
17.3035641,3.5595336,4.19035241,282.726746,5040.19336,0.0624918751,0.257453382,264.044983,0,4.1903615,282.7258,5040.18945,0.0624920614,0.257469535,264.044922,0,4.19035659,282.726227,5040.20898,0.0624921583,0.257463843,264.045013,0,4.24011282,247.836472,4895.06982,0.0690816939,2.88436079,260.214813,0,4.24011044,247.836548,4895.07861,0.0690818056,2.88432837,260.214752,4.80296641e-37,4.14862653,258.70755,4971.90234,0.0676499978,0.996233761,258.661591,0.00396027882
17.4026146,3.57990932,4.19039138,282.722565,5039.94971,0.0624897592,0.257513165,264.044342,0,4.19039702,282.722046,5039.95117,0.0624899417,0.257522374,264.044312,0,4.19039022,282.722656,5039.97656,0.0624900609,0.257513791,264.044403,0,4.23984419,247.861038,4896.7915,0.0690991506,2.87898159,260.219116,0,4.23984104,247.861206,4896.80469,0.0690992847,2.8789227,260.219116,4.85200826e-37,4.14850696,258.714752,4973.7041,0.0676718354,0.996299505,258.669586,0.00395260938
17.5016651,3.60028529,4.19043107,282.718384,5039.67969,0.0624873303,0.257571638,264.043671,0,4.19043596,282.717865,5039.68262,0.0624875166,0.257580996,264.04364,0,4.19042691,282.718811,5039.71191,0.0624876395,0.257566839,264.043732,0,4.23958575,247.884766,4898.43848,0.0691157728,2.87377381,260.223267,0,4.23958502,247.884659,4898.44385,0.0691159144,2.87379026,260.223236,4.95746483e-37,4.14839795,258.720856,4975.44141,0.0676930398,0.996437609,258.677399,0.00394521002
17.6007156,3.62066102,4.19047833,282.713379,5039.37012,0.0624845996,0.257642537,264.042908,0,4.19048323,282.71286,5039.37549,0.062484812,0.257651865,264.042847,0,4.19047532,282.713623,5039.3999,0.0624849014,0.257640719,264.042969,0,4.23934155,247.907089,4900.00195,0.0691316202,2.86889458,260.227234,0,4.23933879,247.907257,4900.01172,0.069131732,2.86884689,260.227173,4.95032067e-37,4.14828653,258.727509,4977.14307,0.0677136555,0.996512949,258.684967,0.00393795781
17.6997662,3.64103675,4.19052787,282.708099,5039.03418,0.0624816157,0.257718116,264.042023,0,4.19053165,282.707672,5039.04297,0.0624818355,0.257724851,264.042023,0,4.190526,282.708282,5039.0625,0.0624818988,0.257716089,264.042114,0,4.23911037,247.928314,4901.4917,0.0691467375,2.86427093,260.231018,0,4.23910557,247.92865,4901.50635,0.0691468418,2.86418247,260.230957,5.05576513e-37,4.14817822,258.733917,4978.79639,0.0677336901,0.996592343,258.692322,0.00393091608
17.7988186,3.66141272,4.19057853,282.702728,5038.68359,0.0624784678,0.257793218,264.041138,0,4.19058384,282.702148,5038.69092,0.0624787025,0.257802606,264.041138,0,4.19058007,282.702576,5038.70459,0.062478736,0.257796735,264.041199,0,4.23888284,247.949203,4902.93359,0.0691612437,2.85972881,260.234558,0,4.23887685,247.949615,4902.95312,0.0691613704,2.85960889,260.234589,5.21716736e-37,4.14807616,258.739746,4980.396,0.0677531585,0.996699929,258.699463,0.00392409181
17.8978672,3.68178844,4.19063522,282.696777,5038.30957,0.0624751896,0.25787726,264.040222,0,4.1906383,282.69635,5038.32617,0.0624754503,0.257884473,264.040192,0,4.1906345,282.696777,5038.33691,0.0624754541,0.257878423,264.040283,0,4.23866305,247.969391,4904.32715,0.0691752657,2.85531926,260.238159,0,4.23865826,247.969711,4904.34814,0.0691754371,2.85523725,260.238098,5.21039405e-37,4.14797872,258.745392,4981.94971,0.0677720681,0.996804237,258.70639,0.00391748268
17.9969196,3.70216441,4.19069117,282.690918,5037.93555,0.062471848,0.257959932,264.039276,0,4.19069237,282.690643,5037.95898,0.0624721684,0.25796473,264.039276,0,4.19069237,282.690643,5037.9624,0.0624721758,0.257965654,264.039307,0,4.23845347,247.988632,4905.67627,0.0691889301,2.85115504,260.241547,0,4.23844538,247.989304,4905.70996,0.0691891611,2.85098338,260.241516,5.31573492e-37,4.14788322,258.750885,4983.46143,0.067790471,0.996906519,258.713135,0.00391106075
18.0959702,3.72254014,4.19074715,282.684967,5037.56787,0.0624685884,0.25804314,264.038361,0,4.19074266,282.685364,5037.60303,0.0624689497,0.258038074,264.038361,0,4.19074415,282.685211,5037.60742,0.0624689795,0.258041739,264.038422,0,4.23824547,248.007797,4907.01123,0.0692024007,2.84699965,260.244843,0,4.23823577,248.008545,4907.04932,0.069202669,2.84681439,260.244904,5.36509829e-37,4.14778848,258.756409,4984.93652,0.0678083971,0.996992826,258.719696,0.00390477944
18.1950207,3.74291611,4.19079707,282.679688,5037.23145,0.0624655522,0.258118451,264.037476,0,4.19079523,282.679749,5037.2583,0.0624658987,0.258117825,264.037506,0,4.19079481,282.679932,5037.2666,0.062465962,0.258115917,264.037567,0,4.2380367,248.026947,4908.34131,0.0692158118,2.84285522,260.24823,0,4.23802864,248.027618,4908.37842,0.0692160949,2.84268785,260.24823,5.41446929e-37,4.14769138,258.762299,4986.38086,0.0678258538,0.997036457,258.726135,0.00389861898
18.2940712,3.76329184,4.19084017,282.675171,5036.9292,0.0624628104,0.258181334,264.036713,0,4.19083947,282.675079,5036.94971,0.0624631085,0.258183151,264.036713,0,4.19083978,282.675171,5036.95508,0.0624631606,0.258182615,264.036774,0,4.23782511,248.046448,4909.68115,0.0692292526,2.83863854,260.251617,0,4.23782188,248.046692,4909.7085,0.0692295581,2.83856916,260.251587,5.5196864e-37,4.14760477,258.767242,4987.77441,0.0678428635,0.997139871,258.73233,0.0038926953
18.3931236,3.7836678,4.19088215,282.670654,5036.64941,0.0624603368,0.25824523,264.036011,0,4.19088217,282.670563,5036.66602,0.0624606013,0.258247107,264.036011,0,4.19088363,282.670563,5036.67139,0.0624606423,0.25824818,264.036041,0,4.23761557,248.065704,4911.02832,0.0692428574,2.83448553,260.254913,0,4.23760984,248.066284,4911.05762,0.0692431256,2.83433604,260.254974,5.51351889e-37,4.14751699,258.772339,4989.14355,0.0678595006,0.997222364,258.738434,0.00388688943
18.4921722,3.80404353,4.19092037,282.666565,5036.40674,0.0624582022,0.258304805,264.0354,0,4.19091697,282.666901,5036.42725,0.0624584332,0.258298457,264.0354,0,4.19091994,282.666748,5036.43164,0.0624585003,0.258302152,264.035461,0,4.23740237,248.085281,4912.39746,0.0692567006,2.83026862,260.258392,0,4.2373987,248.085709,4912.41895,0.0692569166,2.83016062,260.258392,5.78562729e-37,4.14742884,258.777496,4990.49268,0.0678758472,0.997292936,258.744446,0.00388115435
18.5912228,3.82441926,4.19094796,282.663666,5036.2168,0.0624564849,0.258345336,264.034943,0,4.19094686,282.663666,5036.22656,0.0624566562,0.258344442,264.034882,0,4.19094945,282.663605,5036.23486,0.0624567568,0.258346707,264.034943,0,4.23718472,248.105301,4913.79688,0.0692708343,2.82596827,260.261932,0,4.23718067,248.105713,4913.81348,0.0692709908,2.82586193,260.261902,6.00172052e-37,4.14733867,258.78299,4991.8252,0.0678919405,0.997326493,258.750366,0.00387550215
18.6902752,3.84479523,4.1909665,282.661713,5036.07324,0.0624551289,0.258371711,264.034546,0,4.1909684,282.661469,5036.07324,0.0624552555,0.25837478,264.034515,0,4.1909706,282.661377,5036.0835,0.0624553822,0.258377612,264.034576,0,4.23696306,248.125671,4915.22461,0.0692852512,2.82161379,260.265503,0,4.23695857,248.126175,4915.23438,0.0692853257,2.82146978,260.265472,6.21747026e-37,4.14725242,258.788147,4993.1333,0.0679077655,0.997377992,258.756134,0.00387000456
18.7893257,3.86517096,4.19098768,282.659424,5035.95459,0.0624541342,0.258404911,264.034241,0,4.19098806,282.659424,5035.95459,0.062454205,0.258404166,264.03421,0,4.19098993,282.659241,5035.96436,0.0624543652,0.258408636,264.034271,0,4.23673692,248.146454,4916.68555,0.0693000406,2.81715918,260.269196,0,4.2367381,248.146439,4916.6792,0.0693000108,2.8171494,260.269104,6.43297785e-37,4.14716416,258.793579,4994.43164,0.0679234117,0.997402072,258.761871,0.00386457378
18.8883762,3.88554692,4.19099751,282.658417,5035.88623,0.0624535158,0.258417577,264.034058,0,4.19099903,282.658234,5035.88037,0.0624535196,0.258421004,264.033997,0,4.19099672,282.658569,5035.89844,0.0624537058,0.258416891,264.034088,0,4.23650843,248.167419,4918.17334,0.0693151727,2.81269407,260.272949,0,4.23650556,248.167755,4918.1709,0.0693150535,2.81259537,260.272858,6.59289986e-37,4.14707904,258.798767,4995.7124,0.0679388791,0.997438848,258.767517,0.00385924103
18.9874268,3.90592265,4.1910009,282.658051,5035.85693,0.0624532662,0.258423805,264.033997,0,4.19100092,282.657959,5035.85352,0.0624532364,0.258424401,264.033936,0,4.19100354,282.657806,5035.85938,0.0624533743,0.258428097,264.033997,0,4.23627344,248.18898,4919.69434,0.0693306178,2.8081162,260.276764,0,4.23627344,248.188965,4919.68652,0.0693304464,2.80808949,260.276642,6.75256493e-37,4.14699158,258.804169,4996.99072,0.0679542422,0.997457266,258.773132,0.00385394297
19.0864773,3.92629862,4.19100279,282.657898,5035.85107,0.0624532253,0.258427083,264.033997,0,4.19100092,282.657959,5035.85156,0.0624532141,0.258424282,264.033936,0,4.19100354,282.657806,5035.854,0.0624533221,0.258427858,264.033997,0,4.23603684,248.210724,4921.22754,0.069346182,2.8034842,260.280609,0,4.23603766,248.210617,4921.22021,0.0693460181,2.80349183,260.280518,6.80160679e-37,4.14690684,258.809357,4998.2583,0.067969501,0.997487605,258.778687,0.00384870172
19.1855278,3.94667435,4.19099751,282.658417,5035.87939,0.0624534562,0.258417308,264.034027,0,4.19099414,282.658722,5035.88525,0.0624534413,0.258412719,264.034027,0,4.19099786,282.658417,5035.87988,0.0624535307,0.25841853,264.034058,0,4.23579862,248.232544,4922.76416,0.0693617612,2.7988584,260.284454,0,4.23579745,248.23262,4922.76562,0.0693616793,2.79882073,260.284393,6.96111222e-37,4.14682133,258.814545,4999.52002,0.0679847226,0.997516155,258.78421,0.00384350307
19.2845783,3.96705008,4.19099222,282.658905,5035.92529,0.0624539144,0.258411855,264.034119,0,4.19099076,282.658997,5035.93066,0.0624539405,0.258410335,264.034149,0,4.19098765,282.659515,5035.93262,0.0624539591,0.258402139,264.03418,0,4.23556207,248.254272,4924.29639,0.0693772659,2.79424572,260.28833,0,4.2355646,248.253922,4924.29248,0.0693772435,2.79432344,260.288208,7.06536255e-37,4.14673855,258.81958,5000.77148,0.0679998472,0.997554362,258.789734,0.00383833423
19.3836308,3.98742604,4.19098277,282.659943,5035.99756,0.062454585,0.258398831,264.034363,0,4.19097827,282.660278,5036.00977,0.0624546409,0.258392185,264.034332,0,4.1909786,282.660431,5035.99902,0.0624545552,0.258389562,264.034332,0,4.23532841,248.275665,4925.80762,0.0693925843,2.78973818,260.292053,0,4.23533376,248.275055,4925.80273,0.0693925992,2.78986669,260.291992,7.22492852e-37,4.14665261,258.824921,5002.02148,0.0680149049,0.997564852,258.795197,0.0038331782
19.4826813,4.00780201,4.19096575,282.661713,5036.09521,0.0624554306,0.258372813,264.034607,0,4.19096164,282.662048,5036.11035,0.0624555126,0.258366525,264.034607,0,4.19096728,282.66156,5036.08789,0.062455371,0.258374542,264.034576,0,4.23510817,248.295776,4927.271,0.0694075599,2.7855227,260.295746,0,4.23510251,248.29628,4927.28906,0.0694076121,2.78538156,260.295715,7.32912907e-37,4.1465659,258.830444,5003.27051,0.0680298731,0.997557044,258.800629,0.00382807292
19.5817318,4.02817774,4.19095138,282.663239,5036.19971,0.0624563992,0.258350372,264.034821,0,4.19094655,282.663574,5036.21826,0.0624565072,0.258345544,264.034882,0,4.19094723,282.663605,5036.2041,0.0624563396,0.258344978,264.034851,0,4.23488345,248.316391,4928.71582,0.0694221184,2.78117061,260.299377,0,4.23488797,248.315857,4928.71484,0.0694221929,2.78128219,260.299286,7.37879692e-37,4.14648231,258.835571,5004.50781,0.0680447891,0.997581363,258.80603,0.00382300746
19.6807823,4.04855347,4.19093323,282.665222,5036.31787,0.0624574497,0.258323461,264.035156,0,4.19093029,282.665283,5036.33643,0.0624575838,0.258321881,264.035156,0,4.19093175,282.665283,5036.32275,0.0624574274,0.258321881,264.035156,0,4.23467056,248.335892,4930.09766,0.0694361255,2.77707219,260.302856,0,4.23467058,248.3358,4930.10938,0.0694362745,2.77708054,260.302795,7.59313281e-37,4.1463991,258.840759,5005.73438,0.068059586,0.997594595,258.811401,0.00381796248
19.7798328,4.0689292,4.1909147,282.667175,5036.44043,0.0624585524,0.258294195,264.035492,0,4.19091286,282.667145,5036.4624,0.062458735,0.258296013,264.035492,0,4.19091132,282.667419,5036.45508,0.0624585859,0.258291483,264.035492,0,4.23446777,248.354446,4931.4209,0.069449544,2.77316833,260.306183,0,4.2344666,248.354523,4931.43408,0.0694497377,2.77315164,260.306091,7.64278406e-37,4.14631471,258.846069,5006.95654,0.0680742636,0.997594297,258.816711,0.00381298643
19.8788853,4.0893054,4.19089464,282.669281,5036.56348,0.0624596141,0.258265227,264.035797,0,4.19089059,282.669464,5036.59375,0.0624598712,0.258262455,264.035828,0,4.19089432,282.66922,5036.5791,0.0624597333,0.258266598,264.035828,0,4.23427029,248.372574,4932.69092,0.0694623366,2.76937532,260.309296,0,4.23427314,248.372299,4932.69287,0.0694624856,2.76942706,260.309265,7.80246662e-37,4.14623347,258.851044,5008.16602,0.0680888221,0.997618496,258.82196,0.00380806555
