x,isentrope,1.00kPa, April 27
0.095,0.507833,0.506662
1.1157,0.394802,0.394217
2.1365,0.335652,0.363177
3.1454,0.294492,0.354392
3.1573,0.29407,0.354118
4.178,0.263345,0.316911
4.1899,0.263031,0.316453
5.1869,0.238698,0.2847
5.1988,0.238433,0.284378
6.2077,0.218146,0.259517
6.2196,0.217936,0.259253
7.2285,0.201718,0.238433
7.2404,0.201537,0.238198
