Step , TotalTime , T , P , Ux , Uy , Uz
20 , 9.5e-09 , 291.889 , 583.187 , 338.877 , 3.45718 , 0.107877
40 , 1.95e-08 , 291.87 , 582.913 , 338.757 , 3.52782 , 0.110733
60 , 2.95e-08 , 291.855 , 582.655 , 338.638 , 3.58936 , 0.11324
80 , 3.95e-08 , 291.843 , 582.414 , 338.524 , 3.64103 , 0.115366
100 , 4.94999e-08 , 291.835 , 582.193 , 338.413 , 3.68216 , 0.117084
120 , 5.94999e-08 , 291.83 , 581.993 , 338.307 , 3.71223 , 0.118374
140 , 6.94999e-08 , 291.829 , 581.817 , 338.206 , 3.73096 , 0.119226
160 , 7.95e-08 , 291.831 , 581.664 , 338.111 , 3.73827 , 0.119635
180 , 8.95e-08 , 291.837 , 581.535 , 338.02 , 3.73429 , 0.119606
200 , 9.95e-08 , 291.846 , 581.43 , 337.936 , 3.71918 , 0.119147
220 , 1.095e-07 , 291.858 , 581.348 , 337.856 , 3.69347 , 0.118277
240 , 1.195e-07 , 291.873 , 581.287 , 337.782 , 3.65787 , 0.117024
260 , 1.295e-07 , 291.889 , 581.247 , 337.713 , 3.61312 , 0.115416
280 , 1.395e-07 , 291.908 , 581.225 , 337.648 , 3.56005 , 0.113488
300 , 1.495e-07 , 291.927 , 581.218 , 337.588 , 3.49963 , 0.111276
320 , 1.595e-07 , 291.948 , 581.226 , 337.532 , 3.43285 , 0.10882
340 , 1.695e-07 , 291.969 , 581.244 , 337.479 , 3.36074 , 0.106159
360 , 1.79499e-07 , 291.99 , 581.271 , 337.429 , 3.2843 , 0.103334
380 , 1.89499e-07 , 292.01 , 581.304 , 337.382 , 3.20458 , 0.100384
400 , 1.99499e-07 , 292.03 , 581.341 , 337.337 , 3.1225 , 0.0973468
420 , 2.09499e-07 , 292.049 , 581.379 , 337.293 , 3.03889 , 0.0942535
440 , 2.19499e-07 , 292.066 , 581.416 , 337.251 , 2.95453 , 0.091136
460 , 2.29499e-07 , 292.083 , 581.451 , 337.21 , 2.87008 , 0.0880194
480 , 2.39499e-07 , 292.097 , 581.482 , 337.17 , 2.78604 , 0.0849233
500 , 2.49499e-07 , 292.11 , 581.508 , 337.131 , 2.70278 , 0.0818617
520 , 2.59499e-07 , 292.122 , 581.529 , 337.092 , 2.62053 , 0.0788449
540 , 2.69499e-07 , 292.132 , 581.543 , 337.054 , 2.53943 , 0.0758774
560 , 2.79498e-07 , 292.14 , 581.551 , 337.017 , 2.45948 , 0.0729592
580 , 2.89498e-07 , 292.147 , 581.554 , 336.982 , 2.38054 , 0.0700842
600 , 2.99498e-07 , 292.153 , 581.552 , 336.947 , 2.30238 , 0.0672443
620 , 3.09498e-07 , 292.157 , 581.545 , 336.915 , 2.22468 , 0.0644255
640 , 3.19498e-07 , 292.161 , 581.536 , 336.884 , 2.14705 , 0.0616133
660 , 3.29498e-07 , 292.165 , 581.526 , 336.855 , 2.06905 , 0.0587893
680 , 3.39498e-07 , 292.168 , 581.516 , 336.83 , 1.99025 , 0.0559381
700 , 3.49498e-07 , 292.172 , 581.507 , 336.807 , 1.9102 , 0.0530412
720 , 3.59498e-07 , 292.175 , 581.502 , 336.789 , 1.82841 , 0.0500786
740 , 3.69497e-07 , 292.179 , 581.503 , 336.774 , 1.74443 , 0.0470335
760 , 3.79497e-07 , 292.184 , 581.511 , 336.764 , 1.65781 , 0.043887
780 , 3.89497e-07 , 292.189 , 581.528 , 336.759 , 1.56812 , 0.040622
800 , 3.99497e-07 , 292.196 , 581.557 , 336.759 , 1.47501 , 0.0372252
820 , 4.09497e-07 , 292.205 , 581.598 , 336.766 , 1.37817 , 0.0336842
840 , 4.19497e-07 , 292.215 , 581.653 , 336.779 , 1.27734 , 0.0299886
860 , 4.29497e-07 , 292.227 , 581.724 , 336.799 , 1.17232 , 0.0261302
880 , 4.39497e-07 , 292.241 , 581.812 , 336.826 , 1.06297 , 0.0221029
900 , 4.49497e-07 , 292.257 , 581.92 , 336.86 , 0.949167 , 0.0179027
920 , 4.59497e-07 , 292.275 , 582.047 , 336.902 , 0.830906 , 0.0135284
940 , 4.69496e-07 , 292.295 , 582.194 , 336.952 , 0.708246 , 0.00898246
960 , 4.79496e-07 , 292.317 , 582.363 , 337.011 , 0.581285 , 0.00426876
980 , 4.89496e-07 , 292.342 , 582.554 , 337.078 , 0.450169 , -0.000608897
1000 , 4.99496e-07 , 292.369 , 582.767 , 337.153 , 0.315167 , -0.00563865
1020 , 5.09496e-07 , 292.398 , 583.003 , 337.237 , 0.176592 , -0.0108089
1040 , 5.19496e-07 , 292.429 , 583.262 , 337.33 , 0.0348152 , -0.0161057
1060 , 5.29496e-07 , 292.462 , 583.542 , 337.432 , -0.109689 , -0.0215103
1080 , 5.39496e-07 , 292.496 , 583.843 , 337.542 , -0.256359 , -0.0270006
1100 , 5.49496e-07 , 292.532 , 584.166 , 337.66 , -0.404606 , -0.0325545
1120 , 5.59496e-07 , 292.57 , 584.507 , 337.786 , -0.553724 , -0.0381447
1140 , 5.69495e-07 , 292.608 , 584.866 , 337.919 , -0.702955 , -0.0437412
1160 , 5.79495e-07 , 292.647 , 585.24 , 338.06 , -0.851473 , -0.0493123
1180 , 5.89495e-07 , 292.686 , 585.629 , 338.207 , -0.998423 , -0.0548251
1200 , 5.99495e-07 , 292.725 , 586.029 , 338.36 , -1.14288 , -0.0602425
