Step , TotalTime , T , P , Ux , Uy , Uz
3560 , 1.77948e-06 , 232.585 , 648.75 , 430.96 , 6.49605 , 0.216599
3580 , 1.78948e-06 , 232.572 , 648.621 , 430.921 , 6.5343 , 0.218064
3600 , 1.79948e-06 , 232.558 , 648.482 , 430.878 , 6.57472 , 0.219615
3620 , 1.80948e-06 , 232.544 , 648.332 , 430.834 , 6.6172 , 0.221247
3640 , 1.81948e-06 , 232.529 , 648.172 , 430.786 , 6.66164 , 0.222956
3660 , 1.82948e-06 , 232.513 , 648.002 , 430.736 , 6.70793 , 0.224739
3680 , 1.83948e-06 , 232.496 , 647.823 , 430.683 , 6.75595 , 0.226589
3700 , 1.84948e-06 , 232.479 , 647.635 , 430.628 , 6.80557 , 0.228503
3720 , 1.85948e-06 , 232.462 , 647.438 , 430.57 , 6.85665 , 0.230475
3740 , 1.86948e-06 , 232.445 , 647.234 , 430.51 , 6.90905 , 0.232499
3760 , 1.87948e-06 , 232.427 , 647.022 , 430.447 , 6.96259 , 0.234568
3780 , 1.88948e-06 , 232.409 , 646.804 , 430.382 , 7.01713 , 0.236677
3800 , 1.89948e-06 , 232.39 , 646.579 , 430.315 , 7.07248 , 0.238818
3820 , 1.90948e-06 , 232.372 , 646.35 , 430.246 , 7.12847 , 0.240984
3840 , 1.91948e-06 , 232.354 , 646.115 , 430.175 , 7.18493 , 0.24317
3860 , 1.92948e-06 , 232.335 , 645.876 , 430.102 , 7.24169 , 0.245367
3880 , 1.93948e-06 , 232.317 , 645.633 , 430.027 , 7.29853 , 0.247568
3900 , 1.94948e-06 , 232.299 , 645.388 , 429.95 , 7.35526 , 0.249765
3920 , 1.95948e-06 , 232.281 , 645.14 , 429.872 , 7.41171 , 0.251952
3940 , 1.96948e-06 , 232.264 , 644.89 , 429.792 , 7.46767 , 0.254119
3960 , 1.97948e-06 , 232.247 , 644.639 , 429.711 , 7.52299 , 0.256262
3980 , 1.98948e-06 , 232.23 , 644.388 , 429.63 , 7.57745 , 0.258371
4000 , 1.99948e-06 , 232.214 , 644.139 , 429.546 , 7.63078 , 0.260437
4020 , 2.00948e-06 , 232.199 , 643.89 , 429.462 , 7.68282 , 0.262451
4040 , 2.01948e-06 , 232.184 , 643.643 , 429.377 , 7.73335 , 0.264406
4060 , 2.02948e-06 , 232.17 , 643.397 , 429.292 , 7.78218 , 0.266295
4080 , 2.03948e-06 , 232.156 , 643.155 , 429.206 , 7.82913 , 0.26811
4100 , 2.04948e-06 , 232.144 , 642.916 , 429.121 , 7.87402 , 0.269845
4120 , 2.05948e-06 , 232.131 , 642.682 , 429.034 , 7.91665 , 0.271492
4140 , 2.06948e-06 , 232.12 , 642.453 , 428.948 , 7.95691 , 0.273045
4160 , 2.07948e-06 , 232.11 , 642.23 , 428.862 , 7.99468 , 0.274501
4180 , 2.08948e-06 , 232.101 , 642.013 , 428.777 , 8.02983 , 0.275853
4200 , 2.09948e-06 , 232.093 , 641.802 , 428.692 , 8.06216 , 0.277096
4220 , 2.10948e-06 , 232.085 , 641.599 , 428.607 , 8.09158 , 0.278224
4240 , 2.11948e-06 , 232.079 , 641.404 , 428.523 , 8.11797 , 0.279234
4260 , 2.12948e-06 , 232.074 , 641.217 , 428.44 , 8.14123 , 0.28012
4280 , 2.13948e-06 , 232.07 , 641.038 , 428.359 , 8.16127 , 0.28088
4300 , 2.14948e-06 , 232.067 , 640.869 , 428.278 , 8.17799 , 0.28151
4320 , 2.15948e-06 , 232.065 , 640.708 , 428.199 , 8.19132 , 0.282006
4340 , 2.16948e-06 , 232.064 , 640.559 , 428.121 , 8.20121 , 0.282367
4360 , 2.17948e-06 , 232.064 , 640.418 , 428.045 , 8.20763 , 0.282592
4380 , 2.18948e-06 , 232.065 , 640.288 , 427.971 , 8.21058 , 0.282681
4400 , 2.19948e-06 , 232.068 , 640.168 , 427.898 , 8.21008 , 0.282633
4420 , 2.20948e-06 , 232.071 , 640.058 , 427.828 , 8.20609 , 0.282447
4440 , 2.21948e-06 , 232.075 , 639.96 , 427.759 , 8.19854 , 0.282123
4460 , 2.22948e-06 , 232.081 , 639.872 , 427.693 , 8.18746 , 0.28166
4480 , 2.23948e-06 , 232.088 , 639.797 , 427.628 , 8.17291 , 0.281061
4500 , 2.24948e-06 , 232.095 , 639.732 , 427.566 , 8.15487 , 0.280326
4520 , 2.25948e-06 , 232.104 , 639.678 , 427.507 , 8.13356 , 0.279463
4540 , 2.26948e-06 , 232.113 , 639.635 , 427.449 , 8.10925 , 0.278482
4560 , 2.27948e-06 , 232.123 , 639.602 , 427.394 , 8.08208 , 0.277388
4580 , 2.28948e-06 , 232.134 , 639.579 , 427.341 , 8.0521 , 0.276182
4600 , 2.29948e-06 , 232.146 , 639.565 , 427.29 , 8.01952 , 0.274874
4620 , 2.30948e-06 , 232.158 , 639.561 , 427.242 , 7.98453 , 0.273472
4640 , 2.31948e-06 , 232.17 , 639.565 , 427.196 , 7.94739 , 0.271985
4660 , 2.32948e-06 , 232.183 , 639.578 , 427.152 , 7.9083 , 0.270421
4680 , 2.33948e-06 , 232.197 , 639.598 , 427.111 , 7.8675 , 0.268789
4700 , 2.34948e-06 , 232.211 , 639.626 , 427.071 , 7.82514 , 0.267096
4720 , 2.35948e-06 , 232.225 , 639.66 , 427.033 , 7.78146 , 0.265351
4740 , 2.36948e-06 , 232.24 , 639.7 , 426.997 , 7.73667 , 0.263562
4760 , 2.37948e-06 , 232.254 , 639.746 , 426.963 , 7.69098 , 0.261737
4780 , 2.38948e-06 , 232.269 , 639.796 , 426.931 , 7.6446 , 0.259885
4800 , 2.39948e-06 , 232.284 , 639.851 , 426.9 , 7.59772 , 0.258013
4820 , 2.40948e-06 , 232.298 , 639.91 , 426.871 , 7.55056 , 0.25613
4840 , 2.41948e-06 , 232.313 , 639.972 , 426.843 , 7.50332 , 0.254244
4860 , 2.42948e-06 , 232.327 , 640.037 , 426.817 , 7.45617 , 0.252361
4880 , 2.43948e-06 , 232.341 , 640.104 , 426.791 , 7.40933 , 0.25049
4900 , 2.44948e-06 , 232.355 , 640.173 , 426.768 , 7.36299 , 0.248638
4920 , 2.45948e-06 , 232.369 , 640.242 , 426.745 , 7.31728 , 0.246811
4940 , 2.46948e-06 , 232.383 , 640.313 , 426.722 , 7.27239 , 0.245016
4960 , 2.47948e-06 , 232.396 , 640.384 , 426.701 , 7.22846 , 0.243259
4980 , 2.48948e-06 , 232.408 , 640.453 , 426.681 , 7.18566 , 0.241545
5000 , 2.49948e-06 , 232.42 , 640.522 , 426.66 , 7.14416 , 0.239882
5020 , 2.50948e-06 , 232.431 , 640.588 , 426.641 , 7.10407 , 0.238275
5040 , 2.51947e-06 , 232.443 , 640.655 , 426.62 , 7.06546 , 0.236725
5060 , 2.52947e-06 , 232.453 , 640.718 , 426.601 , 7.02846 , 0.235238
5080 , 2.53947e-06 , 232.463 , 640.778 , 426.582 , 6.99309 , 0.233816
5100 , 2.54947e-06 , 232.472 , 640.834 , 426.563 , 6.95947 , 0.232461
5120 , 2.55947e-06 , 232.481 , 640.887 , 426.543 , 6.92763 , 0.231176
5140 , 2.56947e-06 , 232.488 , 640.935 , 426.524 , 6.89764 , 0.229965
5160 , 2.57947e-06 , 232.495 , 640.98 , 426.504 , 6.86959 , 0.22883
5180 , 2.58947e-06 , 232.502 , 641.019 , 426.484 , 6.84354 , 0.227773
5200 , 2.59947e-06 , 232.507 , 641.054 , 426.463 , 6.81944 , 0.226794
5220 , 2.60947e-06 , 232.512 , 641.083 , 426.441 , 6.79735 , 0.225893
5240 , 2.61947e-06 , 232.516 , 641.106 , 426.419 , 6.77725 , 0.225071
5260 , 2.62947e-06 , 232.52 , 641.124 , 426.396 , 6.75909 , 0.224325
5280 , 2.63947e-06 , 232.522 , 641.135 , 426.372 , 6.74292 , 0.223655
5300 , 2.64947e-06 , 232.525 , 641.141 , 426.347 , 6.72863 , 0.223061
5320 , 2.65947e-06 , 232.526 , 641.139 , 426.322 , 6.71615 , 0.222537
5340 , 2.66947e-06 , 232.526 , 641.132 , 426.295 , 6.70542 , 0.222081
5360 , 2.67947e-06 , 232.526 , 641.119 , 426.267 , 6.69633 , 0.221689
5380 , 2.68947e-06 , 232.525 , 641.099 , 426.239 , 6.68879 , 0.221359
5400 , 2.69947e-06 , 232.524 , 641.073 , 426.209 , 6.68273 , 0.221087
5420 , 2.70947e-06 , 232.521 , 641.041 , 426.178 , 6.67807 , 0.22087
5440 , 2.71947e-06 , 232.518 , 641.002 , 426.146 , 6.6747 , 0.220703
5460 , 2.72947e-06 , 232.515 , 640.957 , 426.113 , 6.6725 , 0.220583
5480 , 2.73947e-06 , 232.511 , 640.907 , 426.078 , 6.67137 , 0.220504
5500 , 2.74947e-06 , 232.506 , 640.85 , 426.043 , 6.67115 , 0.220461
5520 , 2.75947e-06 , 232.501 , 640.788 , 426.007 , 6.67172 , 0.22045
