Step , TotalTime , T , P , Ux , Uy , Uz
100000 , 4.99491e-05 , 51.2196 , 605.66 , 860.749 , -0.000673539 , -2.61368e-05
100020 , 4.9959e-05 , 51.2196 , 605.66 , 860.749 , -0.000671606 , -2.60161e-05
100040 , 4.9969e-05 , 51.2196 , 605.66 , 860.749 , -0.000664417 , -2.56303e-05
100060 , 4.9979e-05 , 51.2196 , 605.66 , 860.749 , -0.000655935 , -2.54487e-05
100080 , 4.99889e-05 , 51.2196 , 605.66 , 860.749 , -0.000653857 , -2.55527e-05
100100 , 4.99989e-05 , 51.2196 , 605.66 , 860.749 , -0.000658944 , -2.58203e-05
100120 , 5.00089e-05 , 51.2196 , 605.66 , 860.749 , -0.000660353 , -2.59052e-05
100140 , 5.00188e-05 , 51.2196 , 605.66 , 860.749 , -0.000661177 , -2.58299e-05
100160 , 5.00288e-05 , 51.2196 , 605.66 , 860.749 , -0.000663238 , -2.58709e-05
100180 , 5.00388e-05 , 51.2196 , 605.66 , 860.749 , -0.000661382 , -2.57952e-05
100200 , 5.00487e-05 , 51.2196 , 605.66 , 860.749 , -0.000662359 , -2.59711e-05
100220 , 5.00587e-05 , 51.2196 , 605.66 , 860.749 , -0.000654625 , -2.55657e-05
100240 , 5.00687e-05 , 51.2196 , 605.66 , 860.749 , -0.000635113 , -2.49534e-05
100260 , 5.00786e-05 , 51.2196 , 605.66 , 860.749 , -0.00062605 , -2.41079e-05
100280 , 5.00886e-05 , 51.2196 , 605.66 , 860.749 , -0.000626162 , -2.4123e-05
100300 , 5.00986e-05 , 51.2196 , 605.66 , 860.749 , -0.000624812 , -2.41015e-05
100320 , 5.01085e-05 , 51.2196 , 605.66 , 860.749 , -0.000623718 , -2.41295e-05
100340 , 5.01185e-05 , 51.2196 , 605.66 , 860.749 , -0.000630296 , -2.41354e-05
100360 , 5.01285e-05 , 51.2196 , 605.66 , 860.749 , -0.000617903 , -2.36312e-05
100380 , 5.01384e-05 , 51.2196 , 605.66 , 860.749 , -0.000609289 , -2.32582e-05
100400 , 5.01484e-05 , 51.2196 , 605.66 , 860.749 , -0.000608949 , -2.32595e-05
100420 , 5.01584e-05 , 51.2196 , 605.66 , 860.749 , -0.000589086 , -2.2401e-05
100440 , 5.01684e-05 , 51.2196 , 605.66 , 860.749 , -0.000583786 , -2.23013e-05
100460 , 5.01783e-05 , 51.2196 , 605.66 , 860.749 , -0.0005811 , -2.21488e-05
100480 , 5.01883e-05 , 51.2196 , 605.66 , 860.749 , -0.000577388 , -2.20356e-05
100500 , 5.01983e-05 , 51.2196 , 605.661 , 860.749 , -0.000599552 , -2.27169e-05
100520 , 5.02082e-05 , 51.2196 , 605.661 , 860.749 , -0.000585636 , -2.25544e-05
100540 , 5.02182e-05 , 51.2196 , 605.661 , 860.749 , -0.000608136 , -2.36089e-05
100560 , 5.02282e-05 , 51.2196 , 605.661 , 860.749 , -0.000612536 , -2.38317e-05
100580 , 5.02381e-05 , 51.2196 , 605.661 , 860.749 , -0.000614347 , -2.39919e-05
100600 , 5.02481e-05 , 51.2196 , 605.661 , 860.749 , -0.000616954 , -2.41048e-05
100620 , 5.02581e-05 , 51.2196 , 605.661 , 860.749 , -0.00061633 , -2.4179e-05
100640 , 5.0268e-05 , 51.2196 , 605.661 , 860.749 , -0.000619923 , -2.42813e-05
100660 , 5.0278e-05 , 51.2196 , 605.661 , 860.749 , -0.000619238 , -2.4212e-05
100680 , 5.0288e-05 , 51.2196 , 605.661 , 860.749 , -0.000617973 , -2.4188e-05
100700 , 5.02979e-05 , 51.2196 , 605.661 , 860.749 , -0.000618196 , -2.4156e-05
100720 , 5.03079e-05 , 51.2196 , 605.661 , 860.749 , -0.00061915 , -2.41083e-05
100740 , 5.03179e-05 , 51.2196 , 605.661 , 860.749 , -0.000617447 , -2.41737e-05
100760 , 5.03278e-05 , 51.2196 , 605.661 , 860.749 , -0.000618409 , -2.41825e-05
100780 , 5.03378e-05 , 51.2196 , 605.661 , 860.749 , -0.00061952 , -2.422e-05
