x_over_L,P_over_Pt,Mach,ro,u,P
3.39080602e-01,8.35712075e-01,5.12896597e-01,1.21702707e+00,1.74345856e+02,1.00446742e+05
3.42916250e-01,8.35125744e-01,5.13935745e-01,1.21641815e+00,1.74681503e+02,1.00376266e+05
3.42919976e-01,8.34642947e-01,5.14782369e-01,1.21591628e+00,1.74954773e+02,1.00318242e+05
3.42923671e-01,8.34183991e-01,5.15585363e-01,1.21543860e+00,1.75213913e+02,1.00263078e+05
3.46761376e-01,8.33899558e-01,5.16082585e-01,1.21514165e+00,1.75374405e+02,1.00228891e+05
3.46766382e-01,8.33440781e-01,5.16886055e-01,1.21466482e+00,1.75633575e+02,1.00173750e+05
3.46771449e-01,8.33005071e-01,5.17646909e-01,1.21421134e+00,1.75878967e+02,1.00121375e+05
3.50620002e-01,8.32105696e-01,5.19211471e-01,1.21327341e+00,1.76383438e+02,1.00013281e+05
3.50626230e-01,8.31699610e-01,5.19920528e-01,1.21285093e+00,1.76611938e+02,9.99644688e+04
3.50632429e-01,8.31314445e-01,5.20590782e-01,1.21244967e+00,1.76827942e+02,9.99181797e+04
3.54480773e-01,8.30638468e-01,5.21763265e-01,1.21174419e+00,1.77205688e+02,9.98369297e+04
3.54488134e-01,8.30267608e-01,5.22408307e-01,1.21135783e+00,1.77413437e+02,9.97923516e+04
3.54495436e-01,8.29916418e-01,5.23019671e-01,1.21099246e+00,1.77610275e+02,9.97501406e+04
3.58357221e-01,8.28701973e-01,5.25121450e-01,1.20972526e+00,1.78286789e+02,9.96041797e+04
3.58365536e-01,8.28390419e-01,5.25662005e-01,1.20940065e+00,1.78460709e+02,9.95667266e+04
3.58373880e-01,8.28095973e-01,5.26173055e-01,1.20909393e+00,1.78625122e+02,9.95313359e+04
3.62242818e-01,8.26733470e-01,5.28523445e-01,1.20767152e+00,1.79380905e+02,9.93675781e+04
3.62251997e-01,8.26482594e-01,5.28957963e-01,1.20741010e+00,1.79520569e+02,9.93374219e+04
3.62261206e-01,8.26245785e-01,5.29367507e-01,1.20716345e+00,1.79652176e+02,9.93089609e+04
3.66127253e-01,8.24942887e-01,5.31608164e-01,1.20580232e+00,1.80372009e+02,9.91523594e+04
3.66137266e-01,8.24741066e-01,5.31955540e-01,1.20559156e+00,1.80483566e+02,9.91281016e+04
3.66147280e-01,8.24551642e-01,5.32283008e-01,1.20539403e+00,1.80588715e+02,9.91053359e+04
3.70029598e-01,8.22870076e-01,5.35167873e-01,1.20363688e+00,1.81514587e+02,9.89032266e+04
3.70040387e-01,8.22732627e-01,5.35403907e-01,1.20349336e+00,1.81590302e+02,9.88867031e+04
3.70051056e-01,8.22604775e-01,5.35624981e-01,1.20336020e+00,1.81661209e+02,9.88713359e+04
3.73929143e-01,8.20868433e-01,5.38593471e-01,1.20154452e+00,1.82612930e+02,9.86626406e+04
3.73940498e-01,8.20788562e-01,5.38730204e-01,1.20146072e+00,1.82656769e+02,9.86530391e+04
3.73951823e-01,8.20715427e-01,5.38855851e-01,1.20138466e+00,1.82697021e+02,9.86442500e+04
3.73963147e-01,8.20649087e-01,5.38970947e-01,1.20131564e+00,1.82733902e+02,9.86362734e+04
3.77847701e-01,8.18721175e-01,5.42258203e-01,1.19929886e+00,1.83786682e+02,9.84045547e+04
3.77859592e-01,8.18707645e-01,5.42281210e-01,1.19928467e+00,1.83794037e+02,9.84029297e+04
3.77871424e-01,8.18698168e-01,5.42298138e-01,1.19927490e+00,1.83799469e+02,9.84017891e+04
3.81774336e-01,8.16580951e-01,5.45898855e-01,1.19705892e+00,1.84951401e+02,9.81473125e+04
3.81786615e-01,8.16633046e-01,5.45810461e-01,1.19711351e+00,1.84923141e+02,9.81535781e+04
3.81798953e-01,8.16686511e-01,5.45720518e-01,1.19716954e+00,1.84894394e+02,9.81600000e+04
3.85696143e-01,8.14336896e-01,5.49703419e-01,1.19470847e+00,1.86167175e+02,9.78775938e+04
3.85708779e-01,8.14454615e-01,5.49504519e-01,1.19483161e+00,1.86103668e+02,9.78917422e+04
3.85721445e-01,8.14571083e-01,5.49307585e-01,1.19495380e+00,1.86040756e+02,9.79057422e+04
3.85734081e-01,8.14686537e-01,5.49112797e-01,1.19507504e+00,1.85978546e+02,9.79196172e+04
3.89637798e-01,8.12165320e-01,5.53373039e-01,1.19243205e+00,1.87338486e+02,9.76165859e+04
3.89650702e-01,8.12348425e-01,5.53064167e-01,1.19262397e+00,1.87239944e+02,9.76385938e+04
3.89663696e-01,8.12528014e-01,5.52761316e-01,1.19281256e+00,1.87143311e+02,9.76601797e+04
3.93586844e-01,8.10021877e-01,5.56983590e-01,1.19018364e+00,1.88489594e+02,9.73589609e+04
3.93599987e-01,8.10268700e-01,5.56568205e-01,1.19044280e+00,1.88357224e+02,9.73886250e+04
3.93613130e-01,8.10509920e-01,5.56163251e-01,1.19069600e+00,1.88228165e+02,9.74176172e+04
3.97542983e-01,8.07912529e-01,5.60525596e-01,1.18796921e+00,1.89617599e+02,9.71054297e+04
3.97556216e-01,8.08221459e-01,5.60007513e-01,1.18829334e+00,1.89452713e+02,9.71425625e+04
3.97569507e-01,8.08522463e-01,5.59503436e-01,1.18860984e+00,1.89292206e+02,9.71787422e+04
4.01492625e-01,8.05463731e-01,5.64624250e-01,1.18539608e+00,1.90921310e+02,9.68111016e+04
4.01505947e-01,8.05843174e-01,5.63990831e-01,1.18579531e+00,1.90719925e+02,9.68567109e+04
4.01519299e-01,8.06212127e-01,5.63374043e-01,1.18618286e+00,1.90523819e+02,9.69010547e+04
4.05462176e-01,8.03379476e-01,5.68102419e-01,1.18320465e+00,1.92026276e+02,9.65605859e+04
4.05475497e-01,8.03818822e-01,5.67370653e-01,1.18366706e+00,1.91793900e+02,9.66133984e+04
4.05488819e-01,8.04245710e-01,5.66658854e-01,1.18411601e+00,1.91567795e+02,9.66647031e+04
4.09438103e-01,8.01347494e-01,5.71484625e-01,1.18106639e+00,1.93099625e+02,9.63163594e+04
4.09451365e-01,8.01844478e-01,5.70658863e-01,1.18158984e+00,1.92837662e+02,9.63760938e+04
4.09464568e-01,8.02327216e-01,5.69855988e-01,1.18209779e+00,1.92582916e+02,9.64341172e+04
4.13407087e-01,7.98803627e-01,5.75703681e-01,1.17838717e+00,1.94436874e+02,9.60106016e+04
4.13420171e-01,7.99372494e-01,5.74762106e-01,1.17898655e+00,1.94138596e+02,9.60789766e+04
4.13433284e-01,7.99924672e-01,5.73846996e-01,1.17956865e+00,1.93848587e+02,9.61453438e+04
4.13446307e-01,8.00460935e-01,5.72957158e-01,1.18013346e+00,1.93566528e+02,9.62098047e+04
4.17395204e-01,7.96835542e-01,5.78959882e-01,1.17631292e+00,1.95467682e+02,9.57740547e+04
4.17408079e-01,7.97458768e-01,5.77930510e-01,1.17697001e+00,1.95141953e+02,9.58489609e+04
4.17420954e-01,7.98064053e-01,5.76929867e-01,1.17760849e+00,1.94825165e+02,9.59217109e+04
4.21388865e-01,7.94935226e-01,5.82096100e-01,1.17430854e+00,1.96459518e+02,9.55456484e+04
4.21401471e-01,7.95610428e-01,5.80983520e-01,1.17502105e+00,1.96107788e+02,9.56268047e+04
4.21414107e-01,7.96266258e-01,5.79901636e-01,1.17571282e+00,1.95765656e+02,9.57056328e+04
4.25387949e-01,7.93106914e-01,5.85107327e-01,1.17237890e+00,1.97410828e+02,9.53258984e+04
4.25400257e-01,7.93831527e-01,5.83915770e-01,1.17314398e+00,1.97034531e+02,9.54129922e+04
4.25412536e-01,7.94535339e-01,5.82756996e-01,1.17388678e+00,1.96668411e+02,9.54975859e+04
4.29380178e-01,7.90558815e-01,5.89291275e-01,1.16968715e+00,1.98731110e+02,9.50196328e+04
4.29392099e-01,7.91353822e-01,5.87988019e-01,1.17052746e+00,1.98320038e+02,9.51151875e+04
4.29404020e-01,7.92125285e-01,5.86722016e-01,1.17134273e+00,1.97920578e+02,9.52079141e+04
4.29415941e-01,7.92874753e-01,5.85490465e-01,1.17213428e+00,1.97531815e+02,9.52979922e+04
4.33389544e-01,7.88839042e-01,5.92109084e-01,1.16786933e+00,1.99619232e+02,9.48129297e+04
4.33401078e-01,7.89679468e-01,5.90734243e-01,1.16875815e+00,1.99186005e+02,9.49139453e+04
4.33412582e-01,7.90495455e-01,5.89397490e-01,1.16962087e+00,1.98764587e+02,9.50120234e+04
4.33424115e-01,7.91288078e-01,5.88097394e-01,1.17045856e+00,1.98354553e+02,9.51072891e+04
4.37403560e-01,7.87203670e-01,5.94783247e-01,1.16613948e+00,2.00461349e+02,9.46163672e+04
4.37414616e-01,7.88087010e-01,5.93340695e-01,1.16707444e+00,2.00007156e+02,9.47225391e+04
4.37425613e-01,7.88944840e-01,5.91938138e-01,1.16798174e+00,1.99565384e+02,9.48256484e+04
4.41421837e-01,7.85656452e-01,5.97309411e-01,1.16450238e+00,2.01256119e+02,9.44304062e+04
4.41432327e-01,7.86580026e-01,5.95803678e-01,1.16548002e+00,2.00782486e+02,9.45414141e+04
4.41442877e-01,7.87476838e-01,5.94339550e-01,1.16642940e+00,2.00321640e+02,9.46492031e+04
4.45444196e-01,7.84198940e-01,5.99684000e-01,1.16295886e+00,2.02002625e+02,9.42552266e+04
4.45454150e-01,7.85160065e-01,5.98119736e-01,1.16397727e+00,2.01510910e+02,9.43707422e+04
4.45464104e-01,7.86093712e-01,5.96598089e-01,1.16496587e+00,2.01032379e+02,9.44829609e+04
4.49470192e-01,7.82835543e-01,6.01903915e-01,1.16151476e+00,2.02699966e+02,9.40913516e+04
4.49479580e-01,7.83831358e-01,6.00285053e-01,1.16257036e+00,2.02191467e+02,9.42110391e+04
4.49489027e-01,7.84798801e-01,5.98709941e-01,1.16359496e+00,2.01696472e+02,9.43273203e+04
4.53490973e-01,7.80507445e-01,6.05681598e-01,1.15904653e+00,2.03885376e+02,9.38115312e+04
4.53499794e-01,7.81565368e-01,6.03965998e-01,1.16016853e+00,2.03347198e+02,9.39386875e+04
4.53508586e-01,7.82593846e-01,6.02296531e-01,1.16125894e+00,2.02823212e+02,9.40623047e+04
4.53517348e-01,7.83593059e-01,6.00672781e-01,1.16231787e+00,2.02313278e+02,9.41823984e+04
4.57524389e-01,7.79306889e-01,6.07631445e-01,1.15777242e+00,2.04496796e+02,9.36672344e+04
4.57532555e-01,7.80394256e-01,6.05868578e-01,1.15892637e+00,2.03944092e+02,9.37979297e+04
4.57540661e-01,7.81451881e-01,6.04153335e-01,1.16004848e+00,2.03406036e+02,9.39250469e+04
4.57548827e-01,7.82479405e-01,6.02484226e-01,1.16113830e+00,2.02882111e+02,9.40485469e+04
4.61560816e-01,7.78198540e-01,6.09418869e-01,1.15659332e+00,2.05056885e+02,9.35340156e+04
4.61568236e-01,7.79314458e-01,6.07612908e-01,1.15777791e+00,2.04491058e+02,9.36681406e+04
4.61575657e-01,7.80399323e-01,6.05855584e-01,1.15892923e+00,2.03940155e+02,9.37985391e+04
4.65599865e-01,7.77199209e-01,6.11030042e-01,1.15553141e+00,2.05561356e+02,9.34139062e+04
4.65606540e-01,7.78340042e-01,6.09185755e-01,1.15674281e+00,2.04983826e+02,9.35510234e+04
4.65613276e-01,7.79449165e-01,6.07391000e-01,1.15792036e+00,2.04421478e+02,9.36843359e+04
4.69641238e-01,7.76310861e-01,6.12464488e-01,1.15458727e+00,2.06010315e+02,9.33071328e+04
4.69647288e-01,7.77473629e-01,6.10586286e-01,1.15582252e+00,2.05422455e+02,9.34468906e+04
4.69653249e-01,7.78604269e-01,6.08758628e-01,1.15702319e+00,2.04850052e+02,9.35827812e+04
4.73684877e-01,7.75530577e-01,6.13724113e-01,1.15375829e+00,2.06404343e+02,9.32133438e+04
4.73690063e-01,7.76712835e-01,6.11816049e-01,1.15501440e+00,2.05807419e+02,9.33554453e+04
4.73695278e-01,7.77862072e-01,6.09959364e-01,1.15623534e+00,2.05226135e+02,9.34935781e+04
4.77730244e-01,7.74859428e-01,6.14806712e-01,1.15304470e+00,2.06742905e+02,9.31326797e+04
4.77734685e-01,7.76057899e-01,6.12873435e-01,1.15431833e+00,2.06138290e+02,9.32767266e+04
4.77739125e-01,7.77223527e-01,6.10991776e-01,1.15555692e+00,2.05549438e+02,9.34168281e+04
4.81777161e-01,7.74298489e-01,6.15710735e-01,1.15244806e+00,2.07025497e+02,9.30652578e+04
4.81780857e-01,7.75510728e-01,6.13756418e-01,1.15373683e+00,2.06414474e+02,9.32109609e+04
4.81784493e-01,7.76689708e-01,6.11853957e-01,1.15498984e+00,2.05819290e+02,9.33526641e+04
4.85825330e-01,7.73849070e-01,6.16434813e-01,1.15197003e+00,2.07251785e+02,9.30112422e+04
4.85828251e-01,7.75072098e-01,6.14463687e-01,1.15327060e+00,2.06635651e+02,9.31582422e+04
4.85831112e-01,7.76261926e-01,6.12544715e-01,1.15453506e+00,2.06035477e+02,9.33012500e+04
4.89874512e-01,7.73511648e-01,6.16978049e-01,1.15161121e+00,2.07421509e+02,9.29706875e+04
4.89876598e-01,7.74743140e-01,6.14994049e-01,1.15292072e+00,2.06801498e+02,9.31187031e+04
4.89878654e-01,7.75940776e-01,6.13063216e-01,1.15419388e+00,2.06197678e+02,9.32626484e+04
4.93924469e-01,7.73286939e-01,6.17339432e-01,1.15137208e+00,2.07534424e+02,9.29436797e+04
4.93925661e-01,7.74523973e-01,6.15347207e-01,1.15268731e+00,2.06911926e+02,9.30923594e+04
4.93926972e-01,7.75726855e-01,6.13408029e-01,1.15396631e+00,2.06305557e+02,9.32369375e+04
4.97974783e-01,7.73175776e-01,6.17518485e-01,1.15125358e+00,2.07590378e+02,9.29303125e+04
4.97975200e-01,7.74415076e-01,6.15522623e-01,1.15257180e+00,2.06966721e+02,9.30792734e+04
4.97975588e-01,7.75620699e-01,6.13579154e-01,1.15385342e+00,2.06359085e+02,9.32241797e+04
5.02024412e-01,7.75622249e-01,6.13576293e-01,1.15385473e+00,2.06358200e+02,9.32243672e+04
5.02024829e-01,7.74416924e-01,6.15518987e-01,1.15257323e+00,2.06965637e+02,9.30794922e+04
5.02025187e-01,7.73177505e-01,6.17515147e-01,1.15125513e+00,2.07589340e+02,9.29305234e+04
5.06073117e-01,7.75731683e-01,6.13399565e-01,1.15397084e+00,2.06302917e+02,9.32375156e+04
5.06074369e-01,7.74529219e-01,6.15337670e-01,1.15269256e+00,2.06908936e+02,9.30929922e+04
5.06075561e-01,7.73292720e-01,6.17329121e-01,1.15137756e+00,2.07531235e+02,9.29443750e+04
5.10121346e-01,7.75948942e-01,6.13048315e-01,1.15420151e+00,2.06193069e+02,9.32636328e+04
5.10123432e-01,7.74751902e-01,6.14978194e-01,1.15292883e+00,2.06796585e+02,9.31197578e+04
5.10125458e-01,7.73521483e-01,6.16960645e-01,1.15162063e+00,2.07416138e+02,9.29718672e+04
5.14168918e-01,7.76273370e-01,6.12524152e-01,1.15454602e+00,2.06029083e+02,9.33026250e+04
5.14171779e-01,7.75084853e-01,6.14440978e-01,1.15328252e+00,2.06628647e+02,9.31597734e+04
5.14174640e-01,7.73862660e-01,6.16410375e-01,1.15198326e+00,2.07244202e+02,9.30128750e+04
5.18215477e-01,7.76704431e-01,6.11827433e-01,1.15500367e+00,2.05811081e+02,9.33544375e+04
5.18219173e-01,7.75527000e-01,6.13727272e-01,1.15375233e+00,2.06405457e+02,9.32129141e+04
5.18222868e-01,7.74316072e-01,6.15679324e-01,1.15246499e+00,2.07015778e+02,9.30673750e+04
5.22260845e-01,7.77241588e-01,6.10959172e-01,1.15557408e+00,2.05539322e+02,9.34190000e+04
5.22265315e-01,7.76077807e-01,6.12837851e-01,1.15433729e+00,2.06127258e+02,9.32791172e+04
5.22269785e-01,7.74881124e-01,6.14767969e-01,1.15306544e+00,2.06730911e+02,9.31352891e+04
5.26304722e-01,7.77883232e-01,6.09920859e-01,1.15625489e+00,2.05214249e+02,9.34961172e+04
5.26309907e-01,7.76735842e-01,6.11774027e-01,1.15503597e+00,2.05794388e+02,9.33582109e+04
5.26315153e-01,7.75556147e-01,6.13678277e-01,1.15378261e+00,2.06390167e+02,9.32164219e+04
5.30346751e-01,7.78628767e-01,6.08714342e-01,1.15704656e+00,2.04836319e+02,9.35857266e+04
5.30352712e-01,7.77500749e-01,6.10537529e-01,1.15584815e+00,2.05407349e+02,9.34501484e+04
5.30358732e-01,7.76340604e-01,6.12411737e-01,1.15461600e+00,2.05993958e+02,9.33107031e+04
5.34386694e-01,7.79475629e-01,6.07341826e-01,1.15794468e+00,2.04406235e+02,9.36875156e+04
5.34393430e-01,7.78369129e-01,6.09131575e-01,1.15676975e+00,2.04967056e+02,9.35545234e+04
5.34400165e-01,7.77231336e-01,6.10971153e-01,1.15556157e+00,2.05543106e+02,9.34177656e+04
5.38424313e-01,7.80420780e-01,6.05807781e-01,1.15894747e+00,2.03925247e+02,9.38011172e+04
5.38431764e-01,7.79339135e-01,6.07559681e-01,1.15779924e+00,2.04474503e+02,9.36711094e+04
5.38439214e-01,7.78226674e-01,6.09360456e-01,1.15661812e+00,2.05038742e+02,9.35373984e+04
5.42451203e-01,7.82482028e-01,6.02451444e-01,1.16112959e+00,2.02872177e+02,9.40488594e+04
5.42459309e-01,7.81456530e-01,6.04115605e-01,1.16004241e+00,2.03394470e+02,9.39256016e+04
5.42467415e-01,7.80401289e-01,6.05825484e-01,1.15892303e+00,2.03930801e+02,9.37987734e+04
5.42475641e-01,7.79316008e-01,6.07582867e-01,1.15777135e+00,2.04481735e+02,9.36683281e+04
5.46482682e-01,7.83598065e-01,6.00637734e-01,1.16231143e+00,2.02302689e+02,9.41830000e+04
5.46491444e-01,7.82601953e-01,6.02256417e-01,1.16125560e+00,2.02811050e+02,9.40632734e+04
5.46500206e-01,7.81576931e-01,6.03919685e-01,1.16016877e+00,2.03333099e+02,9.39400781e+04
5.46509027e-01,7.80522227e-01,6.05629981e-01,1.15904987e+00,2.03869629e+02,9.38133047e+04
5.50510943e-01,7.84807563e-01,5.98669291e-01,1.16359293e+00,2.01684082e+02,9.43283750e+04
5.50520360e-01,7.83843279e-01,6.00238383e-01,1.16257119e+00,2.02177216e+02,9.42124766e+04
5.50529778e-01,7.82850981e-01,6.01850748e-01,1.16151941e+00,2.02683655e+02,9.40932109e+04
5.54535866e-01,7.86106169e-01,5.96552491e-01,1.16496825e+00,2.01018417e+02,9.44844609e+04
5.54545879e-01,7.85176456e-01,5.98067403e-01,1.16398358e+00,2.01494827e+02,9.43727109e+04
5.54555833e-01,7.84219325e-01,5.99624872e-01,1.16296923e+00,2.01984436e+02,9.42576719e+04
5.58557153e-01,7.87492216e-01,5.94289303e-01,1.16643548e+00,2.00306137e+02,9.46510547e+04
5.58567643e-01,7.86599517e-01,5.95746040e-01,1.16549003e+00,2.00764694e+02,9.45437578e+04
5.58578193e-01,7.85680413e-01,5.97243905e-01,1.16451681e+00,2.01235901e+02,9.44332891e+04
5.62574387e-01,7.88963556e-01,5.91883361e-01,1.16799188e+00,1.99548431e+02,9.48278984e+04
5.62585413e-01,7.88110375e-01,5.93277812e-01,1.16708875e+00,1.99987686e+02,9.47253516e+04
5.62596500e-01,7.87231982e-01,5.94711959e-01,1.16615903e+00,2.00439240e+02,9.46197734e+04
5.66575885e-01,7.91304886e-01,5.88047564e-01,1.17046666e+00,1.98339157e+02,9.51093047e+04
5.66587448e-01,7.90517032e-01,5.89338660e-01,1.16963410e+00,1.98746353e+02,9.50146172e+04
5.66598952e-01,7.89706111e-01,5.90666592e-01,1.16877639e+00,1.99165009e+02,9.49171484e+04
5.66610515e-01,7.88870990e-01,5.92032254e-01,1.16789317e+00,1.99595337e+02,9.48167734e+04
5.70584059e-01,7.92893827e-01,5.85437655e-01,1.17214513e+00,1.97515457e+02,9.53002891e+04
5.70595980e-01,7.92149663e-01,5.86659491e-01,1.17135918e+00,1.97901138e+02,9.52108438e+04
5.70607901e-01,7.91383445e-01,5.87916493e-01,1.17054939e+00,1.98297775e+02,9.51187500e+04
5.70619822e-01,7.90594101e-01,5.89209795e-01,1.16971493e+00,1.98705704e+02,9.50238750e+04
5.74587464e-01,7.94556141e-01,5.82701802e-01,1.17390013e+00,1.96651245e+02,9.55000859e+04
5.74599743e-01,7.93858111e-01,5.83850384e-01,1.17316306e+00,1.97014160e+02,9.54161875e+04
5.74612081e-01,7.93139040e-01,5.85032225e-01,1.17240369e+00,1.97387405e+02,9.53297578e+04
5.78585923e-01,7.96288431e-01,5.79845309e-01,1.17572784e+00,1.95748108e+02,9.57082969e+04
5.78598499e-01,7.95638800e-01,5.80916345e-01,1.17504227e+00,1.96086838e+02,9.56302109e+04
5.78611135e-01,7.94969499e-01,5.82018614e-01,1.17433584e+00,1.96435303e+02,9.55497656e+04
5.82579076e-01,7.98087180e-01,5.76872587e-01,1.17762458e+00,1.94807312e+02,9.59244922e+04
5.82591951e-01,7.97488213e-01,5.77861965e-01,1.17699289e+00,1.95120529e+02,9.58525000e+04
5.82604825e-01,7.96871424e-01,5.78880131e-01,1.17634213e+00,1.95442749e+02,9.57783672e+04
5.86553633e-01,8.00477862e-01,5.72911918e-01,1.18014348e+00,1.93552475e+02,9.62118359e+04
5.86566746e-01,7.99947739e-01,5.73790789e-01,1.17958498e+00,1.93831055e+02,9.61481172e+04
5.86579800e-01,7.99401939e-01,5.74694455e-01,1.17900968e+00,1.94117416e+02,9.60825156e+04
5.86592913e-01,7.98839986e-01,5.75624049e-01,1.17841721e+00,1.94411926e+02,9.60149766e+04
5.90535462e-01,8.02343607e-01,5.69811404e-01,1.18210804e+00,1.92568985e+02,9.64360859e+04
5.90548694e-01,8.01867545e-01,5.70602596e-01,1.18160641e+00,1.92820084e+02,9.63788672e+04
5.90561867e-01,8.01377177e-01,5.71415961e-01,1.18109012e+00,1.93078064e+02,9.63199297e+04
5.94511211e-01,8.04260194e-01,5.66618860e-01,1.18412435e+00,1.91555328e+02,9.66664453e+04
5.94524503e-01,8.03840041e-01,5.67318499e-01,1.18368208e+00,1.91777588e+02,9.66159453e+04
5.94537795e-01,8.03407788e-01,5.68037450e-01,1.18322706e+00,1.92005890e+02,9.65639922e+04
5.98480701e-01,8.06224108e-01,5.63338995e-01,1.18618906e+00,1.90512878e+02,9.69024922e+04
5.98494053e-01,8.05862188e-01,5.63943028e-01,1.18580830e+00,1.90704956e+02,9.68589922e+04
5.98507345e-01,8.05490136e-01,5.64563453e-01,1.18541682e+00,1.90902206e+02,9.68142734e+04
6.02430463e-01,8.08524549e-01,5.59486866e-01,1.18860650e+00,1.89287125e+02,9.71789922e+04
6.02443755e-01,8.08230281e-01,5.59979439e-01,1.18829668e+00,1.89443985e+02,9.71436250e+04
6.02456987e-01,8.07928920e-01,5.60483754e-01,1.18797982e+00,1.89604507e+02,9.71073984e+04
6.06386840e-01,8.10507953e-01,5.56154788e-01,1.19068849e+00,1.88225662e+02,9.74173828e+04
6.06400013e-01,8.10273588e-01,5.56548119e-01,1.19044197e+00,1.88351044e+02,9.73892109e+04
6.06413126e-01,8.10034394e-01,5.56949139e-01,1.19019067e+00,1.88478851e+02,9.73604609e+04
6.10336363e-01,8.12520981e-01,5.52763283e-01,1.19280005e+00,1.87144135e+02,9.76593359e+04
6.10349238e-01,8.12348545e-01,5.53053081e-01,1.19261873e+00,1.87236618e+02,9.76386094e+04
6.10362172e-01,8.12173009e-01,5.53347826e-01,1.19243443e+00,1.87330658e+02,9.76175078e+04
6.14265859e-01,8.14666808e-01,5.49137950e-01,1.19505024e+00,1.85986755e+02,9.79172500e+04
6.14278555e-01,8.14558089e-01,5.49320877e-01,1.19493568e+00,1.86045197e+02,9.79041797e+04
6.14291251e-01,8.14448595e-01,5.49504876e-01,1.19482064e+00,1.86103973e+02,9.78910234e+04
6.14303887e-01,8.14338923e-01,5.49689531e-01,1.19470513e+00,1.86162979e+02,9.78778359e+04
6.18201077e-01,8.16659629e-01,5.45759439e-01,1.19713759e+00,1.84906998e+02,9.81567734e+04
6.18213356e-01,8.16612840e-01,5.45837700e-01,1.19708812e+00,1.84932053e+02,9.81511484e+04
6.18225634e-01,8.16568136e-01,5.45912623e-01,1.19704068e+00,1.84956039e+02,9.81457734e+04
6.22128546e-01,8.18663180e-01,5.42352796e-01,1.19923484e+00,1.83817139e+02,9.83975859e+04
6.22140408e-01,8.18679392e-01,5.42324126e-01,1.19925141e+00,1.83807968e+02,9.83995312e+04
6.22152269e-01,8.18700135e-01,5.42287588e-01,1.19927251e+00,1.83796310e+02,9.84020234e+04
6.26036882e-01,8.20596039e-01,5.39055169e-01,1.20125735e+00,1.82760986e+02,9.86298984e+04
6.26048148e-01,8.20668578e-01,5.38929939e-01,1.20133245e+00,1.82720901e+02,9.86386172e+04
6.26059473e-01,8.20748448e-01,5.38792431e-01,1.20141542e+00,1.82676834e+02,9.86482188e+04
6.26070797e-01,8.20835590e-01,5.38642287e-01,1.20150650e+00,1.82628738e+02,9.86586953e+04
6.29948914e-01,8.22537422e-01,5.35732687e-01,1.20328605e+00,1.81695892e+02,9.88632422e+04
6.29959643e-01,8.22671413e-01,5.35501778e-01,1.20342541e+00,1.81621857e+02,9.88793438e+04
6.29970372e-01,8.22815120e-01,5.35254180e-01,1.20357525e+00,1.81542450e+02,9.88966172e+04
6.33852720e-01,8.24466288e-01,5.32416940e-01,1.20530021e+00,1.80631836e+02,9.90950781e+04
6.33862734e-01,8.24661434e-01,5.32079935e-01,1.20550358e+00,1.80523636e+02,9.91185312e+04
6.33872807e-01,8.24869096e-01,5.31721473e-01,1.20572007e+00,1.80408524e+02,9.91434922e+04
6.37738764e-01,8.26140583e-01,5.29537916e-01,1.20704806e+00,1.79707138e+02,9.92963125e+04
6.37748003e-01,8.26381624e-01,5.29120803e-01,1.20729923e+00,1.79573120e+02,9.93252891e+04
6.37757182e-01,8.26637864e-01,5.28677642e-01,1.20756602e+00,1.79430695e+02,9.93560859e+04
6.41626120e-01,8.27968359e-01,5.26373148e-01,1.20895457e+00,1.78689560e+02,9.95160000e+04
6.41634464e-01,8.28266442e-01,5.25855482e-01,1.20926499e+00,1.78523056e+02,9.95518281e+04
6.41642749e-01,8.28582227e-01,5.25307357e-01,1.20959365e+00,1.78346725e+02,9.95897812e+04
6.45504534e-01,8.29774141e-01,5.23252904e-01,1.21083665e+00,1.77685684e+02,9.97330469e+04
6.45511925e-01,8.30128789e-01,5.22636294e-01,1.21120572e+00,1.77487167e+02,9.97756719e+04
6.45519197e-01,8.30503225e-01,5.21984935e-01,1.21159554e+00,1.77277420e+02,9.98206719e+04
6.49367571e-01,8.31140935e-01,5.20861804e-01,1.21226132e+00,1.76915268e+02,9.98973203e+04
6.49373770e-01,8.31527531e-01,5.20186961e-01,1.21266341e+00,1.76697830e+02,9.99437891e+04
6.49379969e-01,8.31935406e-01,5.19473672e-01,1.21308744e+00,1.76467972e+02,9.99928125e+04
6.53228581e-01,8.32822680e-01,5.17955542e-01,1.21401167e+00,1.75979034e+02,1.00099453e+05
6.53233647e-01,8.33259761e-01,5.17192423e-01,1.21446645e+00,1.75732956e+02,1.00151992e+05
6.53238654e-01,8.33720744e-01,5.16387045e-01,1.21494579e+00,1.75473190e+02,1.00207398e+05
6.57076299e-01,8.33959758e-01,5.15929282e-01,1.21519506e+00,1.75324799e+02,1.00236125e+05
6.57079995e-01,8.34417939e-01,5.15123725e-01,1.21567142e+00,1.75064819e+02,1.00291195e+05
6.57083809e-01,8.34898949e-01,5.14276028e-01,1.21617079e+00,1.74791199e+02,1.00349008e+05
6.60919368e-01,8.35507572e-01,5.13272405e-01,1.21680450e+00,1.74468216e+02,1.00422164e+05
6.60921752e-01,8.36010575e-01,5.12391388e-01,1.21732759e+00,1.74183731e+02,1.00482617e+05
6.60924017e-01,8.36537898e-01,5.11468768e-01,1.21787608e+00,1.73885742e+02,1.00546000e+05
