x_over_L,P_over_Pt,Mach,ro,u,P
2.99603164e-01,2.18424350e-01,1.64990878e+00,4.00760472e-01,4.55755615e+02,2.18424355e+04
2.99603164e-01,2.18421370e-01,1.64991832e+00,4.00756449e-01,4.55757446e+02,2.18421367e+04
2.99603164e-01,2.18424514e-01,1.64990985e+00,4.00760651e-01,4.55755981e+02,2.18424512e+04
3.03571403e-01,2.18424499e-01,1.64990973e+00,4.00760591e-01,4.55755951e+02,2.18424492e+04
3.03571403e-01,2.18421370e-01,1.64991903e+00,4.00756657e-01,4.55757507e+02,2.18421367e+04
3.03571403e-01,2.18424514e-01,1.64990866e+00,4.00760680e-01,4.55755646e+02,2.18424512e+04
3.07539672e-01,2.18424514e-01,1.64990950e+00,4.00760651e-01,4.55755890e+02,2.18424512e+04
3.07539672e-01,2.18421444e-01,1.64991879e+00,4.00756687e-01,4.55757538e+02,2.18421445e+04
3.07539672e-01,2.18424514e-01,1.64990878e+00,4.00760770e-01,4.55755646e+02,2.18424512e+04
3.11507910e-01,2.18424588e-01,1.64990890e+00,4.00760680e-01,4.55755829e+02,2.18424590e+04
3.11507910e-01,2.18421385e-01,1.64991903e+00,4.00756538e-01,4.55757599e+02,2.18421387e+04
3.11507910e-01,2.18424499e-01,1.64990938e+00,4.00760770e-01,4.55755737e+02,2.18424492e+04
3.15476209e-01,2.18424380e-01,1.64990973e+00,4.00760591e-01,4.55755859e+02,2.18424375e+04
3.15476209e-01,2.18424514e-01,1.64990866e+00,4.00760502e-01,4.55755737e+02,2.18424512e+04
3.15476209e-01,2.18421265e-01,1.64991963e+00,4.00756419e-01,4.55757721e+02,2.18421270e+04
3.19444448e-01,2.18424499e-01,1.64990890e+00,4.00760412e-01,4.55755798e+02,2.18424492e+04
3.19444448e-01,2.18421310e-01,1.64991975e+00,4.00756329e-01,4.55757843e+02,2.18421309e+04
3.19444448e-01,2.18424216e-01,1.64991021e+00,4.00760502e-01,4.55755859e+02,2.18424219e+04
3.23412716e-01,2.18424454e-01,1.64990842e+00,4.00760263e-01,4.55755737e+02,2.18424453e+04
3.23412716e-01,2.18421236e-01,1.64991939e+00,4.00756240e-01,4.55757721e+02,2.18421230e+04
3.23412716e-01,2.18424410e-01,1.64991009e+00,4.00760770e-01,4.55755890e+02,2.18424414e+04
3.27380955e-01,2.18424454e-01,1.64990842e+00,4.00760353e-01,4.55755676e+02,2.18424453e+04
3.27380955e-01,2.18421265e-01,1.64991927e+00,4.00756359e-01,4.55757629e+02,2.18421270e+04
3.27380955e-01,2.18424410e-01,1.64991021e+00,4.00760919e-01,4.55755829e+02,2.18424414e+04
3.31349224e-01,2.18424439e-01,1.64990926e+00,4.00760889e-01,4.55755615e+02,2.18424434e+04
3.31349224e-01,2.18424439e-01,1.64990878e+00,4.00760502e-01,4.55755676e+02,2.18424434e+04
3.31349224e-01,2.18421325e-01,1.64991891e+00,4.00756270e-01,4.55757660e+02,2.18421328e+04
3.35305840e-01,2.18421757e-01,1.64991784e+00,4.00757104e-01,4.55757324e+02,2.18421758e+04
3.35306019e-01,2.18424097e-01,1.64991009e+00,4.00759906e-01,4.55756042e+02,2.18424102e+04
3.35306078e-01,2.18421772e-01,1.64991701e+00,4.00757045e-01,4.55757141e+02,2.18421777e+04
3.35306257e-01,2.18424007e-01,1.64991117e+00,4.00760204e-01,4.55756073e+02,2.18424004e+04
