role,L_c,M_K,n_axis,hard_gate,error,x_K,ell_K,xi_K,s_K,Mpp_sign_changes,single_peak,theta_max_deg,min_mu_minus_theta_deg,flip_interior,topology_margin,downstream_max_dkds,downstream_J_dkds2,Mppp_jump,max_Mppp,J_axis
sweep,40.0,1.8,600,True,,2.104211793047532,1.6796070787729334,0.041990176969323334,0.21920443293124306,1,True,16.188116187792186,0.6807414165364042,0,0.056662468221402605,18.15349229291376,48.56717517914138,0.6034976416452806,1.0065023380461389,0.3738327632834872
sweep,40.0,1.9,600,True,,2.3736019816299194,1.9489972673553209,0.04872493168388302,0.21550023418870545,1,True,16.09877507340816,0.7246090441914275,0,0.05697854031983865,14.2705559591677,26.727740683090868,0.4422477433323366,0.7894278783138032,0.25588156439133697
sweep,40.0,2.0,600,True,,2.6457213354395717,2.221116621164973,0.055527915529124325,0.21175850857682743,1,True,16.002914642351453,0.7732894559987225,0,0.05736003594409286,9.914528782486409,16.973747580907133,0.3359206319829823,0.6404594520300089,0.18477432333825633
sweep,40.0,2.1,600,True,,2.9206545211138937,2.496049806839295,0.062401245170982375,0.20797809190303435,1,True,15.896816210134585,0.8230476012395445,0,0.0576890173767873,5.517409129235415,7.433095664513701,0.26233351622610784,0.5332331360935278,0.13905012034192318
sweep,40.0,2.2,600,True,,3.198490675670475,2.7738859613958766,0.06934714903489692,0.20415775850572715,1,True,15.784863731505245,0.8784990675577128,0,0.05804991449658052,5.448293505706838,4.407344112730437,0.20943462292733916,0.45311493517829815,0.10812357645863813
sweep,40.0,2.3,600,True,,3.479323744095604,3.0547190298210056,0.07636797574552515,0.20029621661215774,1,True,15.68182533611914,0.9319323142126381,0,0.0584469992022825,2.7288714149196593,1.9267137749208358,0.17022669272837732,0.3914266633395879,0.08633746126102665
sweep,40.0,2.4,600,True,,3.7632528504499327,3.338648136175334,0.08346620340438335,0.1963921032356843,1,True,15.609622651313087,0.9932673868963514,0,0.05888272382108152,2.173725608124821,0.7976048261960866,0.1404257127186079,0.34274299637335853,0.0704686301439862
sweep,40.0,2.5,600,True,,4.050382706631783,3.6257779923571847,0.09064444980892962,0.1924439785551753,1,True,15.581108025827788,1.0574751868675785,0,0.05935961305923179,1.2242152061935874,0.3723921305851429,0.11729245280449738,0.30352255399471023,0.05858224490165776
sweep,40.0,2.6,600,True,,4.34082406358201,3.916219349307412,0.09790548373268529,0.18845031971087212,1,True,15.6145763190847,1.116873816155051,0,0.05973622606333038,1.0262211190889206,0.22109919070439943,0.09901086154671694,0.2713690182114857,0.049465190203774684
sweep,40.0,2.7,600,True,,4.634694210426057,4.210089496151458,0.10525223740378645,0.18440951394081556,1,True,15.701205465257766,1.1587141559327223,0,0.06030532078876371,0.745521882076307,0.12312082961404983,0.08433944834466695,0.2446107535396041,0.04232834902027631
sweep,40.0,2.8,600,True,,4.932117527971984,4.507512813697385,0.11268782034243463,0.18031985097031777,1,True,15.83114476200626,1.175503400220917,0,0.06078297270278361,0.6273413532028844,0.11224467938213123,0.07240687870514313,0.22205079912849782,0.036641960281603984
sweep,40.0,2.9,600,True,,5.233226103926768,4.808621389652169,0.12021553474130423,0.17617951455237743,1,True,16.00002090826408,1.1644631805737167,0,0.061350258884559375,0.46603641731800094,0.0966166898515397,0.06258748890079464,0.20281245148375018,0.032040518611183566
sweep,40.0,3.0,600,True,,5.538160418496151,5.113555704221552,0.1278388926055388,0.17198657304052195,1,True,16.20859975267226,1.1188408923089797,0,0.06194870278710028,0.788555826461407,0.09025838615552428,0.054422943835697984,0.1862407190812203,0.028265737850984803
sweep,40.0,3.1,600,True,,5.847070110452037,5.422465396177438,0.13556163490443596,0.1677389688551944,1,True,16.4498688077668,1.0466020071745525,0,0.06261350612175533,0.35825098349242307,0.07688204740065036,0.04757150088623604,0.17183761207579523,0.02513120240962051
sweep,40.0,3.2,600,True,,6.160114835513582,5.735510121238983,0.14338775303097456,0.16343450668066656,1,True,16.718249971921235,0.9520205672153499,0,0.06335006727138383,0.6406945232572294,0.08506479847411232,0.041774311754436515,0.1592185679448055,0.022499817663555823
sweep,40.0,3.3,600,True,,6.4774652310300205,6.0528605167554215,0.15132151291888554,0.15907084020040332,1,True,17.012069093322506,0.8383310161077433,0,0.06409763766216839,0.7176616985388403,0.0895119549895173,0.036832533123419636,0.14808244714893784,0.0202690516024158
