stage,L_c,M_K,n_axis,robust,hard_gate,single_peak,x_F,x_E,xF_minus_xE,theta_max_deg,min_mu_minus_theta_deg,min_sin_angle_interior,flip_interior,crossings
coarse,36.0,2.2,600,False,True,True,91.23384949136486,36.4246047142746,54.809244777090264,17.069848000338208,0.21321261599141209,0.053914923388177056,0,0
coarse,36.0,2.3,600,False,True,True,91.23384949658603,36.4246047142746,54.80924478231143,17.01981176019597,0.26780239578761456,0.054241652600865886,0,0
coarse,36.0,2.4,600,False,True,True,91.23384950241017,36.4246047142746,54.809244788135565,17.01801076516002,0.32659103239467635,0.054693413102806065,0,0
coarse,36.0,2.5,600,False,True,True,91.233849508885,36.4246047142746,54.8092447946104,17.059383160651645,0.37642742939380847,0.05509151512710857,0,0
coarse,36.0,2.6,600,False,True,True,91.23384951606309,36.4246047142746,54.80924480178849,17.13950231287297,0.4071844133795169,0.055530510399626636,0,0
coarse,36.0,2.7,600,False,True,True,91.23384952400075,36.4246047142746,54.809244809726145,17.252731596964683,0.414054926490906,0.055937405224562246,0,0
coarse,36.0,2.8,600,False,True,True,91.23384953276192,36.4246047142746,54.80924481848732,17.393824357951477,0.3960203115702959,0.056441545168217686,0,0
coarse,36.0,2.9,600,False,True,True,91.2338495424156,36.4246047142746,54.809244828141,17.55708026487219,0.3541290061759764,0.05703737651834307,0,0
coarse,36.0,3.0,600,False,True,True,91.23384955303885,36.4246047142746,54.80924483876425,17.7479231525786,0.29104035154720587,0.0575556644828001,0,0
coarse,36.0,3.1,600,False,True,True,91.23384956471537,36.4246047142746,54.80924485044077,17.95788958724178,0.20995991383374893,0.058273056721518786,0,0
coarse,36.0,3.2,600,False,True,True,91.23384957754078,36.4246047142746,54.80924486326618,18.18192047112957,0.11446109345852457,0.05892524918298979,0,0
coarse,36.5,2.2,600,False,True,True,91.61651067997502,36.9246047142746,54.69190596570042,16.89913157823747,0.298733524032146,0.054427788507809605,0,0
coarse,36.5,2.3,600,False,True,True,91.61651070626306,36.9246047142746,54.691905991988456,16.84145071529898,0.35935762400553395,0.05483025405708579,0,0
coarse,36.5,2.4,600,False,True,True,91.61651073531785,36.9246047142746,54.691906021043245,16.828004673826396,0.41517571670297776,0.055202937945854735,0,0
