Step , TotalTime , T , P , Ux , Uy , Uz
1580 , 7.89493e-07 , 292.592 , 589.22 , 341.209 , -0.488039 , -0.0370955
1600 , 7.99493e-07 , 292.579 , 589.232 , 341.248 , -0.395944 , -0.0338851
1620 , 8.09493e-07 , 292.565 , 589.227 , 341.282 , -0.298312 , -0.0304435
1640 , 8.19493e-07 , 292.55 , 589.208 , 341.31 , -0.195923 , -0.0268021
1660 , 8.29493e-07 , 292.534 , 589.176 , 341.333 , -0.0896628 , -0.0229957
1680 , 8.39493e-07 , 292.517 , 589.133 , 341.352 , 0.0195291 , -0.0190606
1700 , 8.49492e-07 , 292.501 , 589.081 , 341.365 , 0.130687 , -0.0150343
1720 , 8.59492e-07 , 292.485 , 589.022 , 341.375 , 0.242905 , -0.0109542
1740 , 8.69492e-07 , 292.47 , 588.959 , 341.382 , 0.355247 , -0.00685732
1760 , 8.79492e-07 , 292.455 , 588.892 , 341.385 , 0.466825 , -0.00277789
1780 , 8.89492e-07 , 292.442 , 588.825 , 341.385 , 0.57691 , 0.00125434
1800 , 8.99492e-07 , 292.43 , 588.758 , 341.384 , 0.684764 , 0.00521121
1820 , 9.09492e-07 , 292.419 , 588.694 , 341.381 , 0.789876 , 0.00907194
1840 , 9.19492e-07 , 292.41 , 588.633 , 341.375 , 0.891777 , 0.0128182
1860 , 9.29492e-07 , 292.402 , 588.576 , 341.368 , 0.990178 , 0.0164398
1880 , 9.39491e-07 , 292.396 , 588.524 , 341.359 , 1.08498 , 0.0199306
1900 , 9.49491e-07 , 292.391 , 588.476 , 341.349 , 1.17613 , 0.0232889
1920 , 9.59491e-07 , 292.387 , 588.431 , 341.337 , 1.26377 , 0.0265203
1940 , 9.69491e-07 , 292.383 , 588.388 , 341.322 , 1.34816 , 0.0296353
1960 , 9.79491e-07 , 292.38 , 588.346 , 341.305 , 1.42976 , 0.0326518
1980 , 9.89491e-07 , 292.378 , 588.305 , 341.286 , 1.50898 , 0.0355857
2000 , 9.99491e-07 , 292.375 , 588.261 , 341.263 , 1.58644 , 0.0384616
2020 , 1.00949e-06 , 292.371 , 588.214 , 341.236 , 1.66284 , 0.0413073
2040 , 1.01949e-06 , 292.367 , 588.159 , 341.204 , 1.73885 , 0.044149
2060 , 1.02949e-06 , 292.362 , 588.096 , 341.168 , 1.81516 , 0.0470131
2080 , 1.03949e-06 , 292.355 , 588.022 , 341.127 , 1.89249 , 0.0499272
2100 , 1.04949e-06 , 292.346 , 587.935 , 341.08 , 1.97141 , 0.0529143
2120 , 1.05949e-06 , 292.336 , 587.833 , 341.026 , 2.05248 , 0.0559961
2140 , 1.06949e-06 , 292.323 , 587.714 , 340.966 , 2.13614 , 0.059189
2160 , 1.07949e-06 , 292.308 , 587.577 , 340.899 , 2.22273 , 0.062507
2180 , 1.08949e-06 , 292.29 , 587.421 , 340.825 , 2.31241 , 0.0659558
2200 , 1.09949e-06 , 292.271 , 587.246 , 340.745 , 2.40521 , 0.0695376
2220 , 1.10949e-06 , 292.249 , 587.052 , 340.657 , 2.50097 , 0.0732442
2240 , 1.11949e-06 , 292.226 , 586.839 , 340.563 , 2.59936 , 0.0770646
2260 , 1.12949e-06 , 292.201 , 586.609 , 340.463 , 2.69998 , 0.0809809
2280 , 1.13949e-06 , 292.175 , 586.363 , 340.357 , 2.80225 , 0.0849719
2300 , 1.14949e-06 , 292.148 , 586.102 , 340.245 , 2.90547 , 0.0890083
2320 , 1.15949e-06 , 292.121 , 585.828 , 340.129 , 3.00876 , 0.0930581
2340 , 1.16949e-06 , 292.093 , 585.545 , 340.009 , 3.11116 , 0.097083
2360 , 1.17949e-06 , 292.065 , 585.255 , 339.885 , 3.21163 , 0.10104
2380 , 1.18949e-06 , 292.039 , 584.961 , 339.759 , 3.30907 , 0.104886
2400 , 1.19949e-06 , 292.013 , 584.666 , 339.631 , 3.40232 , 0.108576
2420 , 1.20949e-06 , 291.989 , 584.375 , 339.501 , 3.49036 , 0.112069
2440 , 1.21949e-06 , 291.967 , 584.088 , 339.373 , 3.57219 , 0.115326
2460 , 1.22949e-06 , 291.948 , 583.808 , 339.245 , 3.64683 , 0.118307
2480 , 1.23949e-06 , 291.931 , 583.54 , 339.118 , 3.7134 , 0.120977
2500 , 1.24949e-06 , 291.916 , 583.285 , 338.993 , 3.77114 , 0.123305
2520 , 1.25949e-06 , 291.905 , 583.044 , 338.871 , 3.81938 , 0.125266
2540 , 1.26949e-06 , 291.897 , 582.821 , 338.751 , 3.85765 , 0.126848
2560 , 1.27949e-06 , 291.892 , 582.616 , 338.636 , 3.8856 , 0.128031
2580 , 1.28949e-06 , 291.89 , 582.43 , 338.524 , 3.90303 , 0.128808
2600 , 1.29949e-06 , 291.891 , 582.264 , 338.417 , 3.90993 , 0.129176
2620 , 1.30949e-06 , 291.894 , 582.118 , 338.314 , 3.9064 , 0.129137
2640 , 1.31949e-06 , 291.901 , 581.992 , 338.216 , 3.89269 , 0.128711
2660 , 1.32949e-06 , 291.91 , 581.885 , 338.123 , 3.8692 , 0.127906
2680 , 1.33949e-06 , 291.921 , 581.797 , 338.033 , 3.83639 , 0.126737
2700 , 1.34949e-06 , 291.934 , 581.726 , 337.949 , 3.79484 , 0.125233
2720 , 1.35949e-06 , 291.948 , 581.67 , 337.868 , 3.74526 , 0.123417
2740 , 1.36949e-06 , 291.964 , 581.63 , 337.791 , 3.68833 , 0.121318
2760 , 1.37949e-06 , 291.981 , 581.602 , 337.718 , 3.62484 , 0.118968
2780 , 1.38949e-06 , 291.998 , 581.584 , 337.649 , 3.55557 , 0.116395
2800 , 1.39949e-06 , 292.016 , 581.576 , 337.583 , 3.48129 , 0.11363
2820 , 1.40949e-06 , 292.034 , 581.575 , 337.52 , 3.40285 , 0.110707
2840 , 1.41949e-06 , 292.051 , 581.58 , 337.46 , 3.32093 , 0.107652
2860 , 1.42949e-06 , 292.068 , 581.588 , 337.402 , 3.23623 , 0.104493
2880 , 1.43949e-06 , 292.084 , 581.599 , 337.347 , 3.14937 , 0.101254
2900 , 1.44949e-06 , 292.1 , 581.61 , 337.293 , 3.06092 , 0.0979571
2920 , 1.45949e-06 , 292.114 , 581.621 , 337.242 , 2.97135 , 0.094621
2940 , 1.46949e-06 , 292.127 , 581.631 , 337.192 , 2.881 , 0.0912594
2960 , 1.47949e-06 , 292.139 , 581.639 , 337.145 , 2.79022 , 0.0878846
2980 , 1.48949e-06 , 292.15 , 581.645 , 337.099 , 2.69915 , 0.0845034
3000 , 1.49949e-06 , 292.16 , 581.648 , 337.055 , 2.60794 , 0.0811204
3020 , 1.50949e-06 , 292.169 , 581.648 , 337.013 , 2.51669 , 0.0777396
3040 , 1.51949e-06 , 292.177 , 581.646 , 336.973 , 2.42539 , 0.0743622
3060 , 1.52949e-06 , 292.184 , 581.642 , 336.935 , 2.33394 , 0.0709825
3080 , 1.53949e-06 , 292.19 , 581.637 , 336.9 , 2.24225 , 0.0675963
3100 , 1.54949e-06 , 292.195 , 581.631 , 336.867 , 2.15023 , 0.0642015
3120 , 1.55948e-06 , 292.2 , 581.625 , 336.838 , 2.05766 , 0.0607888
3140 , 1.56948e-06 , 292.205 , 581.621 , 336.812 , 1.96428 , 0.0573478
3160 , 1.57948e-06 , 292.209 , 581.619 , 336.789 , 1.86982 , 0.0538679
3180 , 1.58948e-06 , 292.214 , 581.62 , 336.771 , 1.77404 , 0.050339
3200 , 1.59948e-06 , 292.219 , 581.628 , 336.757 , 1.67662 , 0.0467495
3220 , 1.60948e-06 , 292.225 , 581.642 , 336.748 , 1.57726 , 0.0430856
3240 , 1.61948e-06 , 292.231 , 581.665 , 336.744 , 1.47567 , 0.0393375
3260 , 1.62948e-06 , 292.239 , 581.698 , 336.746 , 1.37157 , 0.0354924
3280 , 1.63948e-06 , 292.248 , 581.743 , 336.754 , 1.26467 , 0.0315403
3300 , 1.64948e-06 , 292.258 , 581.802 , 336.769 , 1.15472 , 0.0274708
3320 , 1.65948e-06 , 292.27 , 581.876 , 336.791 , 1.04148 , 0.0232744
3340 , 1.66948e-06 , 292.283 , 581.967 , 336.82 , 0.9248 , 0.0189438
3360 , 1.67948e-06 , 292.299 , 582.076 , 336.857 , 0.804507 , 0.0144734
3380 , 1.68948e-06 , 292.317 , 582.204 , 336.902 , 0.68052 , 0.00985865
3400 , 1.69948e-06 , 292.337 , 582.352 , 336.956 , 0.552848 , 0.0051002
3420 , 1.70948e-06 , 292.359 , 582.522 , 337.018 , 0.421546 , 0.0002016
3440 , 1.71948e-06 , 292.383 , 582.714 , 337.089 , 0.286734 , -0.00483562
3460 , 1.72948e-06 , 292.41 , 582.927 , 337.169 , 0.148641 , -0.0100019
3480 , 1.73948e-06 , 292.438 , 583.164 , 337.258 , 0.00759246 , -0.0152828
3500 , 1.74948e-06 , 292.469 , 583.423 , 337.356 , -0.136015 , -0.0206651
3520 , 1.75948e-06 , 292.501 , 583.704 , 337.462 , -0.281626 , -0.0261268
3540 , 1.76948e-06 , 292.535 , 584.006 , 337.578 , -0.428655 , -0.0316445
3560 , 1.77948e-06 , 292.571 , 584.327 , 337.701 , -0.576385 , -0.0371903
3580 , 1.78948e-06 , 292.607 , 584.666 , 337.832 , -0.724007 , -0.042734
3600 , 1.79948e-06 , 292.644 , 585.021 , 337.971 , -0.870632 , -0.04824
3620 , 1.80948e-06 , 292.681 , 585.39 , 338.116 , -1.01535 , -0.0536732
3640 , 1.81948e-06 , 292.718 , 585.771 , 338.267 , -1.15715 , -0.0589945
3660 , 1.82948e-06 , 292.754 , 586.16 , 338.423 , -1.29503 , -0.0641644
3680 , 1.83948e-06 , 292.79 , 586.555 , 338.584 , -1.42795 , -0.0691432
3700 , 1.84948e-06 , 292.824 , 586.954 , 338.748 , -1.55492 , -0.0738914
3720 , 1.85948e-06 , 292.857 , 587.353 , 338.916 , -1.67498 , -0.0783724
3740 , 1.86948e-06 , 292.888 , 587.75 , 339.085 , -1.78721 , -0.0825506
3760 , 1.87948e-06 , 292.917 , 588.142 , 339.256 , -1.89092 , -0.0863982
3780 , 1.88948e-06 , 292.943 , 588.526 , 339.427 , -1.98538 , -0.0898873
3800 , 1.89948e-06 , 292.967 , 588.901 , 339.599 , -2.07007 , -0.0929973
3820 , 1.90948e-06 , 292.988 , 589.265 , 339.77 , -2.14466 , -0.0957193
3840 , 1.91948e-06 , 293.006 , 589.617 , 339.94 , -2.20886 , -0.098043
3860 , 1.92948e-06 , 293.022 , 589.955 , 340.109 , -2.26273 , -0.099966
3880 , 1.93948e-06 , 293.035 , 590.28 , 340.276 , -2.30633 , -0.101494
3900 , 1.94948e-06 , 293.046 , 590.591 , 340.442 , -2.33995 , -0.102637
3920 , 1.95948e-06 , 293.055 , 590.889 , 340.606 , -2.36411 , -0.103417
3940 , 1.96948e-06 , 293.063 , 591.175 , 340.768 , -2.37939 , -0.103857
3960 , 1.97948e-06 , 293.069 , 591.45 , 340.929 , -2.38653 , -0.103986
3980 , 1.98948e-06 , 293.074 , 591.717 , 341.089 , -2.38635 , -0.103837
4000 , 1.99948e-06 , 293.078 , 591.977 , 341.248 , -2.3798 , -0.103448
4020 , 2.00948e-06 , 293.083 , 592.233 , 341.407 , -2.36775 , -0.102853
4040 , 2.01948e-06 , 293.087 , 592.486 , 341.565 , -2.35117 , -0.10209
4060 , 2.02948e-06 , 293.092 , 592.74 , 341.724 , -2.33095 , -0.101194
4080 , 2.03948e-06 , 293.098 , 592.997 , 341.883 , -2.30798 , -0.100202
4100 , 2.04948e-06 , 293.105 , 593.257 , 342.044 , -2.2831 , -0.0991457
4120 , 2.05948e-06 , 293.114 , 593.523 , 342.207 , -2.25699 , -0.0980526
4140 , 2.06948e-06 , 293.124 , 593.798 , 342.37 , -2.23023 , -0.096945
4160 , 2.07948e-06 , 293.136 , 594.083 , 342.535 , -2.20325 , -0.095841
4180 , 2.08948e-06 , 293.15 , 594.377 , 342.702 , -2.17633 , -0.0947511
4200 , 2.09948e-06 , 293.165 , 594.682 , 342.871 , -2.14955 , -0.0936784
4220 , 2.10948e-06 , 293.182 , 594.997 , 343.04 , -2.12283 , -0.092621
4240 , 2.11948e-06 , 293.2 , 595.322 , 343.211 , -2.09593 , -0.0915683
4260 , 2.12948e-06 , 293.219 , 595.655 , 343.383 , -2.0684 , -0.0905034
4280 , 2.13948e-06 , 293.24 , 595.996 , 343.554 , -2.03969 , -0.0894051
4300 , 2.14948e-06 , 293.26 , 596.341 , 343.725 , -2.00914 , -0.0882466
4320 , 2.15948e-06 , 293.28 , 596.688 , 343.895 , -1.97598 , -0.0869981
4340 , 2.16948e-06 , 293.3 , 597.036 , 344.062 , -1.93939 , -0.0856272
4360 , 2.17948e-06 , 293.32 , 597.38 , 344.227 , -1.89842 , -0.0840967
4380 , 2.18948e-06 , 293.338 , 597.717 , 344.388 , -1.85228 , -0.0823757
4400 , 2.19948e-06 , 293.354 , 598.046 , 344.544 , -1.80016 , -0.0804306
4420 , 2.20948e-06 , 293.369 , 598.362 , 344.695 , -1.74136 , -0.0782333
4440 , 2.21948e-06 , 293.381 , 598.663 , 344.84 , -1.6753 , -0.075761
4460 , 2.22948e-06 , 293.391 , 598.947 , 344.978 , -1.6016 , -0.0729999
4480 , 2.23948e-06 , 293.398 , 599.211 , 345.108 , -1.51977 , -0.0699348
4500 , 2.24948e-06 , 293.403 , 599.454 , 345.231 , -1.42966 , -0.0665549
4520 , 2.25948e-06 , 293.405 , 599.674 , 345.345 , -1.33123 , -0.0628589
4540 , 2.26948e-06 , 293.405 , 599.87 , 345.451 , -1.22453 , -0.0588489
4560 , 2.27948e-06 , 293.402 , 600.042 , 345.548 , -1.10989 , -0.0545375
4580 , 2.28948e-06 , 293.396 , 600.188 , 345.635 , -0.987715 , -0.0499407
4600 , 2.29948e-06 , 293.388 , 600.311 , 345.714 , -0.858553 , -0.0450792
4620 , 2.30948e-06 , 293.378 , 600.409 , 345.783 , -0.723087 , -0.0399795
4640 , 2.31948e-06 , 293.365 , 600.483 , 345.843 , -0.582074 , -0.0346723
4660 , 2.32948e-06 , 293.352 , 600.535 , 345.895 , -0.436329 , -0.0291871
4680 , 2.33948e-06 , 293.336 , 600.567 , 345.938 , -0.286705 , -0.0235591
4700 , 2.34948e-06 , 293.32 , 600.578 , 345.972 , -0.134081 , -0.0178214
4720 , 2.35948e-06 , 293.303 , 600.572 , 345.998 , 0.020667 , -0.012008
4740 , 2.36948e-06 , 293.285 , 600.549 , 346.016 , 0.1767 , -0.00615164
4760 , 2.37948e-06 , 293.266 , 600.51 , 346.026 , 0.333215 , -0.000284301
4780 , 2.38948e-06 , 293.248 , 600.458 , 346.029 , 0.489468 , 0.00556572
4800 , 2.39948e-06 , 293.229 , 600.393 , 346.025 , 0.644763 , 0.0113711
4820 , 2.40948e-06 , 293.21 , 600.318 , 346.013 , 0.798514 , 0.0171094
4840 , 2.41948e-06 , 293.191 , 600.232 , 345.996 , 0.950197 , 0.0227601
4860 , 2.42948e-06 , 293.173 , 600.136 , 345.971 , 1.09943 , 0.0283094
4880 , 2.43948e-06 , 293.155 , 600.033 , 345.94 , 1.2459 , 0.0337449
4900 , 2.44948e-06 , 293.137 , 599.922 , 345.904 , 1.38931 , 0.0390551
4920 , 2.45948e-06 , 293.119 , 599.804 , 345.861 , 1.5295 , 0.0442339
4940 , 2.46948e-06 , 293.102 , 599.68 , 345.812 , 1.66635 , 0.0492779
4960 , 2.47948e-06 , 293.085 , 599.548 , 345.757 , 1.79982 , 0.0541845
4980 , 2.48948e-06 , 293.069 , 599.411 , 345.697 , 1.92984 , 0.0589516
5000 , 2.49948e-06 , 293.052 , 599.267 , 345.632 , 2.05636 , 0.0635786
5020 , 2.50948e-06 , 293.036 , 599.117 , 345.561 , 2.17935 , 0.0680638
5040 , 2.51947e-06 , 293.02 , 598.961 , 345.484 , 2.29876 , 0.0724058
5060 , 2.52947e-06 , 293.005 , 598.8 , 345.403 , 2.41451 , 0.0766015
5080 , 2.53947e-06 , 292.99 , 598.633 , 345.317 , 2.52649 , 0.0806473
5100 , 2.54947e-06 , 292.975 , 598.461 , 345.226 , 2.63453 , 0.0845373
5120 , 2.55947e-06 , 292.961 , 598.284 , 345.13 , 2.73846 , 0.088264
5140 , 2.56947e-06 , 292.946 , 598.103 , 345.03 , 2.83802 , 0.0918189
5160 , 2.57947e-06 , 292.933 , 597.919 , 344.927 , 2.93294 , 0.0951904
5180 , 2.58947e-06 , 292.92 , 597.731 , 344.82 , 3.0229 , 0.098368
5200 , 2.59947e-06 , 292.907 , 597.541 , 344.71 , 3.10761 , 0.101339
5220 , 2.60947e-06 , 292.896 , 597.35 , 344.598 , 3.18671 , 0.104092
5240 , 2.61947e-06 , 292.884 , 597.158 , 344.483 , 3.25988 , 0.106612
5260 , 2.62947e-06 , 292.875 , 596.968 , 344.366 , 3.32677 , 0.108887
5280 , 2.63947e-06 , 292.866 , 596.779 , 344.248 , 3.38713 , 0.110909
5300 , 2.64947e-06 , 292.857 , 596.592 , 344.128 , 3.44068 , 0.112666
5320 , 2.65947e-06 , 292.85 , 596.408 , 344.009 , 3.48733 , 0.114153
5340 , 2.66947e-06 , 292.844 , 596.228 , 343.889 , 3.52688 , 0.115351
5360 , 2.67947e-06 , 292.839 , 596.053 , 343.769 , 3.55915 , 0.116255
5380 , 2.68947e-06 , 292.835 , 595.882 , 343.649 , 3.58414 , 0.11688
5400 , 2.69947e-06 , 292.832 , 595.718 , 343.53 , 3.60189 , 0.117222
5420 , 2.70947e-06 , 292.83 , 595.559 , 343.412 , 3.61246 , 0.117287
5440 , 2.71947e-06 , 292.828 , 595.404 , 343.294 , 3.61607 , 0.117089
5460 , 2.72947e-06 , 292.827 , 595.256 , 343.178 , 3.61297 , 0.116636
5480 , 2.73947e-06 , 292.827 , 595.111 , 343.062 , 3.60341 , 0.115939
5500 , 2.74947e-06 , 292.827 , 594.971 , 342.948 , 3.58788 , 0.115011
5520 , 2.75947e-06 , 292.827 , 594.834 , 342.835 , 3.56679 , 0.113867
5540 , 2.76947e-06 , 292.827 , 594.7 , 342.722 , 3.5406 , 0.112525
5560 , 2.77947e-06 , 292.826 , 594.567 , 342.611 , 3.50984 , 0.111007
5580 , 2.78947e-06 , 292.826 , 594.433 , 342.5 , 3.47507 , 0.109336
5600 , 2.79947e-06 , 292.824 , 594.299 , 342.389 , 3.43695 , 0.107539
5620 , 2.80947e-06 , 292.821 , 594.163 , 342.279 , 3.3962 , 0.105643
5640 , 2.81947e-06 , 292.817 , 594.022 , 342.168 , 3.35343 , 0.103673
5660 , 2.82947e-06 , 292.812 , 593.877 , 342.058 , 3.30927 , 0.101655
5680 , 2.83947e-06 , 292.805 , 593.725 , 341.948 , 3.2644 , 0.0996139
5700 , 2.84947e-06 , 292.797 , 593.566 , 341.836 , 3.2194 , 0.097575
5720 , 2.85947e-06 , 292.786 , 593.398 , 341.725 , 3.17489 , 0.0955602
5740 , 2.86947e-06 , 292.774 , 593.221 , 341.612 , 3.13136 , 0.0935916
5760 , 2.87947e-06 , 292.759 , 593.033 , 341.498 , 3.08938 , 0.0916903
5780 , 2.88947e-06 , 292.743 , 592.834 , 341.384 , 3.0495 , 0.0898778
5800 , 2.89947e-06 , 292.724 , 592.623 , 341.267 , 3.0122 , 0.0881748
5820 , 2.90947e-06 , 292.703 , 592.399 , 341.15 , 2.9779 , 0.086598
5840 , 2.91947e-06 , 292.679 , 592.163 , 341.031 , 2.947 , 0.0851625
5860 , 2.92947e-06 , 292.653 , 591.912 , 340.91 , 2.91986 , 0.0838783
5880 , 2.93947e-06 , 292.625 , 591.648 , 340.787 , 2.89678 , 0.0827613
5900 , 2.94947e-06 , 292.595 , 591.37 , 340.663 , 2.87803 , 0.081821
5920 , 2.95947e-06 , 292.562 , 591.078 , 340.537 , 2.86384 , 0.0810671
5940 , 2.96947e-06 , 292.527 , 590.772 , 340.408 , 2.85439 , 0.080507
5960 , 2.97947e-06 , 292.49 , 590.452 , 340.278 , 2.84986 , 0.0801475
5980 , 2.98947e-06 , 292.452 , 590.119 , 340.146 , 2.85031 , 0.0799905
6000 , 2.99947e-06 , 292.411 , 589.772 , 340.011 , 2.85583 , 0.0800397
6020 , 3.00947e-06 , 292.368 , 589.413 , 339.875 , 2.86643 , 0.080295
6040 , 3.01947e-06 , 292.324 , 589.042 , 339.736 , 2.88206 , 0.0807559
6060 , 3.02947e-06 , 292.279 , 588.66 , 339.596 , 2.90261 , 0.0814178
6080 , 3.03947e-06 , 292.232 , 588.267 , 339.454 , 2.92793 , 0.0822727
6100 , 3.04947e-06 , 292.184 , 587.865 , 339.31 , 2.95777 , 0.0833124
6120 , 3.05947e-06 , 292.136 , 587.456 , 339.165 , 2.99184 , 0.0845252
6140 , 3.06947e-06 , 292.087 , 587.039 , 339.018 , 3.02975 , 0.0858954
