Step , TotalTime , T , P , Ux , Uy , Uz
5880 , 2.93947e-06 , 232.321 , 648.932 , 431.966 , 7.13145 , 0.242076
5900 , 2.94947e-06 , 232.31 , 648.773 , 431.911 , 7.17665 , 0.243813
5920 , 2.95947e-06 , 232.3 , 648.612 , 431.856 , 7.22069 , 0.245506
5940 , 2.96947e-06 , 232.29 , 648.45 , 431.8 , 7.26342 , 0.247149
5960 , 2.97947e-06 , 232.28 , 648.288 , 431.742 , 7.3048 , 0.248742
5980 , 2.98947e-06 , 232.27 , 648.127 , 431.683 , 7.34475 , 0.25028
6000 , 2.99947e-06 , 232.261 , 647.967 , 431.624 , 7.38311 , 0.251757
6020 , 3.00947e-06 , 232.253 , 647.809 , 431.564 , 7.41988 , 0.253172
6040 , 3.01947e-06 , 232.245 , 647.65 , 431.504 , 7.45503 , 0.254523
6060 , 3.02947e-06 , 232.237 , 647.493 , 431.443 , 7.48847 , 0.255808
6080 , 3.03947e-06 , 232.229 , 647.337 , 431.382 , 7.52019 , 0.257025
6100 , 3.04947e-06 , 232.222 , 647.184 , 431.321 , 7.55023 , 0.258176
6120 , 3.05947e-06 , 232.216 , 647.033 , 431.259 , 7.57855 , 0.25926
6140 , 3.06947e-06 , 232.21 , 646.886 , 431.197 , 7.60511 , 0.260275
6160 , 3.07947e-06 , 232.204 , 646.74 , 431.135 , 7.62991 , 0.261221
6180 , 3.08947e-06 , 232.199 , 646.598 , 431.074 , 7.65293 , 0.262098
