Step , TotalTime , T , P , Ux , Uy , Uz
480 , 2.39499e-07 , 51.3783 , 611.35 , 859.349 , -0.923676 , 2.4348
500 , 2.49499e-07 , 51.4024 , 612.181 , 859.33 , -0.949235 , 2.34175
520 , 2.59499e-07 , 51.4312 , 613.052 , 859.282 , -0.856684 , 2.01563
540 , 2.69499e-07 , 51.4747 , 614.361 , 859.292 , -0.639345 , 1.78529
560 , 2.79498e-07 , 51.5234 , 616.465 , 859.478 , -0.299161 , 1.81278
580 , 2.89498e-07 , 51.5424 , 617.953 , 859.624 , 0.0384675 , 1.96649
600 , 2.99498e-07 , 51.5342 , 618.111 , 859.621 , 0.157252 , 2.09025
620 , 3.09498e-07 , 51.5134 , 617.735 , 859.673 , 0.30644 , 2.18563
640 , 3.19498e-07 , 51.4879 , 617.011 , 859.879 , 0.865004 , 2.28425
660 , 3.29498e-07 , 51.4702 , 616.325 , 860.056 , 1.22091 , 2.62203
680 , 3.39498e-07 , 51.4672 , 616.121 , 860.098 , 0.952377 , 2.83074
700 , 3.49498e-07 , 51.4763 , 616.48 , 860.087 , 0.442433 , 2.77339
720 , 3.59498e-07 , 51.4905 , 617.095 , 860.096 , -0.115531 , 2.48332
740 , 3.69497e-07 , 51.4976 , 617.183 , 860.228 , -0.621268 , 2.00537
760 , 3.79497e-07 , 51.4869 , 616.415 , 860.52 , -0.862299 , 1.34969
780 , 3.89497e-07 , 51.46 , 615.269 , 860.857 , -0.788136 , 0.443074
800 , 3.99497e-07 , 51.4293 , 614.36 , 861.12 , -0.462186 , -0.631226
820 , 4.09497e-07 , 51.403 , 613.722 , 861.307 , -0.186189 , -1.47052
840 , 4.19497e-07 , 51.3871 , 613.341 , 861.428 , -0.122194 , -1.86453
860 , 4.29497e-07 , 51.3811 , 613.227 , 861.478 , -0.190579 , -2.04333
880 , 4.39497e-07 , 51.3856 , 613.384 , 861.5 , -0.230314 , -2.10824
900 , 4.49497e-07 , 51.3945 , 613.705 , 861.578 , -0.190481 , -2.04504
920 , 4.59497e-07 , 51.3987 , 613.858 , 861.778 , -0.17812 , -1.80524
940 , 4.69496e-07 , 51.3933 , 613.642 , 862.111 , -0.32332 , -1.39326
960 , 4.79496e-07 , 51.3775 , 613.026 , 862.503 , -0.556344 , -0.961036
980 , 4.89496e-07 , 51.3526 , 612.073 , 862.843 , -0.639082 , -0.475129
1000 , 4.99496e-07 , 51.3246 , 610.974 , 863.05 , -0.557557 , 0.00328512
1020 , 5.09496e-07 , 51.2999 , 610.002 , 863.083 , -0.543511 , 0.329942
1040 , 5.19496e-07 , 51.2812 , 609.096 , 862.955 , -0.735777 , 0.500714
1060 , 5.29496e-07 , 51.2685 , 608.267 , 862.713 , -0.976644 , 0.626017
1080 , 5.39496e-07 , 51.26 , 607.466 , 862.486 , -0.965724 , 0.762472
1100 , 5.49496e-07 , 51.2514 , 606.638 , 862.341 , -0.66818 , 0.839216
1120 , 5.59496e-07 , 51.2372 , 605.713 , 862.333 , -0.262874 , 0.799788
1140 , 5.69495e-07 , 51.2125 , 604.61 , 862.468 , 0.0982256 , 0.683203
1160 , 5.79495e-07 , 51.1749 , 603.191 , 862.678 , 0.489163 , 0.50463
1180 , 5.89495e-07 , 51.13 , 601.532 , 862.892 , 1.00221 , 0.163818
1200 , 5.99495e-07 , 51.0861 , 599.921 , 863.089 , 1.54905 , -0.385125
1220 , 6.09495e-07 , 51.049 , 598.563 , 863.286 , 1.87372 , -0.835032
1240 , 6.19495e-07 , 51.0199 , 597.485 , 863.435 , 1.85002 , -0.994651
1260 , 6.29495e-07 , 50.9978 , 596.719 , 863.506 , 1.55142 , -1.02772
1280 , 6.39495e-07 , 50.9761 , 596.108 , 863.444 , 1.15106 , -1.03072
1300 , 6.49495e-07 , 50.9504 , 595.413 , 863.257 , 0.914124 , -1.0849
1320 , 6.59494e-07 , 50.9242 , 594.635 , 863.001 , 0.868805 , -1.14697
1340 , 6.69494e-07 , 50.9053 , 594.004 , 862.718 , 0.908418 , -1.16101
1360 , 6.79494e-07 , 50.9041 , 593.949 , 862.473 , 0.956984 , -1.13164
1380 , 6.89494e-07 , 50.9215 , 594.592 , 862.305 , 1.05236 , -1.05365
1400 , 6.99494e-07 , 50.9522 , 595.772 , 862.214 , 1.22182 , -0.962352
1420 , 7.09494e-07 , 50.9869 , 597.09 , 862.163 , 1.35411 , -1.04037
1440 , 7.19494e-07 , 51.021 , 598.261 , 862.118 , 1.18775 , -1.35521
1460 , 7.29494e-07 , 51.0518 , 599.284 , 862.044 , 0.628077 , -1.5785
1480 , 7.39494e-07 , 51.0772 , 600.207 , 861.879 , 0.0188947 , -1.5453
1500 , 7.49493e-07 , 51.0966 , 600.999 , 861.621 , -0.331772 , -1.20863
1520 , 7.59493e-07 , 51.1114 , 601.747 , 861.347 , -0.361515 , -0.79516
1540 , 7.69493e-07 , 51.1244 , 602.426 , 861.141 , -0.178479 , -0.554502
1560 , 7.79493e-07 , 51.1369 , 602.918 , 861.121 , 0.14291 , -0.467474
1580 , 7.89493e-07 , 51.1536 , 603.438 , 861.306 , 0.464819 , -0.492397
1600 , 7.99493e-07 , 51.1745 , 604.158 , 861.642 , 0.738383 , -0.618614
1620 , 8.09493e-07 , 51.1909 , 604.903 , 862.026 , 0.879862 , -0.757218
1640 , 8.19493e-07 , 51.1943 , 605.289 , 862.323 , 0.804719 , -0.74002
1660 , 8.29493e-07 , 51.1827 , 605.133 , 862.415 , 0.470017 , -0.60445
1680 , 8.39493e-07 , 51.1591 , 604.388 , 862.179 , -0.0994743 , -0.523822
1700 , 8.49492e-07 , 51.1344 , 603.26 , 861.65 , -0.774187 , -0.524416
1720 , 8.59492e-07 , 51.1187 , 602.282 , 861.016 , -1.37752 , -0.493695
1740 , 8.69492e-07 , 51.1166 , 601.818 , 860.476 , -1.78719 , -0.411049
1760 , 8.79492e-07 , 51.1269 , 601.926 , 860.125 , -1.86261 , -0.388443
1780 , 8.89492e-07 , 51.146 , 602.376 , 859.987 , -1.61249 , -0.512151
1800 , 8.99492e-07 , 51.1688 , 602.984 , 860.037 , -1.00793 , -0.75689
1820 , 9.09492e-07 , 51.1907 , 603.562 , 860.203 , -0.360499 , -0.993867
1840 , 9.19492e-07 , 51.2108 , 604.246 , 860.372 , -0.0528574 , -1.11053
1860 , 9.29492e-07 , 51.2297 , 605.183 , 860.473 , -0.156989 , -1.03433
1880 , 9.39491e-07 , 51.2456 , 606.377 , 860.465 , -0.541273 , -0.653255
1900 , 9.49491e-07 , 51.2598 , 607.534 , 860.321 , -0.956567 , 0.0271617
1920 , 9.59491e-07 , 51.2784 , 608.724 , 860.078 , -1.30593 , 0.67057
1940 , 9.69491e-07 , 51.3051 , 610.058 , 859.754 , -1.6034 , 0.948132
1960 , 9.79491e-07 , 51.3417 , 611.602 , 859.399 , -1.84864 , 0.823042
1980 , 9.89491e-07 , 51.382 , 613.202 , 859.059 , -2.01281 , 0.411959
2000 , 9.99491e-07 , 51.4165 , 614.551 , 858.767 , -2.05693 , -0.198541
2020 , 1.00949e-06 , 51.4404 , 615.427 , 858.534 , -1.92792 , -0.894335
2040 , 1.01949e-06 , 51.4525 , 615.737 , 858.375 , -1.62973 , -1.39678
2060 , 1.02949e-06 , 51.46 , 615.623 , 858.277 , -1.34146 , -1.57815
2080 , 1.03949e-06 , 51.4741 , 615.721 , 858.207 , -1.25761 , -1.529
2100 , 1.04949e-06 , 51.4992 , 616.46 , 858.138 , -1.38886 , -1.20229
2120 , 1.05949e-06 , 51.532 , 617.792 , 858.067 , -1.55716 , -0.68811
2140 , 1.06949e-06 , 51.5661 , 619.344 , 858.002 , -1.64136 , -0.141766
2160 , 1.07949e-06 , 51.5948 , 620.65 , 857.954 , -1.6037 , 0.43533
2180 , 1.08949e-06 , 51.6149 , 621.483 , 857.958 , -1.42226 , 0.980536
2200 , 1.09949e-06 , 51.6261 , 621.952 , 858.012 , -1.09336 , 1.41873
2220 , 1.10949e-06 , 51.6306 , 622.139 , 858.104 , -0.69034 , 1.71107
2240 , 1.11949e-06 , 51.6326 , 622.19 , 858.204 , -0.353805 , 1.80243
2260 , 1.12949e-06 , 51.6324 , 622.191 , 858.296 , -0.134089 , 1.7074
2280 , 1.13949e-06 , 51.6283 , 621.923 , 858.399 , -0.00204046 , 1.5826
2300 , 1.14949e-06 , 51.6168 , 621.202 , 858.536 , 0.0890293 , 1.59686
2320 , 1.15949e-06 , 51.5941 , 620.003 , 858.777 , 0.176727 , 1.75348
2340 , 1.16949e-06 , 51.5596 , 618.457 , 859.198 , 0.266949 , 1.92187
2360 , 1.17949e-06 , 51.5138 , 616.726 , 859.778 , 0.35549 , 2.03182
2380 , 1.18949e-06 , 51.4623 , 614.965 , 860.371 , 0.458112 , 2.14459
2400 , 1.19949e-06 , 51.4126 , 613.24 , 860.836 , 0.551639 , 2.32792
2420 , 1.20949e-06 , 51.3749 , 611.789 , 861.104 , 0.574945 , 2.54173
2440 , 1.21949e-06 , 51.3596 , 611.037 , 861.23 , 0.514337 , 2.67685
2460 , 1.22949e-06 , 51.3694 , 611.143 , 861.248 , 0.356873 , 2.67334
2480 , 1.23949e-06 , 51.3995 , 612.014 , 861.14 , 0.0386223 , 2.59623
2500 , 1.24949e-06 , 51.4403 , 613.389 , 860.918 , -0.516057 , 2.40345
2520 , 1.25949e-06 , 51.4816 , 614.991 , 860.642 , -1.26097 , 2.11442
2540 , 1.26949e-06 , 51.5148 , 616.504 , 860.375 , -1.90862 , 1.91243
2560 , 1.27949e-06 , 51.5359 , 617.714 , 860.19 , -2.16155 , 1.82337
2580 , 1.28949e-06 , 51.5475 , 618.667 , 860.1 , -1.98955 , 1.78885
2600 , 1.29949e-06 , 51.5568 , 619.499 , 860.086 , -1.58451 , 1.75949
2620 , 1.30949e-06 , 51.5677 , 620.236 , 860.099 , -1.27499 , 1.68191
2640 , 1.31949e-06 , 51.5801 , 620.735 , 860.063 , -1.20262 , 1.49051
2660 , 1.32949e-06 , 51.5902 , 620.904 , 859.939 , -1.30908 , 1.06266
2680 , 1.33949e-06 , 51.5922 , 620.622 , 859.778 , -1.42525 , 0.482447
2700 , 1.34949e-06 , 51.5794 , 619.751 , 859.626 , -1.4546 , -0.28261
2720 , 1.35949e-06 , 51.5517 , 618.264 , 859.466 , -1.42966 , -1.10291
2740 , 1.36949e-06 , 51.5147 , 616.411 , 859.291 , -1.40151 , -1.73017
2760 , 1.37949e-06 , 51.4779 , 614.623 , 859.127 , -1.32133 , -2.0439
2780 , 1.38949e-06 , 51.447 , 613.205 , 859.024 , -1.07978 , -2.02152
2800 , 1.39949e-06 , 51.4239 , 612.23 , 859.05 , -0.661266 , -1.653
2820 , 1.40949e-06 , 51.4065 , 611.645 , 859.236 , -0.264281 , -1.10738
2840 , 1.41949e-06 , 51.3948 , 611.321 , 859.534 , -0.0859968 , -0.754463
2860 , 1.42949e-06 , 51.3883 , 611.218 , 859.831 , -0.195712 , -0.750424
2880 , 1.43949e-06 , 51.3854 , 611.333 , 859.987 , -0.53291 , -0.903026
2900 , 1.44949e-06 , 51.3845 , 611.673 , 859.932 , -0.873912 , -0.973563
2920 , 1.45949e-06 , 51.382 , 612.067 , 859.737 , -1.11799 , -1.01018
2940 , 1.46949e-06 , 51.3729 , 612.202 , 859.481 , -1.28195 , -1.07119
2960 , 1.47949e-06 , 51.3581 , 611.919 , 859.202 , -1.32768 , -1.22845
2980 , 1.48949e-06 , 51.3433 , 611.322 , 858.957 , -1.14541 , -1.45927
3000 , 1.49949e-06 , 51.3331 , 610.685 , 858.893 , -0.615234 , -1.61923
3020 , 1.50949e-06 , 51.3243 , 610.071 , 859.096 , 0.108971 , -1.5583
3040 , 1.51949e-06 , 51.3128 , 609.374 , 859.503 , 0.7103 , -1.30383
3060 , 1.52949e-06 , 51.2935 , 608.391 , 859.972 , 1.14577 , -1.07676
3080 , 1.53949e-06 , 51.265 , 607.083 , 860.33 , 1.39334 , -1.09786
3100 , 1.54949e-06 , 51.2322 , 605.598 , 860.53 , 1.40718 , -1.24199
3120 , 1.55948e-06 , 51.2009 , 604.234 , 860.604 , 1.17519 , -1.29059
3140 , 1.56948e-06 , 51.1779 , 603.298 , 860.619 , 0.737119 , -1.10481
3160 , 1.57948e-06 , 51.1677 , 602.966 , 860.672 , 0.420692 , -0.619474
3180 , 1.58948e-06 , 51.1687 , 603.154 , 860.768 , 0.438037 , -0.0983984
3200 , 1.59948e-06 , 51.1739 , 603.503 , 860.843 , 0.717249 , 0.159681
3220 , 1.60948e-06 , 51.177 , 603.65 , 860.865 , 1.00343 , 0.198134
3240 , 1.61948e-06 , 51.1755 , 603.475 , 860.884 , 1.11772 , 0.286205
3260 , 1.62948e-06 , 51.1692 , 603.126 , 860.948 , 1.11909 , 0.588756
3280 , 1.63948e-06 , 51.1564 , 602.638 , 861.063 , 1.12409 , 1.10436
3300 , 1.64948e-06 , 51.1369 , 601.974 , 861.173 , 1.22043 , 1.70753
3320 , 1.65948e-06 , 51.112 , 601.093 , 861.224 , 1.29818 , 2.16063
3340 , 1.66948e-06 , 51.0867 , 600.053 , 861.176 , 1.15152 , 2.32601
3360 , 1.67948e-06 , 51.0634 , 598.982 , 861.06 , 0.774727 , 2.36237
3380 , 1.68948e-06 , 51.0428 , 598.007 , 860.956 , 0.48465 , 2.40528
3400 , 1.69948e-06 , 51.0209 , 597.09 , 860.929 , 0.504313 , 2.41595
3420 , 1.70948e-06 , 50.9947 , 596.114 , 861.001 , 0.861521 , 2.28721
3440 , 1.71948e-06 , 50.9647 , 594.963 , 861.122 , 1.15411 , 2.06006
3460 , 1.72948e-06 , 50.9355 , 593.8 , 861.273 , 1.22752 , 1.8944
3480 , 1.73948e-06 , 50.9138 , 592.9 , 861.475 , 1.24978 , 1.88094
3500 , 1.74948e-06 , 50.903 , 592.496 , 861.74 , 1.38999 , 1.99605
3520 , 1.75948e-06 , 50.9024 , 592.624 , 862.063 , 1.61212 , 2.16252
3540 , 1.76948e-06 , 50.9044 , 593.023 , 862.414 , 1.73531 , 2.2881
3560 , 1.77948e-06 , 50.9051 , 593.415 , 862.748 , 1.68741 , 2.32131
3580 , 1.78948e-06 , 50.9048 , 593.731 , 863.034 , 1.61101 , 2.21642
3600 , 1.79948e-06 , 50.9066 , 594.06 , 863.263 , 1.62972 , 1.96178
3620 , 1.80948e-06 , 50.9123 , 594.469 , 863.442 , 1.67608 , 1.70614
3640 , 1.81948e-06 , 50.9236 , 595.039 , 863.564 , 1.56971 , 1.54895
3660 , 1.82948e-06 , 50.9404 , 595.76 , 863.588 , 1.16658 , 1.39195
3680 , 1.83948e-06 , 50.9614 , 596.56 , 863.453 , 0.497876 , 1.22195
3700 , 1.84948e-06 , 50.9799 , 597.197 , 863.165 , -0.141892 , 1.117
3720 , 1.85948e-06 , 50.9926 , 597.519 , 862.818 , -0.563498 , 1.0597
3740 , 1.86948e-06 , 51.002 , 597.675 , 862.523 , -0.85785 , 0.927562
3760 , 1.87948e-06 , 51.0135 , 597.934 , 862.297 , -1.17265 , 0.544881
3780 , 1.88948e-06 , 51.031 , 598.539 , 862.105 , -1.37149 , -0.0820253
3800 , 1.89948e-06 , 51.0574 , 599.581 , 861.932 , -1.24894 , -0.692087
3820 , 1.90948e-06 , 51.0933 , 601.01 , 861.779 , -0.80014 , -1.1332
3840 , 1.91948e-06 , 51.1375 , 602.675 , 861.619 , -0.253566 , -1.38404
3860 , 1.92948e-06 , 51.1858 , 604.447 , 861.438 , 0.0452593 , -1.43158
3880 , 1.93948e-06 , 51.2361 , 606.276 , 861.184 , 0.0482027 , -1.39756
3900 , 1.94948e-06 , 51.2826 , 608.081 , 860.824 , -0.170753 , -1.32064
3920 , 1.95948e-06 , 51.3203 , 609.583 , 860.384 , -0.46676 , -1.28589
3940 , 1.96948e-06 , 51.3453 , 610.596 , 859.975 , -0.667367 , -1.25708
3960 , 1.97948e-06 , 51.3578 , 611.033 , 859.732 , -0.637651 , -1.07916
3980 , 1.98948e-06 , 51.3656 , 611.042 , 859.699 , -0.357342 , -0.691916
4000 , 1.99948e-06 , 51.3793 , 611.36 , 859.865 , 0.054961 , -0.364724
4020 , 2.00948e-06 , 51.401 , 612.131 , 860.182 , 0.426286 , -0.215199
4040 , 2.01948e-06 , 51.4246 , 613.186 , 860.561 , 0.627732 , -0.0346543
4060 , 2.02948e-06 , 51.4426 , 614.114 , 860.932 , 0.576005 , 0.396781
4080 , 2.03948e-06 , 51.4531 , 614.69 , 861.263 , 0.326556 , 1.00728
4100 , 2.04948e-06 , 51.4575 , 614.934 , 861.522 , 0.0867328 , 1.56373
4120 , 2.05948e-06 , 51.4591 , 615.009 , 861.681 , -0.0545303 , 1.94096
4140 , 2.06948e-06 , 51.4616 , 615.081 , 861.741 , -0.238023 , 2.06246
4160 , 2.07948e-06 , 51.4652 , 615.225 , 861.725 , -0.610778 , 1.98173
4180 , 2.08948e-06 , 51.465 , 615.301 , 861.681 , -0.995163 , 1.72716
4200 , 2.09948e-06 , 51.4562 , 614.915 , 861.682 , -1.07432 , 1.49513
4220 , 2.10948e-06 , 51.4385 , 614.093 , 861.77 , -0.717054 , 1.28935
4240 , 2.11948e-06 , 51.4139 , 612.945 , 861.967 , -0.0943283 , 1.05439
4260 , 2.12948e-06 , 51.3853 , 611.64 , 862.181 , 0.242942 , 0.779633
4280 , 2.13948e-06 , 51.3557 , 610.381 , 862.319 , 0.18739 , 0.564466
4300 , 2.14948e-06 , 51.3256 , 609.223 , 862.33 , -0.00474343 , 0.591715
4320 , 2.15948e-06 , 51.2931 , 608.125 , 862.193 , -0.151179 , 0.72347
4340 , 2.16948e-06 , 51.26 , 607.024 , 861.959 , -0.235538 , 0.904906
4360 , 2.17948e-06 , 51.2283 , 605.955 , 861.693 , -0.338342 , 1.05161
4380 , 2.18948e-06 , 51.2015 , 604.951 , 861.428 , -0.50634 , 1.10735
4400 , 2.19948e-06 , 51.1802 , 604.047 , 861.177 , -0.645045 , 1.11597
4420 , 2.20948e-06 , 51.1639 , 603.232 , 860.946 , -0.628304 , 1.07015
4440 , 2.21948e-06 , 51.1484 , 602.361 , 860.774 , -0.395875 , 1.05411
4460 , 2.22948e-06 , 51.1302 , 601.24 , 860.636 , -0.0920038 , 1.14613
4480 , 2.23948e-06 , 51.1125 , 600.023 , 860.508 , 0.0627989 , 1.18538
4500 , 2.24948e-06 , 51.0978 , 598.984 , 860.385 , 0.0348195 , 1.18554
4520 , 2.25948e-06 , 51.0863 , 598.291 , 860.283 , -0.0276476 , 1.1795
4540 , 2.26948e-06 , 51.0785 , 598.052 , 860.229 , 0.0908946 , 1.21354
4560 , 2.27948e-06 , 51.0738 , 598.162 , 860.23 , 0.367071 , 1.27625
4580 , 2.28948e-06 , 51.0702 , 598.505 , 860.262 , 0.62701 , 1.2793
4600 , 2.29948e-06 , 51.066 , 598.948 , 860.266 , 0.814428 , 1.12862
4620 , 2.30948e-06 , 51.0592 , 599.186 , 860.2 , 0.965057 , 0.828019
4640 , 2.31948e-06 , 51.0529 , 599.212 , 860.093 , 1.07532 , 0.337582
4660 , 2.32948e-06 , 51.0538 , 599.29 , 860.012 , 1.1105 , -0.252683
4680 , 2.33948e-06 , 51.0648 , 599.656 , 860.01 , 1.09874 , -0.631655
4700 , 2.34948e-06 , 51.0847 , 600.265 , 860.055 , 1.08698 , -0.693512
4720 , 2.35948e-06 , 51.1118 , 601.053 , 860.078 , 1.08329 , -0.647797
4740 , 2.36948e-06 , 51.1411 , 601.887 , 860.102 , 1.07488 , -0.680894
4760 , 2.37948e-06 , 51.1652 , 602.571 , 860.223 , 1.08537 , -0.770011
4780 , 2.38948e-06 , 51.1775 , 602.925 , 860.494 , 1.13384 , -0.721463
4800 , 2.39948e-06 , 51.1783 , 602.983 , 860.87 , 1.24103 , -0.422253
4820 , 2.40948e-06 , 51.1723 , 602.946 , 861.256 , 1.361 , 0.0304972
4840 , 2.41948e-06 , 51.1628 , 602.9 , 861.588 , 1.39742 , 0.323423
4860 , 2.42948e-06 , 51.1532 , 602.828 , 861.833 , 1.26852 , 0.24914
4880 , 2.43948e-06 , 51.1457 , 602.743 , 861.973 , 0.963662 , -0.18316
4900 , 2.44948e-06 , 51.1437 , 602.721 , 862.012 , 0.554812 , -0.745135
4920 , 2.45948e-06 , 51.1447 , 602.671 , 862.023 , 0.148692 , -1.1664
4940 , 2.46948e-06 , 51.1432 , 602.503 , 862.025 , -0.165013 , -1.35979
4960 , 2.47948e-06 , 51.1331 , 602.093 , 862.001 , -0.358481 , -1.44772
4980 , 2.48948e-06 , 51.1129 , 601.363 , 861.93 , -0.427279 , -1.55517
5000 , 2.49948e-06 , 51.0885 , 600.467 , 861.828 , -0.318922 , -1.68706
5020 , 2.50948e-06 , 51.0665 , 599.621 , 861.727 , 0.0525739 , -1.77839
5040 , 2.51947e-06 , 51.0564 , 599.133 , 861.655 , 0.525385 , -1.76655
5060 , 2.52947e-06 , 51.0645 , 599.369 , 861.609 , 0.782339 , -1.73206
5080 , 2.53947e-06 , 51.0893 , 600.375 , 861.589 , 0.740935 , -1.79901
5100 , 2.54947e-06 , 51.1195 , 601.786 , 861.542 , 0.386792 , -1.97366
5120 , 2.55947e-06 , 51.1456 , 603.122 , 861.395 , -0.254806 , -2.17633
5140 , 2.56947e-06 , 51.1642 , 604.134 , 861.14 , -0.962489 , -2.33859
5160 , 2.57947e-06 , 51.1787 , 604.908 , 860.806 , -1.48157 , -2.39307
5180 , 2.58947e-06 , 51.1933 , 605.606 , 860.443 , -1.63279 , -2.32464
5200 , 2.59947e-06 , 51.2103 , 606.34 , 860.069 , -1.48011 , -2.04639
5220 , 2.60947e-06 , 51.2303 , 607.037 , 859.689 , -0.999137 , -1.68097
5240 , 2.61947e-06 , 51.2496 , 607.548 , 859.406 , -0.328678 , -1.39678
5260 , 2.62947e-06 , 51.2632 , 607.713 , 859.267 , 0.30002 , -1.22729
5280 , 2.63947e-06 , 51.268 , 607.44 , 859.242 , 0.674488 , -1.14847
5300 , 2.64947e-06 , 51.2595 , 606.759 , 859.275 , 0.765573 , -1.1374
5320 , 2.65947e-06 , 51.2372 , 605.817 , 859.317 , 0.673219 , -1.15946
5340 , 2.66947e-06 , 51.2012 , 604.616 , 859.354 , 0.576106 , -1.12181
5360 , 2.67947e-06 , 51.1555 , 603.117 , 859.379 , 0.621512 , -0.956654
5380 , 2.68947e-06 , 51.1088 , 601.363 , 859.415 , 0.842281 , -0.705332
5400 , 2.69947e-06 , 51.071 , 599.721 , 859.474 , 1.16534 , -0.462727
5420 , 2.70947e-06 , 51.0467 , 598.427 , 859.567 , 1.49385 , -0.285755
5440 , 2.71947e-06 , 51.0333 , 597.518 , 859.738 , 1.75812 , -0.16571
5460 , 2.72947e-06 , 51.0247 , 596.902 , 860.054 , 1.9991 , -0.0740314
5480 , 2.73947e-06 , 51.0133 , 596.282 , 860.527 , 2.32614 , 0.00814499
5500 , 2.74947e-06 , 50.9966 , 595.543 , 861.055 , 2.70366 , 0.0925561
5520 , 2.75947e-06 , 50.9819 , 594.812 , 861.481 , 2.86689 , 0.180045
5540 , 2.76947e-06 , 50.9784 , 594.585 , 861.762 , 2.59994 , 0.274327
5560 , 2.77947e-06 , 50.9891 , 595.064 , 861.934 , 1.85424 , 0.344429
5580 , 2.78947e-06 , 51.0131 , 596.273 , 862.065 , 0.967197 , 0.39462
5600 , 2.79947e-06 , 51.0421 , 597.727 , 862.087 , 0.383254 , 0.476595
5620 , 2.80947e-06 , 51.0742 , 599.03 , 862 , 0.159205 , 0.621812
5640 , 2.81947e-06 , 51.1103 , 600.244 , 861.85 , 0.096216 , 0.731661
5660 , 2.82947e-06 , 51.1524 , 601.615 , 861.67 , 0.00519176 , 0.698879
5680 , 2.83947e-06 , 51.2 , 603.261 , 861.472 , -0.107772 , 0.521557
5700 , 2.84947e-06 , 51.251 , 605.194 , 861.307 , -0.13292 , 0.381238
5720 , 2.85947e-06 , 51.3031 , 607.356 , 861.225 , -0.0372336 , 0.444104
5740 , 2.86947e-06 , 51.3544 , 609.641 , 861.254 , 0.106451 , 0.673371
5760 , 2.87947e-06 , 51.4085 , 612.051 , 861.389 , 0.138381 , 0.885179
5780 , 2.88947e-06 , 51.4705 , 614.796 , 861.612 , -0.00888491 , 0.902553
5800 , 2.89947e-06 , 51.5402 , 618.021 , 861.895 , -0.218256 , 0.700189
5820 , 2.90947e-06 , 51.6086 , 621.395 , 862.174 , -0.4165 , 0.375629
5840 , 2.91947e-06 , 51.6652 , 624.238 , 862.334 , -0.699132 , 0.127318
5860 , 2.92947e-06 , 51.7071 , 626.181 , 862.304 , -1.18277 , 0.102152
5880 , 2.93947e-06 , 51.7362 , 627.226 , 862.132 , -1.76553 , 0.254155
5900 , 2.94947e-06 , 51.7584 , 627.755 , 861.956 , -2.18982 , 0.361944
5920 , 2.95947e-06 , 51.7753 , 628.068 , 861.883 , -2.33271 , 0.356648
5940 , 2.96947e-06 , 51.7841 , 628.207 , 861.926 , -2.26282 , 0.2626
5960 , 2.97947e-06 , 51.7801 , 628.048 , 862.097 , -2.01861 , 0.0706133
5980 , 2.98947e-06 , 51.7581 , 627.2 , 862.365 , -1.62124 , -0.296176
6000 , 2.99947e-06 , 51.7166 , 625.57 , 862.686 , -1.08873 , -0.909427
6020 , 3.00947e-06 , 51.656 , 623.205 , 863.011 , -0.47931 , -1.56426
6040 , 3.01947e-06 , 51.5808 , 620.352 , 863.296 , 0.0326499 , -2.03212
6060 , 3.02947e-06 , 51.5004 , 617.389 , 863.504 , 0.207869 , -2.27425
6080 , 3.03947e-06 , 51.42 , 614.425 , 863.515 , 0.064941 , -2.35701
