x,M_axis_run1,M_axis_run2,Mfit_run1,Mfit_run2
1.094981804490089417e-01,4.000938892364501953e+00,4.006311893463134766e+00,4.001736164093017578e+00,4.002960205078125000e+00
1.103832051157951355e-01,4.000711917877197266e+00,4.006026268005371094e+00,4.001494407653808594e+00,4.002665519714355469e+00
1.112682148814201355e-01,4.000494956970214844e+00,4.005789756774902344e+00,4.001260757446289062e+00,4.002375602722167969e+00
1.121532246470451355e-01,4.000290870666503906e+00,4.005563735961914062e+00,4.001029014587402344e+00,4.002092838287353516e+00
1.130382344126701355e-01,4.000092983245849609e+00,4.005339622497558594e+00,4.000800609588623047e+00,4.001828670501708984e+00
1.139232516288757324e-01,3.999897956848144531e+00,4.005115985870361328e+00,4.000574111938476562e+00,4.001582622528076172e+00
1.148082539439201355e-01,3.999714136123657227e+00,4.004896163940429688e+00,4.000360965728759766e+00,4.001362800598144531e+00
1.156932637095451355e-01,3.999536275863647461e+00,4.004646778106689453e+00,4.000159740447998047e+00,4.001157283782958984e+00
1.165782809257507324e-01,3.999366044998168945e+00,4.004430770874023438e+00,3.999971866607666016e+00,4.000973224639892578e+00
1.174632906913757324e-01,3.999199151992797852e+00,4.004175662994384766e+00,3.999794960021972656e+00,4.000806331634521484e+00
1.183483004570007324e-01,3.999041795730590820e+00,4.003906250000000000e+00,3.999632596969604492e+00,4.000657081604003906e+00
1.192333102226257324e-01,3.998892307281494141e+00,4.003611087799072266e+00,3.999482154846191406e+00,4.000519752502441406e+00
1.201183199882507324e-01,3.998750686645507812e+00,4.003302574157714844e+00,3.999345541000366211e+00,4.000398635864257812e+00
1.210033297538757324e-01,3.998617887496948242e+00,4.003005981445312500e+00,3.999217033386230469e+00,4.000288486480712891e+00
1.218883469700813293e-01,3.998490333557128906e+00,4.002684593200683594e+00,3.999100685119628906e+00,4.000185012817382812e+00
1.227733567357063293e-01,3.998376607894897461e+00,4.002391815185546875e+00,3.999002695083618164e+00,4.000090599060058594e+00
1.236583665013313293e-01,3.998266935348510742e+00,4.002104282379150391e+00,3.998905420303344727e+00,4.000007629394531250e+00
1.245433762669563293e-01,3.998172044754028320e+00,4.001791954040527344e+00,3.998816728591918945e+00,3.999932527542114258e+00
1.254283934831619263e-01,3.998086452484130859e+00,4.001524925231933594e+00,3.998736143112182617e+00,3.999863624572753906e+00
1.263134032487869263e-01,3.998008489608764648e+00,4.001253604888916016e+00,3.998662233352661133e+00,3.999796628952026367e+00
1.271984130144119263e-01,3.997936964035034180e+00,4.001008987426757812e+00,3.998593330383300781e+00,3.999741077423095703e+00
1.280834227800369263e-01,3.997880220413208008e+00,4.000779151916503906e+00,3.998534202575683594e+00,3.999685764312744141e+00
1.289684325456619263e-01,3.997828245162963867e+00,4.000562667846679688e+00,3.998482227325439453e+00,3.999647140502929688e+00
1.298534423112869263e-01,3.997786283493041992e+00,4.000350475311279297e+00,3.998438596725463867e+00,3.999613046646118164e+00
1.307384520769119263e-01,3.997753143310546875e+00,4.000155448913574219e+00,3.998405694961547852e+00,3.999585628509521484e+00
1.316234618425369263e-01,3.997730731964111328e+00,3.999981880187988281e+00,3.998381853103637695e+00,3.999564886093139648e+00
1.325084716081619263e-01,3.997715234756469727e+00,3.999827861785888672e+00,3.998366355895996094e+00,3.999553680419921875e+00
1.333934813737869263e-01,3.997709989547729492e+00,3.999694347381591797e+00,3.998361349105834961e+00,3.999548196792602539e+00
1.342784911394119263e-01,3.997714757919311523e+00,3.999573707580566406e+00,3.998365402221679688e+00,3.999543905258178711e+00
1.351635009050369263e-01,3.997723102569580078e+00,3.999471426010131836e+00,3.998373508453369141e+00,3.999551296234130859e+00
1.360485106706619263e-01,3.997732877731323242e+00,3.999329805374145508e+00,3.998385667800903320e+00,3.999563455581665039e+00
1.369335353374481201e-01,3.997748374938964844e+00,3.999249219894409180e+00,3.998402833938598633e+00,3.999574661254882812e+00
1.378185451030731201e-01,3.997765541076660156e+00,3.999134063720703125e+00,3.998420000076293945e+00,3.999593973159790039e+00
1.387035548686981201e-01,3.997782230377197266e+00,3.999021053314208984e+00,3.998437404632568359e+00,3.999612808227539062e+00
1.395885646343231201e-01,3.997805118560791016e+00,3.998904943466186523e+00,3.998462438583374023e+00,3.999636888504028320e+00
1.404735743999481201e-01,3.997829914093017578e+00,3.998797416687011719e+00,3.998487472534179688e+00,3.999660491943359375e+00
1.413585990667343140e-01,3.997855424880981445e+00,3.998669624328613281e+00,3.998513460159301758e+00,3.999696493148803711e+00
1.422435939311981201e-01,3.997886896133422852e+00,3.998555660247802734e+00,3.998543262481689453e+00,3.999736547470092773e+00
1.431286036968231201e-01,3.997919797897338867e+00,3.998451709747314453e+00,3.998575925827026367e+00,3.999770164489746094e+00
1.440136134624481201e-01,3.997951269149780273e+00,3.998367547988891602e+00,3.998608827590942383e+00,3.999801397323608398e+00
1.448986232280731201e-01,3.997980594635009766e+00,3.998288869857788086e+00,3.998638153076171875e+00,3.999838352203369141e+00
1.457836329936981201e-01,3.998014688491821289e+00,3.998214483261108398e+00,3.998671531677246094e+00,3.999881505966186523e+00
1.466686427593231201e-01,3.998045444488525391e+00,3.998132944107055664e+00,3.998706102371215820e+00,3.999931335449218750e+00
1.475536525249481201e-01,3.998072862625122070e+00,3.998031377792358398e+00,3.998734951019287109e+00,3.999973773956298828e+00
1.484386622905731201e-01,3.998102903366088867e+00,3.997964382171630859e+00,3.998767852783203125e+00,4.000013828277587891e+00
1.493236869573593140e-01,3.998129367828369141e+00,3.997819900512695312e+00,3.998798131942749023e+00,4.000050544738769531e+00
1.502086967229843140e-01,3.998154401779174805e+00,3.997711420059204102e+00,3.998825788497924805e+00,4.000082015991210938e+00
1.510937064886093140e-01,3.998181343078613281e+00,3.997598886489868164e+00,3.998856067657470703e+00,4.000112533569335938e+00
1.519787162542343140e-01,3.998206377029418945e+00,3.997480869293212891e+00,3.998884439468383789e+00,4.000145912170410156e+00
1.528637260198593140e-01,3.998230218887329102e+00,3.997364759445190430e+00,3.998911142349243164e+00,4.000178813934326172e+00
1.537487357854843140e-01,3.998253107070922852e+00,3.997251510620117188e+00,3.998936414718627930e+00,4.000211715698242188e+00
1.546337455511093140e-01,3.998281955718994141e+00,3.997133493423461914e+00,3.998964786529541016e+00,4.000241279602050781e+00
1.555187553167343140e-01,3.998306989669799805e+00,3.997023344039916992e+00,3.998987913131713867e+00,4.000273704528808594e+00
1.564037650823593140e-01,3.998326301574707031e+00,3.996916532516479492e+00,3.999006748199462891e+00,4.000299930572509766e+00
1.572887748479843140e-01,3.998349428176879883e+00,3.996808528900146484e+00,3.999030590057373047e+00,4.000329971313476562e+00
1.581737846136093140e-01,3.998367786407470703e+00,3.996700286865234375e+00,3.999047517776489258e+00,4.000355720520019531e+00
1.590587943792343140e-01,3.998390674591064453e+00,3.996604681015014648e+00,3.999069213867187500e+00,4.000383853912353516e+00
1.599438041448593140e-01,3.998409748077392578e+00,3.996472358703613281e+00,3.999087095260620117e+00,4.000406265258789062e+00
1.608288288116455078e-01,3.998430967330932617e+00,3.996407270431518555e+00,3.999108314514160156e+00,4.000431537628173828e+00
1.617138385772705078e-01,3.998448133468627930e+00,3.996298789978027344e+00,3.999124050140380859e+00,4.000458240509033203e+00
1.625988483428955078e-01,3.998466253280639648e+00,3.996208429336547852e+00,3.999143600463867188e+00,4.000480651855468750e+00
1.634838581085205078e-01,3.998478651046752930e+00,3.996124744415283203e+00,3.999157190322875977e+00,4.000503063201904297e+00
1.643688678741455078e-01,3.998495817184448242e+00,3.996044874191284180e+00,3.999173402786254883e+00,4.000526428222656250e+00
1.652538776397705078e-01,3.998516798019409180e+00,3.995972633361816406e+00,3.999192476272583008e+00,4.000550270080566406e+00
1.661388874053955078e-01,3.998528718948364258e+00,3.995904445648193359e+00,3.999209165573120117e+00,4.000573158264160156e+00
1.670238971710205078e-01,3.998543739318847656e+00,3.995838880538940430e+00,3.999222040176391602e+00,4.000593662261962891e+00
1.679089069366455078e-01,3.998563289642333984e+00,3.995766639709472656e+00,3.999240159988403320e+00,4.000613689422607422e+00
1.687939167022705078e-01,3.998573303222656250e+00,3.995699644088745117e+00,3.999250411987304688e+00,4.000634670257568359e+00
1.696789264678955078e-01,3.998584747314453125e+00,3.995630025863647461e+00,3.999266386032104492e+00,4.000650405883789062e+00
1.705639362335205078e-01,3.998598098754882812e+00,3.995563983917236328e+00,3.999278783798217773e+00,4.000668048858642578e+00
1.714489459991455078e-01,3.998609066009521484e+00,3.995489358901977539e+00,3.999286890029907227e+00,4.000689029693603516e+00
1.723339557647705078e-01,3.998621940612792969e+00,3.995455503463745117e+00,3.999300241470336914e+00,4.000702857971191406e+00
1.732189804315567017e-01,3.998635053634643555e+00,3.995359897613525391e+00,3.999314308166503906e+00,4.000719547271728516e+00
1.741039901971817017e-01,3.998645305633544922e+00,3.995301485061645508e+00,3.999323844909667969e+00,4.000738143920898438e+00
1.749889850616455078e-01,3.998652696609497070e+00,3.995242834091186523e+00,3.999331235885620117e+00,4.000751972198486328e+00
1.758740097284317017e-01,3.998662948608398438e+00,3.995182037353515625e+00,3.999341726303100586e+00,4.000766277313232422e+00
1.767590194940567017e-01,3.998676061630249023e+00,3.995132207870483398e+00,3.999352693557739258e+00,4.000780582427978516e+00
1.776440292596817017e-01,3.998686313629150391e+00,3.995080232620239258e+00,3.999364137649536133e+00,4.000795841217041016e+00
1.785290390253067017e-01,3.998699426651000977e+00,3.995033502578735352e+00,3.999377965927124023e+00,4.000807285308837891e+00
1.794140487909317017e-01,3.998708724975585938e+00,3.994983911514282227e+00,3.999383687973022461e+00,4.000820636749267578e+00
1.802990585565567017e-01,3.998723745346069336e+00,3.994929313659667969e+00,3.999400138854980469e+00,4.000832080841064453e+00
1.811840683221817017e-01,3.998732089996337891e+00,3.994881153106689453e+00,3.999409437179565430e+00,4.000846385955810547e+00
1.820690780878067017e-01,3.998745918273925781e+00,3.994828701019287109e+00,3.999423503875732422e+00,4.000858783721923828e+00
1.829540729522705078e-01,3.998758077621459961e+00,3.994787454605102539e+00,3.999435424804687500e+00,4.000870704650878906e+00
1.838390976190567017e-01,3.998769521713256836e+00,3.994759559631347656e+00,3.999447822570800781e+00,4.000885009765625000e+00
1.847241073846817017e-01,3.998784542083740234e+00,3.994697093963623047e+00,3.999461174011230469e+00,4.000892639160156250e+00
1.856091320514678955e-01,3.998797416687011719e+00,3.994705915451049805e+00,3.999475479125976562e+00,4.000903129577636719e+00
1.864941418170928955e-01,3.998815059661865234e+00,3.994675159454345703e+00,3.999491930007934570e+00,4.000913619995117188e+00
1.873791515827178955e-01,3.998827457427978516e+00,3.994643449783325195e+00,3.999505996704101562e+00,4.000924110412597656e+00
1.882641613483428955e-01,3.998838901519775391e+00,3.994615554809570312e+00,3.999521255493164062e+00,4.000935077667236328e+00
1.891491711139678955e-01,3.998851299285888672e+00,3.994587421417236328e+00,3.999531269073486328e+00,4.000947475433349609e+00
1.900341808795928955e-01,3.998869180679321289e+00,3.994560241699218750e+00,3.999549865722656250e+00,4.000955581665039062e+00
1.909191906452178955e-01,3.998882532119750977e+00,3.994534730911254883e+00,3.999562025070190430e+00,4.000966548919677734e+00
1.918042153120040894e-01,3.998896598815917969e+00,3.994507789611816406e+00,3.999577283859252930e+00,4.000977993011474609e+00
1.926892101764678955e-01,3.998908996582031250e+00,3.994481801986694336e+00,3.999592542648315430e+00,4.000988006591796875e+00
1.935742199420928955e-01,3.998919963836669922e+00,3.994465589523315430e+00,3.999602556228637695e+00,4.000994682312011719e+00
1.944592297077178955e-01,3.998934030532836914e+00,3.994449615478515625e+00,3.999614000320434570e+00,4.001005172729492188e+00
1.953442394733428955e-01,3.998950481414794922e+00,3.994424581527709961e+00,3.999628543853759766e+00,4.001011371612548828e+00
1.962292492389678955e-01,3.998959779739379883e+00,3.994441747665405273e+00,3.999636411666870117e+00,4.001015186309814453e+00
1.971142739057540894e-01,3.998962879180908203e+00,3.994392871856689453e+00,3.999639987945556641e+00,4.001022815704345703e+00
1.979992836713790894e-01,3.998967647552490234e+00,3.994382619857788086e+00,3.999644517898559570e+00,4.001025199890136719e+00
1.988842934370040894e-01,3.998968124389648438e+00,3.994359731674194336e+00,3.999643325805664062e+00,4.001027107238769531e+00
1.997693032026290894e-01,3.998969316482543945e+00,3.994334697723388672e+00,3.999644041061401367e+00,4.001028060913085938e+00
2.006543129682540894e-01,3.998967170715332031e+00,3.994303941726684570e+00,3.999639987945556641e+00,4.001028060913085938e+00
2.015393227338790894e-01,3.998962402343750000e+00,3.994273424148559570e+00,3.999633312225341797e+00,4.001021385192871094e+00
2.024243324995040894e-01,3.998960494995117188e+00,3.994237899780273438e+00,3.999628305435180664e+00,4.001016139984130859e+00
2.033093422651290894e-01,3.998951673507690430e+00,3.994208335876464844e+00,3.999620914459228516e+00,4.001009464263916016e+00
2.041943520307540894e-01,3.998940706253051758e+00,3.994184494018554688e+00,3.999612808227539062e+00,4.001001358032226562e+00
2.050793617963790894e-01,3.998934030532836914e+00,3.994162559509277344e+00,3.999601840972900391e+00,4.000991821289062500e+00
2.059643715620040894e-01,3.998924970626831055e+00,3.994142770767211914e+00,3.999593734741210938e+00,4.000977039337158203e+00
2.068493813276290894e-01,3.998910665512084961e+00,3.994120836257934570e+00,3.999579429626464844e+00,4.000966072082519531e+00
2.077343910932540894e-01,3.998903751373291016e+00,3.994107961654663086e+00,3.999572277069091797e+00,4.000954151153564453e+00
2.086194008588790894e-01,3.998890399932861328e+00,3.994061231613159180e+00,3.999562501907348633e+00,4.000940322875976562e+00
2.095044255256652832e-01,3.998878002166748047e+00,3.994085073471069336e+00,3.999549150466918945e+00,4.000927925109863281e+00
2.103894352912902832e-01,3.998868465423583984e+00,3.994064807891845703e+00,3.999540805816650391e+00,4.000919342041015625e+00
2.112744450569152832e-01,3.998852491378784180e+00,3.994051218032836914e+00,3.999526977539062500e+00,4.000910758972167969e+00
2.121594548225402832e-01,3.998846769332885742e+00,3.994044542312622070e+00,3.999523401260375977e+00,4.000900268554687500e+00
2.130444645881652832e-01,3.998835802078247070e+00,3.994046449661254883e+00,3.999512195587158203e+00,4.000897884368896484e+00
2.139294743537902832e-01,3.998823881149291992e+00,3.994048595428466797e+00,3.999503850936889648e+00,4.000893115997314453e+00
2.148144841194152832e-01,3.998816728591918945e+00,3.994061231613159180e+00,3.999498128890991211e+00,4.000889301300048828e+00
2.156994938850402832e-01,3.998810529708862305e+00,3.994075059890747070e+00,3.999494552612304688e+00,4.000889301300048828e+00
2.165844887495040894e-01,3.998807430267333984e+00,3.994105339050292969e+00,3.999488115310668945e+00,4.000893115997314453e+00
2.174695134162902832e-01,3.998804092407226562e+00,3.994136095046997070e+00,3.999487161636352539e+00,4.000898838043212891e+00
2.183545231819152832e-01,3.998805761337280273e+00,3.994177103042602539e+00,3.999487876892089844e+00,4.000903129577636719e+00
2.192395329475402832e-01,3.998807430267333984e+00,3.994220256805419922e+00,3.999488592147827148e+00,4.000913143157958984e+00
2.201245427131652832e-01,3.998809814453125000e+00,3.994301319122314453e+00,3.999490976333618164e+00,4.000926017761230469e+00
2.210095673799514771e-01,3.998812437057495117e+00,3.994320154190063477e+00,3.999491453170776367e+00,4.000942230224609375e+00
2.218945771455764771e-01,3.998816251754760742e+00,3.994370460510253906e+00,3.999495744705200195e+00,4.000957965850830078e+00
2.227795869112014771e-01,3.998819351196289062e+00,3.994437694549560547e+00,3.999496459960937500e+00,4.000976085662841797e+00
2.236645966768264771e-01,3.998818159103393555e+00,3.994472026824951172e+00,3.999495267868041992e+00,4.000994682312011719e+00
2.245496064424514771e-01,3.998822450637817383e+00,3.994636774063110352e+00,3.999498844146728516e+00,4.001017093658447266e+00
2.254346311092376709e-01,3.998827934265136719e+00,3.994342803955078125e+00,3.999501466751098633e+00,4.001036167144775391e+00
2.263196259737014771e-01,3.998830556869506836e+00,3.995615243911743164e+00,3.999502420425415039e+00,4.001060009002685547e+00
2.272046357393264771e-01,3.998829126358032227e+00,3.991423845291137695e+00,3.999502897262573242e+00,4.001077651977539062e+00
2.280896455049514771e-01,3.998830080032348633e+00,4.006418704986572266e+00,3.999501228332519531e+00,4.001110553741455078e+00
2.289746552705764771e-01,3.998829603195190430e+00,3.892223358154296875e+00,3.999501466751098633e+00,4.001114368438720703e+00
