"Cell Type","P","T","Ux","Uy","Uz","cfl","dHtdx","dHtdy","dHtdz","dPdx","dPdy","dPdz","dUxdx","dUxdy","dUxdz","dUydx","dUydy","dUydz","dUzdx","dUzdy","dUzdz","drodx","drody","drodz","ro","roUx","roUy","roUz","roe","sonic","volume","vtkOriginalCellIds"
,2.596e+05,1297.9,96.734,1.5669,0.027633,0.74907,-2.9035,177.68,-0.00218,-0.0085855,-0.0018063,-4.774e-05,0.0013034,-0.078418,-0.00033322,2.1092e-05,-0.0012773,-5.3981e-06,1.5815e-07,-9.4674e-06,-4.5042e-08,4.7773e-06,-0.00028833,1.0206e-09,0.69693,67.417,1.092,0.019258,6.5226e+05,722.14,1.7332e-11,83009
