offset,regime,choked,shock_x,throat_x,throat_area,mass_flow,exit_mach,exit_pressure,critical_back_pressure,ideal_exit_pressure
-40.0,choked_internal_shock,True,446.39449274039464,118.0,3644.7668888272483,25248261.87424398,0.37962250946655407,2900002.230418219,5759745.715708234,311370.6434072866
-60.0,choked_internal_shock,True,523.2018425803834,118.0,4284.011610390573,29676478.718847778,0.44446319220959196,2900002.54129076,5704044.607953066,400327.6061246449
-80.0,choked_internal_shock,True,563.007514107109,118.0,4677.392977506465,32401535.23860396,0.4839850846499246,2899998.0734316735,5664518.353878197,460199.60153698956
-100.0,choked_internal_shock,True,576.5742445500832,118.0,4824.910990174925,33423431.433512527,0.49872575760638027,2899999.9821831994,5648614.074351414,483702.01171460917
