offset,throat_x,throat_area,minimum_gap,blocked
0.0,75.0,53.37414053971368,0.18667512289079013,False
-5.0,70.0,269.1842100599419,0.9338013295673235,False
-10.0,65.0,488.50153834234396,1.6809275362438498,False
-20.0,64.0,999.8591792747409,3.497907683929945,False
-40.0,64.0,1975.246136681776,7.203585253598369,False
-80.0,118.0,4639.544497648262,20.850528863452634,False
