# M4.19 vitiated-air nozzle [euler] inviscid design wall (AxisMachCFDWall)
# R=2, L_U=6, L_c=9 (r_t units), M_d=4.5; r_t=0.183759 m
# throat x=0.000000 m r=0.183759 m; exit x=5.237464 m r=0.798452 m
# columns: x[mm] r[mm]  (axisymmetric wall contour, inlet pipe -> contraction -> throat -> MOC wall -> exit; throat at x=0)
-1194.4335 698.2842
-1191.2652 698.2842
-1188.0970 698.2842
-1184.9287 698.2842
-1181.7605 698.2842
-1178.5922 698.2842
-1175.4239 698.2842
-1172.2557 698.2842
-1169.0874 698.2842
-1165.9192 698.2842
-1162.7509 698.2842
-1159.5827 698.2842
-1156.4144 698.2842
-1153.2461 698.2842
-1150.0779 698.2842
-1146.9096 698.2842
-1143.7414 698.2842
-1140.5731 698.2842
-1137.4048 698.2842
-1134.2366 698.2842
-1131.0683 698.2842
-1127.9001 698.2842
-1124.7318 698.2842
-1121.5636 698.2842
-1118.3953 698.2842
-1115.2270 698.2842
-1112.0588 698.2842
-1108.8905 698.2842
-1105.7223 698.2842
-1102.5540 698.2842
-1097.0135 698.2838
-1091.4731 698.2807
-1085.9326 698.2725
-1080.3921 698.2566
-1074.8516 698.2306
-1069.3112 698.1921
-1063.7707 698.1389
-1058.2302 698.0687
-1052.6897 697.9794
-1047.1493 697.8688
-1041.6088 697.7349
-1036.0683 697.5758
-1030.5279 697.3895
-1024.9874 697.1741
-1019.4469 696.9278
-1013.9064 696.6490
-1008.3660 696.3359
-1002.8255 695.9869
-997.2850 695.6005
-991.7446 695.1751
-986.2041 694.7094
-980.6636 694.2018
-975.1231 693.6511
-969.5827 693.0561
-964.0422 692.4154
-958.5017 691.7279
-952.9612 690.9925
-947.4208 690.2081
-941.8803 689.3737
-936.3398 688.4884
-930.7994 687.5512
-925.2589 686.5614
-919.7184 685.5180
-914.1779 684.4203
-908.6375 683.2677
-903.0970 682.0594
-897.5565 680.7949
-892.0161 679.4736
-886.4756 678.0950
-880.9351 676.6586
-875.3946 675.1640
-869.8542 673.6107
-864.3137 671.9986
-858.7732 670.3273
-853.2327 668.5965
-847.6923 666.8060
-842.1518 664.9558
-836.6113 663.0456
-831.0709 661.0755
-825.5304 659.0452
-819.9899 656.9550
-814.4494 654.8048
-808.9090 652.5947
-803.3685 650.3249
-797.8280 647.9954
-792.2875 645.6065
-786.7471 643.1585
-781.2066 640.6516
-775.6661 638.0861
-770.1257 635.4624
-764.5852 632.7809
-759.0447 630.0419
-753.5042 627.2459
-747.9638 624.3935
-742.4233 621.4850
-736.8828 618.5212
-731.3424 615.5024
-725.8019 612.4295
-720.2614 609.3029
-714.7209 606.1235
-709.1805 602.8918
-703.6400 599.6086
-698.0995 596.2747
-692.5590 592.8908
-687.0186 589.4578
-681.4781 585.9765
-675.9376 582.4478
-670.3972 578.8725
-664.8567 575.2516
-659.3162 571.5861
-653.7757 567.8768
-648.2353 564.1248
-642.6948 560.3311
-637.1543 556.4968
-631.6138 552.6228
-626.0734 548.7102
-620.5329 544.7603
-614.9924 540.7740
-609.4520 536.7525
-603.9115 532.6970
-598.3710 528.6086
-592.8305 524.4886
-587.2901 520.3381
-581.7496 516.1584
-576.2091 511.9507
-570.6687 507.7162
-565.1282 503.4564
-559.5877 499.1723
-554.0472 494.8654
-548.5068 490.5370
-542.9663 486.1883
-537.4258 481.8208
-531.8853 477.4358
-526.3449 473.0346
-520.8044 468.6186
-515.2639 464.1892
-509.7235 459.7478
-504.1830 455.2959
-498.6425 450.8347
-493.1020 446.3658
-487.5616 441.8906
-482.0211 437.4104
-476.4806 432.9268
-470.9402 428.4412
-465.3997 423.9550
-459.8592 419.4698
-454.3187 414.9869
-448.7783 410.5078
-443.2378 406.0340
-437.6973 401.5670
-432.1568 397.1082
-426.6164 392.6591
-421.0759 388.2211
-415.5354 383.7959
-409.9950 379.3848
-404.4545 374.9892
-398.9140 370.6108
-393.3735 366.2509
-387.8331 361.9110
-382.2926 357.5926
-376.7521 353.2971
-371.2116 349.0260
-365.6712 344.7808
-360.1307 340.5628
-354.5902 336.3736
-349.0498 332.2145
-343.5093 328.0871
-337.9688 323.9926
-332.4283 319.9326
-326.8879 315.9084
-321.3474 311.9215
-315.8069 307.9731
-310.2665 304.0647
-304.7260 300.1977
-299.1855 296.3734
-293.6450 292.5931
-288.1046 288.8582
-282.5641 285.1699
-277.0236 281.5297
-271.4831 277.9387
-265.9427 274.3983
-260.4022 270.9096
-254.8617 267.4740
-249.3213 264.0927
-243.7808 260.7669
-238.2403 257.4977
-232.6998 254.2864
-227.1594 251.1341
-221.6189 248.0419
-216.0784 245.0109
-210.5379 242.0424
-204.9975 239.1372
-199.4570 236.2965
-193.9165 233.5213
-188.3761 230.8127
-182.8356 228.1715
-177.2951 225.5988
-171.7546 223.0956
-166.2142 220.6626
-160.6737 218.3009
-155.1332 216.0113
-149.5928 213.7945
-144.0523 211.6516
-138.5118 209.5831
-132.9713 207.5899
-127.4309 205.6727
-121.8904 203.8322
-116.3499 202.0691
-110.8094 200.3840
-105.2690 198.7775
-99.7285 197.2502
-94.1880 195.8026
-88.6476 194.4353
-83.1071 193.1487
-77.5666 191.9434
-72.0261 190.8196
-66.4857 189.7778
-60.9452 188.8183
-55.4047 187.9414
-49.8643 187.1475
-44.3238 186.4367
-38.7833 185.8092
-33.2428 185.2652
-27.7024 184.8049
-22.1619 184.4282
-16.6214 184.1353
-11.0809 183.9262
-5.5405 183.8008
0.0000 183.7590
6.5550 183.8340
13.1100 184.0196
19.6651 184.3126
26.2201 184.7170
32.7751 185.2339
39.3301 185.8670
45.8852 186.6186
52.4402 187.4930
58.9952 188.4993
65.5502 189.6444
72.1053 190.9378
78.6603 192.3947
85.2153 194.0298
91.7703 195.8492
98.3254 197.8358
104.8804 199.9542
111.4354 202.1707
117.9904 204.4614
124.5455 206.8102
131.1005 209.2058
137.6555 211.6391
144.2105 214.1041
150.7656 216.5956
157.3206 219.1093
163.8756 221.6414
170.4306 224.1892
176.9857 226.7499
183.5407 229.3212
190.0957 231.9012
196.6507 234.4882
203.2058 237.0808
209.7608 239.6772
216.3158 242.2763
222.8708 244.8771
229.4259 247.4789
235.9809 250.0805
242.5359 252.6808
249.0909 255.2789
255.6459 257.8747
262.2010 260.4677
268.7560 263.0569
275.3110 265.6416
281.8660 268.2215
288.4211 270.7964
294.9761 273.3660
301.5311 275.9294
308.0861 278.4860
314.6412 281.0357
321.1962 283.5786
327.7512 286.1143
334.3062 288.6428
340.8613 291.1635
347.4163 293.6760
353.9713 296.1802
360.5263 298.6758
367.0814 301.1628
373.6364 303.6411
380.1914 306.1106
386.7464 308.5713
393.3015 311.0231
399.8565 313.4657
406.4115 315.8993
412.9665 318.3235
419.5216 320.7383
426.0766 323.1436
432.6316 325.5394
439.1866 327.9254
445.7417 330.3017
452.2967 332.6682
458.8517 335.0249
465.4067 337.3716
471.9618 339.7084
478.5168 342.0351
485.0718 344.3519
491.6268 346.6586
498.1818 348.9553
504.7369 351.2418
511.2919 353.5183
517.8469 355.7848
524.4019 358.0412
530.9570 360.2875
537.5120 362.5237
544.0670 364.7499
550.6220 366.9661
557.1771 369.1723
563.7321 371.3685
570.2871 373.5548
576.8421 375.7311
583.3972 377.8975
589.9522 380.0540
596.5072 382.2007
603.0622 384.3375
609.6173 386.4645
616.1723 388.5817
622.7273 390.6892
629.2823 392.7870
635.8374 394.8751
642.3924 396.9536
648.9474 399.0224
655.5024 401.0817
662.0575 403.1314
668.6125 405.1715
675.1675 407.2022
681.7225 409.2235
688.2776 411.2353
694.8326 413.2378
701.3876 415.2309
707.9426 417.2147
714.4977 419.1893
721.0527 421.1546
727.6077 423.1108
734.1627 425.0579
740.7177 426.9958
747.2728 428.9247
753.8278 430.8446
760.3828 432.7556
766.9378 434.6576
773.4929 436.5507
780.0479 438.4350
786.6029 440.3104
793.1579 442.1771
799.7130 444.0351
806.2680 445.8844
812.8230 447.7251
819.3780 449.5572
825.9331 451.3807
832.4881 453.1957
839.0431 455.0023
845.5981 456.8004
852.1532 458.5901
858.7082 460.3715
865.2632 462.1445
871.8182 463.9094
878.3733 465.6659
884.9283 467.4144
891.4833 469.1546
898.0383 470.8868
904.5934 472.6109
911.1484 474.3270
917.7034 476.0351
924.2584 477.7352
930.8135 479.4275
937.3685 481.1119
943.9235 482.7884
950.4785 484.4572
957.0336 486.1182
963.5886 487.7715
970.1436 489.4172
976.6986 491.0551
983.2536 492.6855
989.8087 494.3084
996.3637 495.9237
1002.9187 497.5315
1009.4737 499.1318
1016.0288 500.7248
1022.5838 502.3104
1029.1388 503.8887
1035.6938 505.4597
1042.2489 507.0234
1048.8039 508.5799
1055.3589 510.1293
1061.9139 511.6715
1068.4690 513.2066
1075.0240 514.7346
1081.5790 516.2556
1088.1340 517.7697
1094.6891 519.2767
1101.2441 520.7769
1107.7991 522.2701
1114.3541 523.7565
1120.9092 525.2361
1127.4642 526.7089
1134.0192 528.1749
1140.5742 529.6342
1147.1293 531.0868
1153.6843 532.5327
1160.2393 533.9720
1166.7943 535.4047
1173.3494 536.8309
1179.9044 538.2505
1186.4594 539.6636
1193.0144 541.0702
1199.5695 542.4704
1206.1245 543.8641
1212.6795 545.2515
1219.2345 546.6326
1225.7895 548.0073
1232.3446 549.3757
1238.8996 550.7379
1245.4546 552.0939
1252.0096 553.4436
1258.5647 554.7872
1265.1197 556.1247
1271.6747 557.4560
1278.2297 558.7813
1284.7848 560.1005
1291.3398 561.4138
1297.8948 562.7210
1304.4498 564.0222
1311.0049 565.3176
1317.5599 566.6070
1324.1149 567.8905
1330.6699 569.1682
1337.2250 570.4401
1343.7800 571.7062
1350.3350 572.9665
1356.8900 574.2211
1363.4451 575.4700
1370.0001 576.7132
1376.5551 577.9507
1383.1101 579.1826
1389.6652 580.4089
1396.2202 581.6297
1402.7752 582.8449
1409.3302 584.0545
1415.8853 585.2587
1422.4403 586.4574
1428.9953 587.6507
1435.5503 588.8385
1442.1054 590.0210
1448.6604 591.1980
1455.2154 592.3697
1461.7704 593.5361
1468.3254 594.6972
1474.8805 595.8530
1481.4355 597.0035
1487.9905 598.1488
1494.5455 599.2888
1501.1006 600.4237
1507.6556 601.5534
1514.2106 602.6779
1520.7656 603.7973
1527.3207 604.9116
1533.8757 606.0208
1540.4307 607.1250
1546.9857 608.2241
1553.5408 609.3182
1560.0958 610.4073
1566.6508 611.4914
1573.2058 612.5706
1579.7609 613.6449
1586.3159 614.7143
1592.8709 615.7788
1599.4259 616.8384
1605.9810 617.8933
