# forge res_12000.h5 axis (j=0) values; Pt/P for matching with CEA
x_m,x_over_rt,Pt_over_P,P,T,rho,u,a,M,h0
0.50090426,2.3789146,15.540340111516803,73164.421875,525.2587280273438,0.48718735575675964,1096.2659912109375,453.4912109375,2.4173919246298787,836299.5099536652
0.5189054,2.4644065,16.920325445606586,67197.2890625,513.327392578125,0.4578535258769989,1107.7257080078125,448.5368957519531,2.4696423382311887,836299.5448796997
0.53731537,2.5518398,18.44061171701588,61657.390625,501.5053405761719,0.43001028895378113,1118.9339599609375,443.56024169921875,2.5226200519560864,836298.8482204732
0.5560966,2.6410365,20.110604455379942,56537.3359375,489.8393249511719,0.40369275212287903,1129.8564453125,438.5806884765625,2.5761655152604352,836297.5843934314
0.5752087,2.7318044,21.939198680174854,51825.046875,478.3725280761719,0.37891581654548645,1140.463134765625,433.61737060546875,2.630114040803239,836295.462707242
0.59461033,2.8239474,23.934779305204618,47504.09375,467.143798828125,0.35567212104797363,1150.7296142578125,428.6885070800781,2.684302460300991,836292.9680110632
0.61426044,2.9172704,26.105182345782097,43554.5703125,456.1856384277344,0.33393460512161255,1160.6376953125,423.81060791015625,2.7385763207667138,836289.9326824683
0.6341203,3.0115895,28.457278446206317,39954.62890625,445.5261535644531,0.31366297602653503,1170.174072265625,418.9991149902344,2.7927841143361323,836286.353363105
0.65415406,3.1067348,30.996204809314538,36681.91015625,435.1912536621094,0.2948092222213745,1179.3272705078125,414.2692565917969,2.846765121337186,836282.8430995225
0.6743297,3.2025537,33.72520593935877,33713.65625,425.20257568359375,0.2773187756538391,1188.0894775390625,409.6351013183594,2.9003605250510636,836279.2492257616
0.6946193,3.298914,36.645790657370505,31026.755859375,415.5770568847656,0.26112833619117737,1196.456787109375,405.10906982421875,2.9534189092051943,836275.4198552319
0.7149992,3.395703,39.75791370937885,28598.080078125,406.32611083984375,0.246167853474617,1204.429931640625,400.7015380859375,3.0058031156903464,836271.555860774
0.7354496,3.492827,43.06051383043399,26404.701171875,397.4548645019531,0.23236078023910522,1212.0146484375,396.4201965332031,3.057398838497334,836267.9486913367
0.7559545,3.5902095,46.55189372160697,24424.35546875,388.9618225097656,0.21962696313858032,1219.2210693359375,392.26959228515625,3.1081202655382922,836264.7041103973
0.7765008,3.687789,50.22959687949458,22636.056640625,380.84173583984375,0.2078862190246582,1226.0618896484375,388.2524719238281,3.1578984766618063,836261.4382582247
0.79707843,3.785517,54.090833955177594,21020.197265625,373.0853271484375,0.1970597803592682,1232.5528564453125,384.36944580078125,3.2066879142213214,836258.5776772099
