Pinf/P,M_cea,T_cea,rho_cea,u_cea,a_cea,T_forge,rho_forge,u_forge,a_forge,M_forge,x_forge,dT,drho,du,da,dM
5.0,1.716,708.67,1.1223,896.7,522.6,708.6901028161312,1.1224585360831152,896.7542774282729,522.5848817333307,1.7160363139909556,0.2690496550977695,0.0028366963652048938,0.014125998673719664,0.006053019769458601,-0.002892894502359855,0.0021161999391378435
6.0,1.832,675.97,0.9805,936.1,511.1,675.9995868130572,0.9806803288770984,936.1249585638668,511.096532927614,1.8316558993060112,0.30660087579918044,0.004376941736650153,0.01839152239657693,0.002666228380165947,-0.0006783549962863233,-0.01878278897318912
7.0,1.928,649.32,0.87492,966.8,501.5,649.3488931863038,0.8750896637219281,966.8225295936633,501.49758539944423,1.9279280389133011,0.3379076235854054,0.004449760719493767,0.019391912623789587,0.0023303261960316846,-0.0004814756840998413,-0.003732421509275107
8.0,2.01,626.95,0.7928700000000001,991.7,493.3,626.9860178616011,0.793070826006724,991.695916468626,493.266959761148,2.0105402750336285,0.36488911595969437,0.005744933663143215,0.0253289955129965,-0.0004117708353401639,-0.0066977982671856395,0.02687935490690276
10.0,2.148,591.03,0.6728500000000001,1030.1,479.7,591.0724052615594,0.6730870812229951,1030.1159682274265,479.68571550717405,2.147587133501009,0.41002863207112866,0.007174806957244151,0.03523537534295684,0.001550162841135183,-0.00297779712861157,-0.01922097295116771
12.0,2.259,563.0,0.58862,1058.9,468.7,563.0352614693211,0.5887336337885938,1058.9319493516937,468.74835925408127,2.259124403794258,0.44722151191818904,0.006263138422935022,0.01930511851342409,0.003017220860668246,0.010317741429766158,0.005507029404959866
15.0,2.396,530.27,0.49997,1091.3,455.6,530.3221814370017,0.5001785353131253,1091.3372567493786,455.56558124402414,2.395700819369071,0.4934906799665631,0.009840541045469386,0.04170956519895519,0.00341397868401927,-0.007554599643522231,-0.012486670739938657
20.0,2.573,490.54,0.40534000000000003,1129.1,438.9,490.58146982983226,0.40536696770820313,1129.1616008320475,438.8974675758714,2.5727591687712654,0.5549018263386379,0.008453914019690423,0.006653108058207735,0.005455746350868651,-0.0005769934218635697,-0.00935993893255065
25.0,2.712,461.58,0.34462000000000004,1155.7,426.2,461.6467164730935,0.3447676525172194,1155.6999318611215,426.2415440427745,2.7115285520722825,0.6044676656200084,0.014453934982783245,0.04284502269729096,-5.895896737495576e-06,0.009747546404148544,-0.017383773145932674
30.0,2.826,439.07,0.30190000000000006,1175.8,416.1,439.14176853579227,0.302016068493311,1175.8284610235203,416.07724468360254,2.826130884618001,0.6464961522947598,0.016345579473031613,0.03844600639646423,0.002420566722260986,-0.0054687133856035075,0.004631444373709732
40.0,3.01,405.6,0.24512,1205.0,400.4,405.65123636255083,0.2451174890750893,1205.0069341934504,400.37583772406464,3.009728227803533,0.7165549512184225,0.012632239287668767,-0.0010243655804154095,0.0005754517386158398,-0.006034534449383955,-0.009028976626807367
50.0,3.155,381.28,0.2086,1225.7,388.5,381.33099378145613,0.20859363170775838,1225.6497110842072,388.4945146653758,3.1548992001637304,0.7752628480203244,0.013374365677765176,-0.003052872599051959,-0.004102873116818007,-0.0014119265442036344,-0.003194923495069013
60.0,3.276,362.43,0.18287,1241.4,379.0,362.49189379041286,0.18291007583866303,1241.3464627279636,378.98664328359877,3.275546303364091,0.8269915521751738,0.017077446793267725,0.021914933375088985,-0.004312652814275619,-0.0035241995781643,-0.013849103660218973
80.0,3.47,334.48,0.14862,1264.2,364.3,334.5171855712051,0.14862498625542533,1264.225693447921,364.3490457608827,3.469871015667282,0.9173622264575424,0.011117427411244662,0.003355036620455998,0.002032387907058286,0.013463014241743565,-0.0037171277440383134
100.0,3.624,314.23,0.12656,1280.5,353.3,314.25024495377875,0.1265691710606046,1280.5075626451335,353.31384892547857,3.624332668475051,0.9979395234244202,0.006442718320576191,0.007246413246364547,0.0005906009475475926,0.003919877010627459,0.00917959368242522
130.0,3.81,291.92,0.10479000000000001,1298.1,340.7,291.94009756353705,0.10479341487974601,1298.1699711775414,340.7090606575523,3.8102329706115072,1.111937761783198,0.00688461343416602,0.003258783992743375,0.0053902763686553,0.0026594239953992016,0.006114714212786804
160.0,3.961,275.37,0.09025999999999999,1311.0,331.0,275.34048072857263,0.09026963138542055,1311.0871220889205,330.9915544890058,3.9610909404150636,1.2304302593723198,-0.01071985743812398,0.010670712852367537,0.006645468262433951,-0.002551513895521218,0.0022958953563177215
190.0,4.088,262.36,0.079778,1321.1,323.2,262.2895892206252,0.0797993455328966,1321.13011094158,323.13012486723835,4.088542338586166,1.3778279677680347,-0.026837467363471923,0.026756164477159672,0.002279232577406809,-0.021619781176251962,0.013266599465890205
217.68,4.19,252.49,0.072355,1328.6,317.1,252.41780898753547,0.07237543790816142,1328.681792217063,317.0461145714019,4.190815566451227,1.932249469890145,-0.02859163232783457,0.028246711576840333,0.006156271041923844,-0.016993197287329398,0.019464593108033446
217.76,4.19,252.46,0.072334,1328.6,317.1,252.39186644866905,0.07235630723665559,1328.7002580714698,317.02996765167103,4.1910872591319785,2.007823147756443,-0.026987859990079688,0.030839213448174974,0.0075461441720436895,-0.022085256489745575,0.025948905297808057
